model_id,model_revision,sae_repository,sae_revision,sae_id,layer,width,average_l0,observed_mean_l0,normalized_mse,explained_variance,d_model,d_sae,hook_framework,hook_name,model_load,sae_load,dimension_match,hook_capture,encode,decode,reconstruction_finite,intervention_reinsert,generation_after_hook,peak_vram_bytes,access_status,licence_status,compatibility_status,quality_warning,blocker
google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,google/gemma-scope-9b-it-res,e86af97a5b6fbbccca28ab654f2fda1b0768f770,layer_9/width_16k/average_l0_47,9,width_16k,47,363.4285888671875,20.047489166259766,-19.047489166259766,3584,16384,TransformerLens,blocks.9.hook_resid_post,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,24450820096,PASS,GEMMA_ACCESS_AVAILABLE; SAE_CC_BY_4_0,COMPATIBLE,"This synthetic-prompt check establishes technical compatibility only; reconstruction suitability is reported by the layer-level reconstruction analysis.",
google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,google/gemma-scope-9b-it-res,e86af97a5b6fbbccca28ab654f2fda1b0768f770,layer_20/width_16k/average_l0_47,20,width_16k,47,282.66668701171875,6.398017883300781,-5.398017883300781,3584,16384,TransformerLens,blocks.20.hook_resid_post,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,24450820096,PASS,GEMMA_ACCESS_AVAILABLE; SAE_CC_BY_4_0,COMPATIBLE,"This synthetic-prompt check establishes technical compatibility only; reconstruction suitability is reported by the layer-level reconstruction analysis.",
google/gemma-2-9b-it,11c9b309abf73637e4b6f9a3fa1e92e615547819,google/gemma-scope-9b-it-res,e86af97a5b6fbbccca28ab654f2fda1b0768f770,layer_31/width_16k/average_l0_43,31,width_16k,43,369.0952453613281,7.80790376663208,-6.80790376663208,3584,16384,TransformerLens,blocks.31.hook_resid_post,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,24450820096,PASS,GEMMA_ACCESS_AVAILABLE; SAE_CC_BY_4_0,COMPATIBLE,"This synthetic-prompt check establishes technical compatibility only; reconstruction suitability is reported by the layer-level reconstruction analysis.",
