setting_id,varied_coefficient,varied_value,prompt_count,actionable_prompt_count_reference_rstar_gt_zero,actionable_prompt_ratio,noop_best_count_including_ties,noop_best_rate,best_nonnoop_count_including_ties,best_nonnoop_rate,strict_nonnoop_best_count,strict_nonnoop_best_rate,best_action_set_changes_vs_final
corruption_penalty=1,corruption_penalty,1,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
corruption_penalty=1.5,corruption_penalty,1.5,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
corruption_penalty=2,corruption_penalty,2,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
intervention_cost=0,intervention_cost,0,1341,60,0.0447427293065,1211,0.903057419836,1341,1,130,0.0969425801641,1254
intervention_cost=0.05,intervention_cost,0.05,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
intervention_cost=0.1,intervention_cost,0.1,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
crypto_bonus=0,crypto_bonus,0,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
crypto_bonus=0.25,crypto_bonus,0.25,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
crypto_bonus=0.5,crypto_bonus,0.5,1341,60,0.0447427293065,1211,0.903057419836,130,0.0969425801641,130,0.0969425801641,0
