weight_id,histogram_weight,mean_difference_weight,ks_weight,cwe,layer,n_unsafe,n_safe_used,n_safe_before_balance,top1_feature,top1_score,top10_features,top200_features,frozen_bstar_feature,frozen_bstar_rank,frozen_bstar_rank_change_from_w1,frozen_bstar_top10,frozen_bstar_top200,frozen_bstar_in_saved_candidate_set,diagnostic_only
W1,0.4,0.4,0.2,CWE-476,16,75,75,75,9342,0.177407309413,"[9342,1334,5484,6986,9465,9287,12333,22670,1547,2665]","[9342,1334,5484,6986,9465,9287,12333,22670,1547,2665,32249,11195,22866,21602,10758,2256,13671,24613,14739,11326,436,16028,25717,16268,2917,19331,28644,14376,8392,12372,25101,3791,20763,1903,18116,26282,16709,15769,32089,4950,5913,8172,25784,31440,6093,5509,11949,13531,12955,23545,11716,24633,11877,9816,18633,26402,8839,1710,28860,4502,6695,6590,6073,24964,27809,7904,21269,1023,6670,32691,895,2580,12383,9085,29660,26274,19535,28079,6354,20259,14399,2905,32723,7044,32535,18658,30258,2715,13552,7595,8679,18128,24656,7255,27135,17395,22441,8407,21393,15432,7589,31217,12029,22314,29799,4488,19078,11879,7528,15404,7691,16024,6973,5951,26843,31247,26445,22932,15148,4850,17628,8737,22288,19880,32698,2681,19743,23966,29140,22206,25208,21848,19806,12839,24632,24130,20070,28944,6328,13166,5704,30778,29718,25783,5194,5410,8381,27887,31569,17635,9162,26663,2362,8896,17726,25355,9286,30264,29337,7943,10025,20936,12930,30047,20543,9504,25423,18857,22786,26704,11630,15617,15917,26373,3845,16817,170,23749,4179,2545,8219,11595,8899,27693,3069,29437,8442,5530,13778,29058,18561,24141,4011,9144,17814,16926,3411,23517,1218,8646]",,,,,,,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-476,16,75,75,75,9342,0.158950537443,"[9342,1334,5484,9287,6986,9465,12333,22670,1547,32249]","[9342,1334,5484,9287,6986,9465,12333,22670,1547,32249,2665,21602,10758,11195,22866,2256,13671,14739,24613,14376,25717,11326,28644,16028,16268,12372,2917,436,8392,19331,6093,3791,1903,26282,16709,4950,25101,20763,18116,9816,8172,15769,25784,31440,11716,11949,11877,32089,5913,12955,5509,13531,23545,24633,1710,18633,28860,6695,26402,895,8839,9085,4502,7904,1023,6590,6073,24964,27809,26274,19535,28079,20259,21269,6670,32691,2905,2580,12383,7044,29660,6354,14399,13552,32723,17395,32535,15432,18658,30258,29799,19078,2715,7595,8679,15404,18128,16024,6973,5951,24656,7255,27135,26843,22441,8407,21393,7589,31217,12029,22314,17628,22288,19880,4488,11879,7528,7691,2681,19743,23966,25208,2362,31247,26445,22932,15148,4850,28944,8737,25783,5410,8381,32698,18857,29140,22206,21848,19806,12839,24632,24130,9286,20070,6328,13166,5704,30778,29718,5194,27887,26704,31569,17635,9162,26663,8896,17726,16817,25355,30264,29337,7943,10025,20936,12930,30047,20543,9504,25423,9144,22786,11630,15617,15917,26373,3845,170,23749,16656,14277,4179,2545,8219,11595,8899,27693,3069,29437,8442,5530,10281,30510,13778,29058,18561,24141,4011,17814,11080]",,,,,,,true
W3,0.5,0.3,0.2,CWE-476,16,75,75,75,9342,0.149722158909,"[9342,1334,9287,6986,10758,5484,9465,12333,22670,1547]","[9342,1334,9287,6986,10758,5484,9465,12333,22670,1547,32249,21602,2665,2256,11195,22866,14739,14376,24613,6093,11326,13671,25717,28644,2917,3791,12372,16028,16268,9816,8392,25784,436,4950,19331,1903,11877,26282,16709,11716,25101,8172,20763,18116,31440,11949,15769,12955,32089,26274,1710,5913,5509,13531,19535,23545,24633,1023,9085,28860,6695,18633,26402,895,8839,7904,4502,5951,6590,28079,6073,20259,24964,2905,27809,7044,21269,6670,32691,18857,2580,13552,12383,29660,17395,6354,15432,14399,19743,29799,32723,19078,22314,15404,16024,6973,32535,18658,7528,26843,30258,2715,7595,8679,18128,17628,2362,24656,22288,7255,19880,27135,22441,8407,2681,23966,26373,21393,7589,31217,12029,25208,4488,11879,7691,28944,24130,25783,5410,8381,31247,6328,26445,22932,15148,10281,4850,8737,9286,32698,11595,9144,29140,22206,21848,19806,12839,24632,26704,16656,10025,20070,13166,16817,5704,30778,29718,5194,27887,170,31569,17635,9162,26663,8896,17726,25355,30264,29337,14277,7943,20936,12930,30047,20543,1218,9504,25423,22786,11630,15617,31902,28884,15917,3845,11080,23749,12950,4179,2545,8219,8899,27693,3069,29437,8442,5530,27439,28022,13778]",,,,,,,true
W4,0.3,0.5,0.2,CWE-476,16,75,75,75,9342,0.205092459917,"[9342,1334,5484,2665,9465,12333,22670,11195,22866,1547]","[9342,1334,5484,2665,9465,12333,22670,11195,22866,1547,6986,32249,2256,21602,13671,9287,24613,436,19331,16028,11326,16268,10758,14739,25101,20763,8392,18116,2917,25717,28644,15769,1903,32089,26282,12372,16709,5913,5509,13531,3791,8172,14376,31440,23545,11949,24633,4950,12955,18633,26402,8839,25784,4502,11716,6590,6073,24964,27809,28860,11877,21269,6670,6695,32691,1710,2580,12383,29660,6354,7904,14399,6093,9816,32723,895,32535,18658,1023,28079,30258,20259,2715,7595,8679,18128,2905,24656,7255,9085,27135,22441,8407,7044,21393,7589,31217,12029,4488,11879,13552,7691,19535,17395,31247,22314,26445,22932,15432,15148,4850,7528,8737,29799,19078,15404,32698,16024,6973,26274,29140,22206,21848,26843,19806,12839,24632,20070,17628,13166,22288,5704,19880,30778,29718,5194,2681,23966,27887,25208,31569,17635,9162,26663,24130,8896,17726,25355,6328,30264,28944,5951,29337,19743,7943,25783,5410,8381,20936,12930,30047,20543,9504,25423,22786,11630,15617,15917,3845,23749,9286,4179,2545,8219,10025,8899,27693,3069,29437,8442,5530,13778,29058,18561,24141,4011,17814,26704,16926,3411,23517,170,2362,8646,16817,13574,9802,30358,14589,4305]",,,,,,,true
W5,0.4,0.3,0.3,CWE-476,16,75,75,75,9342,0.149722144008,"[9342,1334,9287,6986,5484,9465,10758,12333,22670,1547]","[9342,1334,9287,6986,5484,9465,10758,12333,22670,1547,32249,21602,2665,2256,11195,22866,14376,14739,24613,25717,13671,6093,11326,28644,12372,2917,16028,16268,3791,8392,436,9816,4950,19331,1903,26282,16709,25784,11877,11716,25101,8172,20763,18116,31440,11949,15769,12955,32089,5913,5509,1710,13531,23545,24633,9085,26274,28860,6695,895,18633,1023,19535,26402,8839,7904,4502,6590,28079,6073,20259,24964,2905,27809,7044,21269,6670,32691,5951,2580,13552,12383,29660,17395,6354,15432,14399,29799,32723,19078,15404,16024,6973,32535,18857,18658,26843,19743,30258,2715,7595,22314,8679,18128,17628,2362,24656,22288,7255,19880,7528,27135,22441,8407,2681,23966,21393,7589,31217,12029,25208,4488,11879,7691,28944,25783,5410,8381,31247,26445,22932,15148,4850,8737,24130,9286,32698,6328,29140,22206,21848,19806,12839,26373,24632,26704,20070,13166,9144,16817,5704,30778,29718,10281,5194,27887,16656,31569,17635,9162,26663,10025,8896,17726,11595,25355,30264,29337,170,14277,7943,20936,12930,30047,20543,9504,25423,22786,11630,15617,15917,3845,11080,23749,12950,4179,1218,2545,8219,8899,27693,3069,29437,8442,5530,30510,28022,13778,29058,18561]",,,,,,,true
W1,0.4,0.4,0.2,CWE-120,19,14,70,1327,16897,1.18374705315,"[16897,151,19738,11462,20937,14842,14193,27826,13091,32012]","[16897,151,19738,11462,20937,14842,14193,27826,13091,32012,17961,29026,5403,14440,18993,26893,4312,1913,15311,19984,19483,22439,4380,31800,12906,16192,6551,1317,6273,4700,32696,18458,1757,14049,31956,32404,20332,7705,2068,3848,4280,15417,12186,19008,5923,13750,30380,14279,23329,11931,3571,1622,8634,7777,1748,30742,13827,14552,28315,16912,2865,543,29314,18837,24293,23706,3674,4633,25954,367,16615,5540,5813,23088,18806,19056,6573,13197,10414,14865,20051,21288,11003,213,6105,30291,17007,29810,23536,2287,20220,9406,15975,10430,1705,23814,3172,3709,11498,3596,18037,10538,20250,20549,14275,22117,31411,25982,9108,7889,8682,29751,17824,20467,16137,23436,6603,16522,2343,12917,2857,20459,10111,30294,19776,29022,28606,16900,19004,16028,16252,20327,14206,14398,31981,10796,10448,31786,5874,10988,22755,11432,5948,1784,24779,32247,7047,29539,14803,4224,9170,15529,16599,27675,1586,5103,4990,16703,14070,6096,3601,20219,1552,11917,12824,28115,31828,5895,5384,3638,32292,9586,15049,5808,30843,3084,17391,8131,16139,14949,10643,7702,23169,14739,15849,16858,6075,23024,9253,22540,19227,16805,2977,18889,20390,32094,17665,12227,18461,17353]",14193,7,0,true,true,true,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-120,19,14,70,1327,16897,1.04121780396,"[16897,151,19738,11462,20937,14193,14842,27826,13091,32012]","[16897,151,19738,11462,20937,14193,14842,27826,13091,32012,17961,29026,5403,14440,18993,4312,26893,1913,15311,19984,19483,22439,31800,12906,4380,16192,6551,1317,6273,32696,4700,1757,18458,31956,20332,3848,14049,2068,32404,7705,4280,12186,15417,5923,19008,13750,30380,14279,23329,3571,30742,11931,1622,8634,1748,3674,13827,7777,14552,28315,16912,2865,367,29314,5540,25954,18837,543,24293,23706,4633,16615,23088,2287,18806,19056,29810,5813,6573,13197,10414,11003,14865,20051,21288,213,6105,30291,17007,23536,9406,20220,15975,10430,7889,1705,23814,3172,3709,11498,3596,31411,18037,10538,23436,20250,20549,14275,22117,25982,9108,8682,29751,17824,20467,16137,6603,16522,2343,12917,2857,29022,20459,10111,30294,19776,16028,28606,16900,19004,14398,10796,16252,20327,14206,31981,10448,15849,31786,5874,22755,11432,5948,1784,24779,7047,29539,14803,4224,9170,6096,15529,32247,10988,27675,5103,4990,16703,14070,3601,20219,11917,28115,16599,5895,1586,5384,3638,32292,9586,5808,30843,1552,3084,17391,8131,16139,14949,10643,7702,23169,14739,16858,15049,6075,12824,31828,22540,19227,16805,23024,2977,18889,20390,32094,17665,18461,17353,17328,3577]",14193,6,-1,true,true,true,true
W3,0.5,0.3,0.2,CWE-120,19,14,70,1327,16897,1.0213817358,"[16897,151,19738,11462,20937,14193,14842,13091,27826,17961]","[16897,151,19738,11462,20937,14193,14842,13091,27826,17961,32012,29026,14440,5403,4312,1913,18993,19483,15311,26893,19984,6273,22439,12906,31800,4380,16192,6551,1317,2068,32696,4700,1757,31956,12186,18458,3848,20332,14049,32404,7705,5923,4280,19008,15417,13827,30742,3674,2287,13750,3571,30380,14279,23329,11931,367,25954,1622,1748,8634,7777,5540,14552,28315,16912,2865,29314,543,18837,29810,24293,23706,4633,16615,23088,18806,19056,6573,13197,11003,10414,5813,14865,20051,21288,7889,213,6105,30291,17007,9406,23536,20220,23814,15975,10430,1705,3172,3709,11498,23436,31411,3596,18037,10538,20250,15849,20549,14275,22117,25982,9108,8682,29751,17824,20467,16137,6603,16522,29022,2343,12917,2857,16028,20459,10111,30294,19776,14398,10796,28606,16900,19004,16252,20327,14206,31981,10448,5874,22755,11432,5948,1784,24779,7047,29539,6096,14803,31786,4224,9170,15529,27675,32247,5103,4990,16703,14070,3601,20219,11917,28115,1552,5895,10988,5384,3638,12824,32292,9586,16599,5808,30843,3084,17391,1586,8131,15049,16139,14949,10643,7702,23169,14739,16858,6075,22540,19227,16805,2977,31828,18889,20390,32094,17665,23024,18461,17353,17328,3577]",14193,6,-1,true,true,true,true
W4,0.3,0.5,0.2,CWE-120,19,14,70,1327,16897,1.34611237049,"[16897,151,19738,11462,20937,14842,27826,14193,13091,32012]","[16897,151,19738,11462,20937,14842,27826,14193,13091,32012,17961,29026,5403,18993,26893,14440,4312,1913,15311,19984,19483,4380,22439,31800,6551,12906,16192,1317,18458,4700,32696,1757,14049,32404,7705,20332,4280,15417,31956,3848,6273,13750,30380,14279,23329,19008,11931,1622,8634,2068,3571,7777,1748,14552,28315,12186,16912,5923,2865,543,29314,18837,24293,5813,23706,4633,16615,30742,23088,13827,18806,19056,6573,13197,5540,10414,25954,14865,20051,367,21288,213,6105,30291,17007,11003,23536,20220,15975,10430,3674,1705,9406,3172,23814,3709,11498,3596,18037,10538,29810,20250,20549,14275,22117,25982,9108,8682,29751,31411,17824,20467,16137,6603,16522,2343,12917,2857,20459,10111,30294,23436,19776,28606,10988,16900,19004,7889,2287,16252,29022,20327,31786,14206,31981,16028,32247,10448,5874,22755,11432,5948,1784,24779,14398,10796,7047,29539,31828,14803,16599,4224,1586,9170,15529,27675,5103,4990,16703,14070,3601,12824,1552,20219,11917,28115,9253,5895,7053,6096,5384,3638,15049,32292,9586,5808,30843,3084,17391,8131,23024,16139,12463,14949,10643,7702,23169,14739,16858,12227,6075,18015,22540,19227,16805,2977,18889,20390,32094,17665]",14193,8,1,true,true,true,true
W5,0.4,0.3,0.3,CWE-120,19,14,70,1327,16897,0.995667457581,"[16897,151,19738,11462,20937,14193,14842,13091,27826,32012]","[16897,151,19738,11462,20937,14193,14842,13091,27826,32012,17961,29026,14440,5403,18993,4312,1913,15311,19483,26893,19984,22439,12906,31800,4380,6273,16192,6551,1317,32696,4700,1757,2068,31956,18458,3848,20332,12186,14049,32404,7705,5923,4280,19008,15417,30742,3674,13827,13750,3571,30380,14279,23329,11931,1622,1748,8634,367,7777,2287,25954,5540,14552,28315,16912,2865,29314,18837,543,24293,29810,23706,4633,16615,23088,18806,19056,6573,13197,11003,10414,5813,14865,20051,21288,7889,213,6105,30291,17007,9406,23536,20220,15975,10430,23814,1705,3172,3709,11498,23436,31411,3596,18037,10538,20250,20549,14275,22117,25982,9108,8682,29751,17824,15849,20467,16137,6603,16522,29022,2343,12917,2857,16028,20459,10111,30294,19776,14398,10796,28606,16900,19004,16252,20327,14206,31981,10448,5874,22755,11432,5948,1784,24779,31786,7047,29539,6096,14803,4224,9170,15529,27675,32247,5103,4990,16703,14070,3601,20219,11917,28115,5895,10988,5384,3638,32292,9586,16599,5808,30843,1552,3084,17391,1586,8131,16139,14949,10643,7702,23169,14739,16858,15049,6075,12824,22540,19227,16805,2977,31828,18889,20390,32094,17665,23024,18461,17353,17328,3577]",14193,6,-1,true,true,true,true
W1,0.4,0.4,0.2,CWE-327,19,28,140,1313,16897,0.775479078293,"[16897,2068,151,23042,23814,1913,12068,28732,5923,13827]","[16897,2068,151,23042,23814,1913,12068,28732,5923,13827,5895,29026,13091,6551,17961,19483,21184,14842,31623,10854,3571,31126,10724,78,15849,11462,2495,20571,19008,10777,19738,26893,2798,11418,20332,6273,11003,20564,18279,29810,2287,9406,17354,12186,20442,6510,26479,26861,29383,5540,18037,4973,20937,10194,17622,10176,1586,28706,29022,3191,82,32019,28608,16028,22799,3674,14398,10796,1680,1533,6898,6096,8634,16192,32114,24150,2123,3254,25672,15851,25948,27769,29013,17566,26817,21893,24717,28750,13599,25081,17558,4380,20038,24977,1552,31411,24451,19281,11159,8121,28606,27228,13913,1669,18900,1748,4603,25508,32126,273,10768,27115,19674,18483,22183,28460,1441,24293,19004,1585,25534,573,29693,27684,7012,5551,23436,5813,17324,32612,30742,13690,31800,30367,18258,28628,11129,15198,5707,28058,16603,8221,10988,25441,12564,22570,25736,14932,21776,5550,4523,18408,1317,3413,30419,14821,6651,1515,11888,22439,9253,4312,7611,18993,32346,5196,1116,22009,30696,7144,3058,11715,15966,15311,28163,15298,4361,23100,24779,6408,25853,11757,29663,21429,32696,30706,32292,3017,16599,19809,7570,6808,5588,30485,30989,15089,4784,30126,18729,8198]",,,,,,,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-327,19,28,140,1313,16897,0.680756449699,"[16897,2068,23042,151,23814,1913,12068,28732,5923,13827]","[16897,2068,23042,151,23814,1913,12068,28732,5923,13827,29026,5895,13091,6551,17961,19483,21184,14842,31623,10854,3571,31126,10724,78,15849,19738,11462,20571,19008,2495,10777,6273,11418,12186,2798,20564,29810,20332,11003,26893,18279,9406,2287,20442,17354,5540,10194,29383,6510,26479,20937,18037,29022,26861,10176,28608,16028,1586,28706,4973,14398,10796,3191,17622,82,32019,3674,22799,6096,6898,1680,1533,2123,32114,8634,16192,25948,3254,24717,24150,27769,25672,15851,29013,25081,28750,17566,26817,21893,4380,17558,20038,31411,13913,19281,24977,1552,13599,11159,28606,4603,25508,24451,273,1748,19674,1441,8121,22183,28460,27228,1669,18483,18900,19004,32126,25534,10768,27115,27684,24293,30742,30367,7012,573,23436,13690,32612,1585,29693,5551,18258,31800,17324,11129,5813,12564,9253,5550,28628,8221,15198,5707,28058,16603,21776,3413,10988,25441,22570,25736,14932,1317,4312,22009,1116,4523,15311,18408,11888,30419,15966,14821,6651,22439,7611,18993,32346,5196,30696,7144,1515,15298,3058,11715,28163,32696,4361,24779,6408,23100,25853,11757,29663,21429,30706,32292,3017,6808,19809,15993,7570,10735,16599,5588,30485,30989,15089,4784,30126]",,,,,,,true
W3,0.5,0.3,0.2,CWE-327,19,28,140,1313,16897,0.663395047188,"[16897,2068,151,23042,23814,1913,12068,28732,5923,13827]","[16897,2068,151,23042,23814,1913,12068,28732,5923,13827,29026,5895,13091,17961,19483,6551,14842,21184,31623,19738,10854,15849,11462,31126,3571,2287,78,12186,10724,6273,2798,19008,10777,29810,20571,2495,20564,11418,20332,18279,11003,26893,9406,20937,20442,3674,10194,5540,17354,29383,16192,1586,29022,28608,18037,16028,26479,10176,6510,14398,10796,28706,3191,26861,82,32019,4973,17622,6096,6898,3254,22799,8634,32114,24717,2123,1680,25948,1533,18483,27769,24150,13913,28750,25081,17558,25672,4380,15851,20038,31411,273,29013,19281,17566,26817,21893,24977,4603,4312,11159,1552,28606,13690,25508,7012,13599,19674,22183,1441,28460,1748,31800,24451,8121,30742,25534,23436,27228,19004,30367,32612,27684,1116,1669,18900,32126,10768,27115,24293,573,18258,9253,1585,22439,11129,3413,21776,12564,29693,5551,10988,5813,17324,5550,8221,28628,22009,15198,5707,28058,16603,1317,14440,25441,22570,25736,14932,15966,32696,11888,4523,15311,18408,30419,14821,6651,7611,18993,32346,5196,15298,30696,7144,3058,5588,11715,28163,10735,4361,816,1515,24779,6408,25853,23100,11757,29663,15993,6808,367,21429,30706,32292,3017,19809,7570,7889,29673,30485]",,,,,,,true
W4,0.3,0.5,0.2,CWE-327,19,28,140,1313,16897,0.887563169003,"[16897,2068,151,23814,23042,12068,28732,1913,5923,5895]","[16897,2068,151,23814,23042,12068,28732,1913,5923,5895,13827,29026,6551,13091,17961,19483,21184,31623,14842,10854,10724,3571,31126,78,2495,20571,15849,26893,19008,10777,17354,20332,11418,11462,11003,2798,18279,6510,20442,20564,26479,9406,29810,26861,6273,4973,17622,29383,18037,10176,19738,22799,5540,1680,28706,3191,1586,1533,10194,2287,82,32019,20937,12186,29022,6898,16028,28608,24150,14398,10796,25672,15851,8634,29013,17566,26817,32114,21893,2123,3674,27769,6096,3254,13599,25948,24451,28750,8121,17558,25081,1552,27228,4380,24977,1669,24717,16192,20038,18900,32126,11159,10768,27115,19281,28606,31411,1748,24293,1585,25508,29693,19674,5551,5813,4603,22183,17324,28460,573,13913,1441,19004,273,25534,28628,27684,15198,5707,28058,16603,23436,32612,25441,22570,8221,25736,14932,11129,1515,18483,30742,4523,7012,18408,18258,30419,14821,10988,6651,30367,7611,12564,18993,32346,11888,31800,5196,1317,30696,7144,23100,21776,3058,13690,5550,11715,28163,4361,24779,6408,15298,25853,3413,11757,29663,15311,16599,22009,15966,21429,30706,32292,3017,19809,22439,7570,9253,4784,30485,30989,15089,30126,18729,8198,12908,9934,6808,30942,7186]",,,,,,,true
W5,0.4,0.3,0.3,CWE-327,19,28,140,1313,16897,0.648395061493,"[16897,2068,23042,151,23814,1913,12068,28732,5923,13827]","[16897,2068,23042,151,23814,1913,12068,28732,5923,13827,29026,5895,13091,6551,17961,19483,14842,21184,31623,10854,31126,3571,19738,15849,78,11462,10724,12186,6273,2287,19008,10777,2798,20571,29810,2495,11418,20564,20332,18279,11003,26893,9406,20442,10194,5540,20937,17354,29383,3674,29022,28608,18037,16028,1586,26479,10176,6510,14398,10796,28706,26861,3191,82,32019,4973,16192,17622,6096,6898,22799,3254,2123,1680,32114,8634,24717,25948,1533,27769,24150,25081,28750,25672,13913,4380,15851,17558,20038,31411,29013,19281,17566,26817,21893,24977,4603,18483,1552,273,11159,28606,25508,13599,19674,1441,22183,28460,1748,13690,24451,7012,8121,25534,19004,30742,27228,30367,27684,1669,18900,23436,4312,32612,32126,31800,10768,27115,24293,573,18258,1585,9253,11129,1116,29693,12564,5551,17324,5550,3413,5813,21776,10988,8221,28628,22009,22439,15198,5707,28058,16603,1317,25441,22570,25736,14932,15311,15966,11888,4523,18408,30419,32696,14821,6651,7611,18993,32346,5196,15298,30696,7144,3058,11715,28163,4361,1515,24779,6408,25853,10735,23100,11757,5588,29663,14440,15993,6808,21429,30706,32292,3017,19809,816,7570,29673,367,30485,30989]",,,,,,,true
W1,0.4,0.4,0.2,CWE-89,19,7,35,1334,23042,1.37282049656,"[23042,12186,11462,151,31800,19738,555,14270,13091,15849]","[23042,12186,11462,151,31800,19738,555,14270,13091,15849,14587,29026,14739,12040,29439,6157,10988,2287,2068,11000,23695,25948,12404,10268,28564,12906,16897,759,20459,24451,26847,19483,26893,31126,8079,23583,3571,8768,28864,7705,5588,15298,16599,16192,14595,21034,7777,6510,17474,31956,5461,18077,29486,6932,3674,18900,28732,20816,10176,8222,1209,28485,11914,19008,4702,7369,21570,1151,5403,2977,5808,20208,20332,28482,11003,26452,5850,3169,31295,17961,9406,13690,5540,14105,4409,10796,20465,16210,12350,18483,4868,7698,5445,24293,25258,7955,9253,6483,1913,5118,6273,31623,31232,17566,816,27025,29673,30036,29022,18806,9586,24474,16028,23089,30696,23033,20564,9744,4623,4939,4949,573,14398,1930,7012,8780,29990,18447,23814,4308,31380,9499,3778,32094,20349,3691,15240,13250,16063,6086,10448,6859,16050,13925,15311,17189,11757,6096,5342,27530,21497,5725,29136,23156,25340,14842,24340,27684,18125,12264,28989,12444,4990,16675,9659,5923,1392,4614,13827,14440,20508,30808,6808,27769,18279,27034,3172,24717,29545,10111,4380,1367,12423,15049,20937,18993,472,13913,4312,806,15946,30742,25229,27826,22755,1748,23436,29385,14097,29810]",,,,,,,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-89,19,7,35,1334,23042,1.27258861065,"[23042,12186,31800,11462,151,19738,14270,13091,555,15849]","[23042,12186,31800,11462,151,19738,14270,13091,555,15849,29026,14587,14739,12040,29439,10988,6157,2287,2068,11000,12404,25948,23695,10268,12906,16897,28564,19483,759,20459,24451,26847,26893,28864,31126,15298,8079,3571,5588,23583,8768,7705,16599,16192,14595,31956,21034,7777,17474,5461,18077,3674,29486,6510,6932,28732,18900,20816,10176,19008,8222,1209,28485,11914,4702,7369,21570,1151,5403,2977,5808,20208,17961,20332,28482,11003,26452,5850,3169,18483,13690,31295,5540,9406,10796,14105,4409,20465,16210,12350,4868,7698,5445,24293,1913,25258,7955,31623,6483,5118,6273,31232,17566,27025,30036,29022,9253,816,9586,24474,16028,23089,30696,23033,29673,18806,20564,9744,4939,4949,14398,1930,7012,29990,18447,4308,31380,9499,573,3778,32094,8780,20349,3691,15240,4623,13250,23814,6086,10448,6859,16050,13925,17189,6096,5342,27530,21497,5725,29136,16063,23156,25340,15311,11757,24340,27684,14842,18125,28989,12264,4990,9659,5923,12444,13827,20508,4614,14440,1392,16675,30808,27769,27034,3172,29545,6808,18279,24717,4312,20937,10111,4380,1367,13913,15049,18993,12423,1748,806,472,15946,30742,29810,23436,3413,14097,6551,7889,27826]",,,,,,,true
W3,0.5,0.3,0.2,CWE-89,19,7,35,1334,23042,1.22818672657,"[23042,12186,151,11462,31800,19738,13091,14270,15849,555]","[23042,12186,151,11462,31800,19738,13091,14270,15849,555,29026,2287,2068,16897,14587,14739,12040,10988,29439,6157,19483,12404,12906,25948,11000,10268,23695,28564,31126,759,20459,24451,26847,28864,15298,26893,5588,3571,8079,23583,8768,31956,7705,16599,16192,14595,21034,7777,17961,17474,5461,18077,3674,29486,28732,6932,18900,20816,6510,10176,19008,6273,8222,1209,28485,11914,4702,7369,1913,21570,1151,5403,2977,5808,20208,20332,28482,11003,26452,5850,13690,3169,18483,5540,31295,10796,9406,31623,14105,4409,20465,16210,12350,4868,7698,5445,24293,25258,7955,6483,5118,31232,17566,27025,30036,29022,29673,18806,9586,24474,16028,23089,30696,23033,20564,816,9744,4939,4949,9253,14398,1930,7012,29990,18447,573,4308,8780,31380,9499,3778,32094,14842,20349,3691,15240,5923,13250,6086,10448,16063,6859,16050,13925,17189,6096,5342,27530,21497,5725,15311,29136,14440,23156,4623,25340,23814,24340,11757,27684,28989,18125,4990,13827,9659,20937,30808,27769,12264,18279,12444,27034,4614,3172,20508,4312,1392,29545,16675,6808,24717,806,15946,30742,1748,13913,29810,10111,6551,18993,4380,1367,3413,15049,11888,472,12423,23436,14097,7889]",,,,,,,true
W4,0.3,0.5,0.2,CWE-89,19,7,35,1334,23042,1.51745414734,"[23042,12186,11462,31800,151,555,19738,14270,15849,13091]","[23042,12186,11462,31800,151,555,19738,14270,15849,13091,14587,14739,12040,29439,6157,29026,11000,10988,23695,28564,759,10268,20459,25948,24451,26847,2287,12404,2068,26893,12906,8079,23583,8768,3571,19483,7705,16599,6510,16192,31126,14595,28864,5588,21034,7777,17474,16897,15298,5461,18077,29486,6932,18900,20816,10176,31956,3674,28732,8222,1209,28485,11914,4702,7369,21570,1151,19008,5403,2977,5808,20208,20332,28482,11003,26452,5850,3169,31295,9406,13690,14105,4409,5540,20465,16210,12350,10796,4868,9253,7698,5445,24293,25258,7955,18483,6483,816,5118,31232,17566,4623,23814,29673,18806,27025,30036,29022,17961,9586,24474,16028,23089,30696,23033,20564,573,9744,4939,4949,8780,14398,1930,7012,29990,18447,4308,31380,31623,9499,3778,32094,11757,20349,3691,15240,16063,13250,6086,15311,10448,18125,12264,6859,16050,13925,17189,6096,5342,27530,21497,5725,29136,27684,23156,25340,24340,1913,14842,16675,12444,6273,1392,28989,4990,9659,12423,6808,10111,4614,4380,1367,24717,20508,15049,30808,18279,29545,27769,13827,472,27034,3172,25229,18993,29385,27826,22755,5923,3254,13913,31250,23436,3966,3041,14440,14097,32012,25467,1441]",,,,,,,true
W5,0.4,0.3,0.3,CWE-89,19,7,35,1334,23042,1.22532975674,"[23042,12186,151,31800,11462,19738,13091,14270,555,15849]","[23042,12186,151,31800,11462,19738,13091,14270,555,15849,29026,14587,2287,2068,14739,12040,10988,29439,16897,6157,12404,25948,11000,19483,12906,10268,23695,28564,759,20459,24451,26847,28864,31126,15298,26893,5588,3571,8079,23583,8768,31956,7705,16599,16192,14595,21034,7777,17474,3674,5461,18077,29486,28732,6932,17961,18900,20816,6510,10176,19008,8222,1209,28485,11914,4702,7369,21570,1151,5403,2977,5808,20208,18483,20332,1913,28482,11003,26452,5850,13690,3169,5540,6273,31295,10796,9406,14105,4409,20465,16210,12350,31623,4868,7698,5445,24293,25258,7955,6483,5118,31232,17566,27025,30036,29022,9586,24474,16028,23089,30696,23033,29673,18806,20564,816,9744,4939,4949,9253,14398,1930,7012,29990,18447,4308,31380,9499,573,3778,32094,8780,20349,3691,15240,13250,6086,10448,6859,16050,13925,17189,6096,5342,27530,21497,5725,29136,16063,23156,4623,25340,15311,23814,14842,24340,11757,27684,5923,14440,18125,28989,4990,13827,9659,20508,12264,12444,30808,4614,27769,27034,3172,4312,20937,1392,18279,29545,16675,6808,24717,13913,1748,806,10111,15946,30742,18993,29810,4380,1367,15049,3413,6551,472,12423,23436,14097,11888,7889]",,,,,,,true
