weight_id,histogram_weight,mean_difference_weight,ks_weight,cwe,layer,n_unsafe,n_safe_used,n_safe_before_balance,top1_feature,top1_score,top10_features,top200_features,frozen_bstar_feature,frozen_bstar_rank,frozen_bstar_rank_change_from_w1,frozen_bstar_top10,frozen_bstar_top200,frozen_bstar_in_saved_candidate_set,diagnostic_only
W1,0.4,0.4,0.2,CWE-79,16,79,79,79,14376,0.131233170629,"[14376,9816,19743,12360,29862,6986,17101,11737,3791,22892]","[14376,9816,19743,12360,29862,6986,17101,11737,3791,22892,16339,2917,9287,25355,26282,21413,22720,30935,10758,23752,24130,8167,2117,25373,16892,15593,13589,30705,9416,9342,31038,8543,30079,16817,9465,15437,21803,10773,19741,22230,15432,24755,17628,2960,12955,1710,1951,18064,27348,5034,20619,7904,17453,25471,8996,3198,5951,170,30778,2409,11326,20704,26213,31312,14143,14521,8911,11877,2310,19587,16158,1882,6695,1557,26674,5298,29437,6312,3722,18336,11716,5470,9979,8754,22880,18021,7177,4106,1334,32013,29189,30752,4950,7620,11139,686,16136,17552,10331,22269,29237,8381,22441,11040,12779,22288,11595,3999,17876,828,26129,2752,26332,6073,27319,27941,12908,28783,14035,14849,20228,17961,23260,19342,2580,22673,8006,14637,26214,32695,23966,1405,12486,6818,15540,30950,6632,23348,29657,17667,5523,18405,27135,16709,21335,23656,26398,2812,2256,1822,17989,23100,1218,30574,27000,17226,11630,8392,26274,25905,3607,24389,8407,18020,328,10922,4735,3845,10357,28683,22314,895,18087,7943,24810,17004,22386,10281,30173,28022,15342,14277,14589,20800,3210,14522,12757,3537,13841,11322,23996,24837,10417,676,9261,22484,27399,32717,9355,25021]",9816,2,0,true,true,true,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-79,16,79,79,79,14376,0.119909510016,"[14376,9816,19743,29862,6986,12360,17101,22892,3791,16339]","[14376,9816,19743,29862,6986,12360,17101,22892,3791,16339,2917,9287,11737,25355,22720,26282,10758,21413,30935,25373,16892,24130,8167,2117,23752,15593,13589,9342,9416,30705,31038,30079,16817,9465,8543,1710,15437,22230,15432,17628,2960,12955,1951,21803,10773,19741,5034,24755,18064,27348,3198,5951,20619,11326,7904,14521,17453,25471,11877,8996,2310,170,30778,16158,2409,20704,26213,31312,14143,6695,8911,26674,6312,19587,3722,1882,11716,5470,9979,22880,1557,5298,29437,7177,18336,30752,686,16136,10331,8381,8754,18021,3999,4106,1334,32013,29189,828,4950,7620,11139,17552,22269,29237,22441,11040,12779,22288,11595,17876,26129,2752,23966,26332,6073,27319,27941,12908,28783,27135,14035,14849,20228,17961,23260,19342,2580,22673,8006,14637,26214,32695,1405,12486,26274,24389,6818,15540,30950,6632,4735,23348,29657,17667,5523,18405,16709,21335,23656,17004,26398,2812,2256,1822,17989,23100,1218,30574,27000,17226,11630,8392,25905,3607,8407,18020,23996,328,10922,3845,10357,28683,22314,895,18087,7943,24810,22386,10281,30173,28022,15342,14277,14589,20800,3210,14522,12757,3537,13841,11322,24837,10417,676,9261,22484,27399,32717,9355,25021]",9816,2,0,true,true,true,true
W3,0.5,0.3,0.2,CWE-79,16,79,79,79,14376,0.116779319942,"[14376,9816,19743,6986,29862,9287,22892,10758,12360,3791]","[14376,9816,19743,6986,29862,9287,22892,10758,12360,3791,16339,2917,17101,22720,25355,11737,9342,26282,25373,30935,21413,16892,24130,8167,2117,15593,23752,1710,9416,13589,9465,6312,30705,1951,30079,16817,15437,31038,22230,15432,8543,17628,2960,12955,5034,21803,10773,19741,24755,3198,5951,11326,18064,27348,14521,20619,11877,2310,7904,16158,17453,25471,8996,6695,170,30778,26674,2409,20704,3722,26213,1334,31312,14143,8381,11716,8911,5470,9979,19587,22880,11595,7177,1882,30752,686,1557,16136,10331,5298,29437,11139,18336,3999,828,8754,18021,4106,32013,29189,4950,7620,17552,22269,29237,22441,11040,20228,23966,1218,12779,22288,17876,26129,27135,2752,26332,23996,6073,27319,27941,12908,24389,28783,14035,14849,17961,4735,23260,19342,8392,2580,22673,8006,14637,26214,32695,1405,12486,10357,17004,6818,15540,30950,6632,23348,29657,17667,5523,18405,28022,16709,21335,23656,26274,26398,2812,2256,1822,17989,23100,30574,27000,17226,11630,25905,3607,21388,8407,18020,328,10922,3845,15844,28683,22314,895,18087,15386,21701,7943,24810,22386,10281,30173,15342,29799,14277,14589,20800,3210,14522,12757,3537,13841,11322,24837,10417,676,9261]",9816,2,0,true,true,true,true
W4,0.3,0.5,0.2,CWE-79,16,79,79,79,14376,0.145687043667,"[14376,9816,19743,12360,11737,17101,29862,3791,21413,16339]","[14376,9816,19743,12360,11737,17101,29862,3791,21413,16339,2917,6986,25355,26282,22892,30935,23752,9287,22720,24130,8167,2117,15593,30705,13589,16892,25373,31038,8543,10758,9416,21803,10773,19741,24755,30079,16817,15437,18064,27348,22230,20619,15432,7904,17628,2960,12955,17453,25471,8996,5034,170,30778,2409,9465,20704,26213,1951,31312,14143,8911,3198,9342,19587,5951,11326,1882,14521,1557,11877,2310,5298,29437,18336,16158,1710,6695,8754,18021,26674,3722,4106,32013,29189,4950,7620,11716,17552,5470,9979,22269,29237,22441,11040,22880,12779,22288,7177,11139,17876,30752,26129,2752,686,16136,10331,26332,6073,27319,1334,27941,12908,28783,14035,14849,3999,17961,23260,19342,2580,22673,828,8006,14637,26214,32695,8381,1405,12486,11595,6818,15540,30950,6632,23348,29657,17667,20228,5523,18405,16709,21335,23656,6312,26398,2812,2256,1822,17989,23100,23966,30574,27000,17226,11630,25905,3607,8407,18020,328,26274,10922,3845,28683,27135,22314,895,18087,7943,24810,22386,10281,30173,8392,15342,14277,14589,20800,3210,14522,24389,12757,3537,13841,11322,10357,24837,10417,676,9261,22484,27399,32717,9355,4735,25021,16310,31247,5320,27595]",9816,2,0,true,true,true,true
W5,0.4,0.3,0.3,CWE-79,16,79,79,79,14376,0.11551348865,"[14376,9816,19743,6986,29862,22892,9287,12360,3791,17101]","[14376,9816,19743,6986,29862,22892,9287,12360,3791,17101,16339,2917,10758,25355,22720,11737,26282,25373,30935,21413,9342,16892,24130,8167,2117,15593,23752,13589,9416,1710,9465,30705,30079,16817,15437,31038,22230,1951,15432,8543,17628,2960,12955,5034,6312,21803,10773,19741,24755,3198,5951,11326,18064,27348,14521,20619,11877,2310,7904,16158,17453,25471,8996,6695,170,30778,26674,2409,20704,3722,26213,31312,14143,11716,8911,5470,9979,19587,22880,8381,7177,1882,30752,686,1557,16136,1334,10331,5298,29437,18336,3999,828,11595,11139,8754,18021,4106,32013,29189,4950,7620,17552,22269,29237,22441,11040,23966,12779,22288,17876,26129,27135,2752,20228,26332,6073,27319,27941,12908,24389,28783,14035,14849,1218,17961,4735,23260,19342,2580,22673,23996,8006,14637,26214,32695,1405,12486,26274,17004,6818,15540,30950,6632,8392,23348,29657,17667,5523,18405,16709,21335,23656,10357,26398,2812,2256,1822,17989,23100,30574,27000,17226,11630,25905,3607,8407,18020,28022,328,10922,3845,28683,22314,895,18087,7943,24810,21388,22386,10281,30173,15342,14277,14589,20800,3210,14522,12757,3537,15844,13841,11322,15386,21701,24837,10417,676,9261,22484]",9816,2,0,true,true,true,true
W1,0.4,0.4,0.2,CWE-125,16,76,76,76,3791,0.18017962575,"[3791,19743,6986,1218,17876,6312,11625,1334,10758,11877]","[3791,19743,6986,1218,17876,6312,11625,1334,10758,11877,9287,2917,14273,8526,4424,8381,15639,17026,11466,29799,25784,26199,16761,25697,9820,14739,160,28446,21901,25902,13697,9342,3991,11926,15920,10017,5294,17065,228,24468,6732,24130,15617,2167,4910,1023,30752,31500,25280,24964,10895,29862,16339,11139,190,25611,18857,7177,6219,25262,10281,17228,10374,6093,4465,22288,18725,11630,26550,6599,16892,24959,18936,3497,1951,10025,5453,25185,16656,11635,26373,14376,2246,29656,22279,21982,40,1040,30339,24333,9816,7328,27435,25021,18089,22402,32130,26213,958,26103,23752,4234,16371,22893,30510,26205,23624,26274,30728,28170,13382,32704,25067,0,22720,31632,9647,20259,28202,9794,5721,25627,3274,4735,8845,24183,12340,26704,6610,12883,15096,2011,26059,10357,3888,22230,26419,24445,4975,24044,28306,21830,14889,448,29659,23278,8488,31441,7839,12126,18464,12751,15693,18545,20272,4950,24498,30511,6975,21330,1320,32049,31118,1710,9845,18483,15183,15955,8990,17628,24379,2270,22205,1053,9465,11716,14189,27540,11595,26121,26334,9437,20070,4961,32266,7775,7916,4469,1111,16105,21892,9643,31541,22104,26138,8679,23845,23422,32552,8076]",,,,,,,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-125,16,76,76,76,3791,0.165500566363,"[3791,19743,6986,1218,17876,6312,11625,1334,10758,11877]","[3791,19743,6986,1218,17876,6312,11625,1334,10758,11877,9287,2917,8526,14273,8381,15639,29799,4424,25784,26199,11466,17026,25697,9820,14739,16761,160,9342,3991,21901,228,25902,11926,28446,15920,5294,13697,24468,24130,10017,17065,30752,25280,6732,16339,2167,10281,6093,1023,11139,31500,24964,18857,29862,15617,24959,25262,4910,22288,11630,190,10895,26550,7177,6219,10374,4465,25611,6599,16892,17228,16656,11635,18725,21982,1951,10025,25185,9816,7328,18936,26373,14376,29656,22279,40,3497,1040,5453,27435,2246,22402,30339,4234,24333,25021,18089,30510,26205,23624,26274,32130,26213,958,26103,28170,13382,23752,32704,16371,22720,4735,22893,30728,25067,0,28306,31632,8845,24183,12340,26704,6610,12883,9647,20259,28202,3888,9794,5721,9465,4950,22230,25627,4975,3274,29659,15096,2011,26059,7839,10357,18464,15693,20272,6975,26419,24445,31118,24044,21830,14889,1710,448,23278,15183,8488,31441,12126,17628,12751,24379,18545,11716,24498,27540,30511,11595,21330,1320,32049,4961,32266,7775,1111,9845,18483,21892,9643,15955,8990,22104,2270,22205,1053,23422,14189,8076,2705,26121,5034,26334,9437,20070,7916,24613,4469,16105,31541,26138]",,,,,,,true
W3,0.5,0.3,0.2,CWE-125,16,76,76,76,3791,0.16079261899,"[3791,6986,19743,17876,1218,6312,1334,9287,11625,10758]","[3791,6986,19743,17876,1218,6312,1334,9287,11625,10758,11877,2917,8381,8526,15639,29799,14273,9342,25784,4424,26199,14739,11466,25697,9820,17026,160,16761,228,3991,6093,16339,11926,21901,15920,25902,5294,10281,24468,24130,28446,30752,18857,10017,25280,13697,17065,29862,22288,6732,11139,2167,26373,1023,31500,24964,11630,24959,26550,16656,15617,190,25262,7177,4910,6219,9816,10374,4465,10895,11635,6599,16892,14376,22720,25611,7328,17228,1951,10025,26274,25185,18725,21982,29656,22279,40,1040,9465,18936,27435,3497,22402,5453,4234,2246,22230,30510,26205,23624,4735,30339,24333,15955,25021,4950,18089,28170,13382,32704,32130,26213,958,26103,1710,23752,16371,22893,8845,11716,24183,12340,26704,6610,12883,30728,25067,0,3888,28306,31632,4975,9647,20259,28202,29659,5034,9794,5721,7839,11595,25627,18464,15693,3274,20272,6975,15096,2011,26059,31118,18545,1320,10357,15183,26419,24445,17628,24379,24044,21830,14889,448,27540,23278,8488,22205,4961,32266,7775,31441,1111,12126,12751,21892,9643,24498,30511,22104,21330,32049,23422,8076,9845,2705,18483,24613,8990,13716,2270,1053,14189,26121,26334,9437,20070,7916,4469,16105,26585]",,,,,,,true
W4,0.3,0.5,0.2,CWE-125,16,76,76,76,3791,0.199566632509,"[3791,19743,6986,1218,17876,11625,6312,1334,14273,10758]","[3791,19743,6986,1218,17876,11625,6312,1334,14273,10758,11877,2917,8526,4424,9287,17026,16761,11466,15639,26199,8381,28446,25784,25697,13697,9820,21901,29799,160,25902,14739,3991,15617,10017,4910,17065,11926,6732,10895,15920,5294,2167,1023,24468,31500,25611,24964,24130,17228,228,30752,18725,29862,25280,190,7177,9342,6219,25262,10374,18936,4465,11139,6599,3497,16892,5453,16339,2246,11630,18857,26550,30339,1951,10025,24333,25185,24959,25021,22288,18089,29656,22279,40,32130,26213,21982,958,1040,10281,26103,23752,16371,27435,14376,11635,22893,22402,6093,30728,16656,4234,25067,0,7328,31632,30510,26205,9647,23624,20259,28202,26373,9794,5721,9816,28170,13382,32704,25627,3274,15096,2011,26059,10357,26419,24445,24044,21830,14889,8845,448,24183,12340,26274,23278,26704,6610,12883,8488,31441,12126,12751,3888,24498,30511,21330,32049,4975,4735,29659,9845,18483,28306,22720,8990,7839,18545,18464,15693,1320,2270,1053,20272,14189,6975,26121,26334,31118,9437,20070,7916,4469,16105,15183,22230,31541,22205,17628,26138,24379,8679,23845,32552,27540,20781,9983,26663,4961,32266,7775,4188,22839,19078,1111,21892,9643,21080,13435,22104]",,,,,,,true
W5,0.4,0.3,0.3,CWE-125,16,76,76,76,3791,0.159476831555,"[3791,19743,6986,17876,1218,6312,11625,1334,9287,10758]","[3791,19743,6986,17876,1218,6312,11625,1334,9287,10758,11877,2917,8526,8381,15639,29799,14273,25784,4424,9342,26199,11466,25697,14739,9820,17026,160,16761,228,3991,11926,21901,15920,25902,5294,6093,16339,24468,24130,10281,28446,30752,10017,25280,13697,17065,18857,6732,11139,2167,29862,22288,24959,1023,31500,24964,11630,25262,26550,15617,190,7177,4910,16656,6219,10374,4465,26373,10895,11635,6599,16892,9816,25611,7328,21982,14376,17228,1951,10025,25185,18725,29656,22279,40,1040,18936,22720,27435,3497,26274,22402,5453,4234,2246,9465,30510,26205,23624,4735,30339,24333,25021,18089,28170,13382,32704,32130,26213,958,26103,4950,22230,23752,16371,22893,28306,8845,24183,12340,26704,6610,12883,30728,25067,0,3888,31632,1710,4975,9647,20259,28202,29659,9794,5721,15955,11716,7839,25627,18464,15693,3274,20272,6975,15096,2011,26059,31118,11595,10357,15183,26419,24445,5034,17628,24379,24044,18545,21830,14889,448,27540,23278,1320,8488,4961,32266,7775,31441,1111,12126,12751,21892,9643,24498,30511,22104,21330,32049,22205,23422,8076,9845,2705,18483,24613,8990,2270,1053,14189,26121,26334,9437,20070,7916,4469,16105,26585,13716]",,,,,,,true
W1,0.4,0.4,0.2,CWE-787,16,65,65,65,6986,0.175947383046,"[6986,6093,14376,9768,22720,5034,9820,27215,11907,1218]","[6986,6093,14376,9768,22720,5034,9820,27215,11907,1218,16587,22288,22206,1320,10758,11595,29960,17625,12060,19743,24815,11756,14034,22493,1334,25717,23335,14666,9416,19933,15432,9342,16892,18805,5951,21415,24157,2917,7839,22137,32691,4163,329,16828,22892,25550,14671,32586,19806,28022,22135,17395,3678,8137,10281,2580,13716,12955,26732,15897,228,3785,22389,3944,26709,3030,2412,31203,14521,18369,22678,10199,27091,14739,5294,13103,21024,21602,14124,18239,17987,11926,497,29862,8180,13416,28644,11916,448,9487,15068,24632,9653,31225,4950,12333,11326,9465,29799,10226,23757,10084,1547,31500,26413,26296,7595,29437,20678,4028,9647,23573,20652,16225,25697,25185,17180,25186,12438,12207,1940,1710,1933,11830,29094,16174,18128,6835,19408,16817,9102,16376,9117,24130,19011,992,18985,24389,20251,2573,2961,27541,5064,27337,21817,2905,31312,10982,20103,11343,13778,14637,28027,28672,9287,5217,28896,13242,3364,17065,0,30016,26674,1146,4511,4652,29396,11080,28929,28430,15437,26214,32330,9485,23498,28530,20246,11735,22194,12812,15161,29848,8809,3668,15263,15572,4356,20259,32319,20272,30988,7949,19976,2546,20261,15268,7367,21901,2705,25585]",,,,,,,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-787,16,65,65,65,6986,0.156879231334,"[6986,14376,6093,9768,22720,5034,9820,27215,11907,22288]","[6986,14376,6093,9768,22720,5034,9820,27215,11907,22288,1218,16587,10758,11595,1320,19743,17625,22206,1334,29960,25717,24815,12060,9416,14034,22493,23335,14666,19933,11756,15432,9342,16892,18805,5951,2917,7839,21415,24157,22137,4163,329,22892,28022,12955,17395,32691,3678,10281,16828,25550,14671,32586,19806,22135,228,3785,8137,22389,3944,2580,26709,14521,18369,22678,13716,26732,14739,15897,21024,21602,3030,2412,31203,11926,10199,29862,27091,5294,13103,8180,28644,14124,18239,17987,497,29799,13416,11916,448,9487,15068,24632,9653,31225,4950,12333,11326,9465,10226,23757,1710,10084,1547,31500,26413,26296,7595,29437,20678,4028,9647,23573,16817,20652,16225,25697,25185,17180,25186,12438,12207,1940,1933,11830,29094,16174,18128,6835,9287,19408,9102,16376,9117,24130,19011,992,18985,24389,20251,2573,2961,15437,27541,5064,27337,21817,2905,31312,10982,20103,11343,13778,14637,28027,28672,5217,28896,13242,3364,17065,0,30016,26674,1146,4511,4652,29396,11080,28929,28430,26214,32330,9485,23498,28530,20246,11735,22194,12812,15161,29848,8809,3668,15263,15572,4356,20259,32319,20272,30988,7949,19976,2546,20261,15268,7367,21901,2705,25585]",,,,,,,true
W3,0.5,0.3,0.2,CWE-787,16,65,65,65,6986,0.153499007225,"[6986,14376,6093,9768,5034,22720,9820,27215,22288,11907]","[6986,14376,6093,9768,5034,22720,9820,27215,22288,11907,10758,11595,1218,25717,16587,17625,1334,1320,19743,22206,2917,9416,24815,29960,14034,9342,22493,12060,23335,14666,19933,15432,16892,11756,22892,18805,5951,7839,28022,21415,24157,22137,4163,329,17395,3678,10281,12955,8137,32691,16828,25550,228,3785,14671,22389,32586,3944,19806,26709,22135,14521,18369,22678,9465,14739,2580,13716,21024,21602,11926,26732,29862,15897,3030,2412,31203,8180,28644,10199,27091,5294,13103,1710,9287,29799,14124,18239,17987,497,13416,11916,448,9487,15068,24632,9653,31225,1940,4950,12333,11326,16817,10226,23757,10084,1547,31500,26413,26296,7595,29437,20678,24130,4028,9647,23573,24389,20652,16225,25697,25185,17180,25186,12438,12207,1933,11830,29094,16174,18128,6835,19408,9102,16376,9117,19011,992,18985,6312,20251,2573,2961,27541,5064,27337,21817,2905,31312,10982,20103,11343,13778,14637,28027,28672,5217,28896,13242,3364,17065,0,30016,15437,8381,26674,1146,212,4511,4652,29396,11080,28929,28430,26214,32330,9485,23498,28530,20246,11735,22194,12812,15161,29848,8809,3668,15263,15572,4356,20259,32319,20272,30988,7949,18857,19976,2546,20261,15268]",,,,,,,true
W4,0.3,0.5,0.2,CWE-787,16,65,65,65,6986,0.198395758867,"[6986,6093,14376,9768,22720,5034,9820,27215,11907,16587]","[6986,6093,14376,9768,22720,5034,9820,27215,11907,16587,1218,22206,22288,29960,1320,12060,11756,10758,24815,11595,17625,14034,22493,23335,19743,14666,19933,21415,24157,15432,16892,22137,9416,18805,5951,1334,9342,7839,25717,32691,16828,25550,14671,32586,19806,22135,4163,329,2580,13716,2917,26732,8137,17395,15897,3678,10281,3030,2412,28022,31203,10199,27091,5294,22892,12955,13103,228,3785,22389,3944,26709,14124,14521,18239,17987,18369,22678,497,14739,13416,11916,21024,21602,448,9487,15068,24632,11926,9653,29862,31225,4950,12333,11326,10226,8180,23757,10084,1547,28644,31500,26413,26296,7595,29437,20678,4028,9647,23573,20652,16225,25697,25185,17180,25186,12438,29799,12207,1933,11830,29094,16174,18128,6835,19408,9102,16376,9117,19011,992,18985,1940,20251,2573,2961,27541,5064,27337,21817,2905,31312,9465,10982,20103,24130,11343,13778,14637,28027,28672,5217,16817,28896,13242,3364,24389,17065,0,30016,26674,1146,1710,4511,4652,29396,11080,28929,28430,26214,32330,9485,23498,28530,20246,11735,22194,15437,12812,15161,29848,8809,3668,15263,15572,4356,20259,32319,20272,30988,7949,19976,2546,20261,15268,7367,21901,2705,25585,627]",,,,,,,true
W5,0.4,0.3,0.3,CWE-787,16,65,65,65,6986,0.150422081351,"[6986,14376,6093,9768,5034,22720,9820,27215,22288,11907]","[6986,14376,6093,9768,5034,22720,9820,27215,22288,11907,1218,10758,11595,19743,16587,17625,25717,1320,1334,22206,9416,24815,29960,14034,22493,12060,23335,2917,14666,9342,19933,15432,16892,11756,18805,5951,7839,22892,21415,24157,28022,22137,4163,329,12955,17395,3678,10281,32691,16828,25550,228,3785,14671,8137,22389,32586,3944,19806,26709,22135,14521,18369,22678,14739,2580,13716,21024,21602,11926,26732,29862,15897,3030,2412,31203,8180,28644,10199,27091,5294,9465,13103,29799,14124,18239,17987,497,1710,13416,11916,448,9487,15068,24632,9653,9287,31225,4950,12333,11326,16817,10226,23757,10084,1547,31500,26413,26296,7595,29437,20678,1940,4028,9647,23573,20652,16225,25697,25185,17180,25186,12438,24130,12207,24389,1933,11830,29094,16174,18128,6835,19408,9102,16376,9117,19011,992,18985,20251,2573,2961,15437,27541,5064,27337,21817,2905,31312,10982,20103,11343,13778,14637,28027,28672,5217,28896,13242,3364,17065,0,30016,26674,1146,4511,4652,29396,11080,28929,28430,26214,32330,9485,23498,28530,20246,11735,22194,6312,12812,15161,29848,8809,3668,15263,15572,8381,212,4356,20259,32319,20272,30988,7949,18857,19976,2546,20261,15268]",,,,,,,true
W1,0.4,0.4,0.2,CWE-190,16,85,85,85,6986,0.326593130827,"[6986,9465,10758,11625,22720,7839,26373,14376,9287,26413]","[6986,9465,10758,11625,22720,7839,26373,14376,9287,26413,27913,22402,9416,6312,5951,4850,10357,5719,25717,24130,26059,24959,13552,8254,25784,18857,9045,18428,19259,17876,11877,14940,22892,9342,32697,26619,1546,13089,21423,19806,30907,1754,1710,2273,3635,8076,6156,28022,15386,16371,17690,9816,5640,28079,21103,8679,9820,22839,3222,17101,22550,24430,6793,10715,7589,2917,18124,4316,5407,16728,13179,19820,3817,6505,21802,6599,3789,12161,5034,5825,1037,2326,24550,18095,23049,31087,1853,5669,26332,3198,3497,4735,26213,31692,25391,17666,30883,26138,8219,22327,20703,4721,29185,8543,241,9979,8839,16926,10551,9085,20744,20955,14849,2022,11595,27532,1334,32721,3607,10226,18022,17395,5523,10303,22138,20746,24187,4991,28360,26098,1218,4199,13168,20227,12767,11926,30289,27047,20589,12190,31670,29799,5355,3722,28710,1023,27655,20977,2519,2812,17625,170,4950,2892,6676,4961,13526,27455,20966,13523,21080,29848,4021,6745,22880,23089,29572,24729,31057,5540,26585,11228,32181,24763,12509,23100,14628,16417,32473,3791,18158,22288,22349,12083,24256,18094,14724,19933,16564,2682,29061,2100,22747,4514,23254,31846,26155,25185,15437,16656]",,,,,,,true
W2,0.333333333333,0.333333333333,0.333333333333,CWE-190,16,85,85,85,6986,0.283925652504,"[6986,9465,10758,11625,22720,7839,26373,14376,9287,9416]","[6986,9465,10758,11625,22720,7839,26373,14376,9287,9416,26413,27913,6312,22402,5951,25717,10357,24130,4850,5719,24959,25784,11877,18857,26059,18428,13552,8254,19259,17876,9342,22892,9045,13089,14940,1710,1546,21423,30907,32697,1754,26619,15386,2273,19806,5640,28079,9820,22839,8076,6156,28022,17690,9816,3635,16371,22550,24430,10715,2917,21103,8679,18124,5034,3222,5407,17101,6793,16728,19820,7589,21802,6599,12161,2326,4316,31087,1853,26332,13179,3198,3817,6505,4735,3789,5825,31692,1037,25391,24550,18095,30883,23049,8219,1334,5669,20703,4721,9979,3497,26213,9085,20955,17666,11595,26138,27532,22327,11926,17395,5523,29185,8543,241,10303,8839,16926,10551,20746,24187,20744,14849,2022,26098,12767,32721,3607,10226,18022,27047,12190,31670,29799,5355,28710,22138,1023,20977,2519,4991,28360,2812,17625,4950,2892,1218,6676,4961,4199,13168,20227,30289,20589,20966,3722,29848,27655,4021,6745,170,22880,24729,5540,13526,27455,14628,16417,3791,22288,22349,13523,12083,21080,19933,2682,29061,4514,15437,16656,23089,29572,31057,26585,11228,32181,24763,12509,23100,30017,2728,32473,30944,18158,24256,20756,3999,18905,8066,18094,14724]",,,,,,,true
W3,0.5,0.3,0.2,CWE-190,16,85,85,85,6986,0.269650757313,"[6986,9465,10758,11625,22720,9287,26373,7839,6312,14376]","[6986,9465,10758,11625,22720,9287,26373,7839,6312,14376,9416,26413,27913,5951,24130,22402,9342,10357,25717,5719,4850,25784,18857,22892,24959,11877,18428,19259,17876,28022,2917,13552,8254,26059,9816,13089,15386,1710,9045,1546,14940,1334,21423,30907,5640,28079,1754,9820,2273,32697,26619,5034,8076,6156,19806,6599,17690,22839,11595,22550,24430,10715,12161,3635,16371,18124,31087,5407,21103,8679,4735,16728,19820,3222,21802,17101,6793,2326,4950,3791,7589,1853,26332,9085,3198,4316,1218,27532,29799,31692,25391,30883,8219,13179,3817,10303,6505,20703,4721,3789,9979,5825,1037,11926,24550,18095,23049,20955,12767,5669,3497,26213,17395,5523,17666,26138,4961,20746,24187,22327,26098,29185,8543,241,8839,16926,27047,12190,10551,9144,31670,5355,20744,29862,14849,2022,28710,1023,20977,2519,32721,3607,2812,17625,10226,18022,2892,22138,19933,20966,26274,4991,28360,29848,16656,4199,13168,20227,4021,6745,30289,20589,22880,24729,5540,3722,14628,16417,27655,6676,22288,26585,22349,12083,170,2682,29061,13526,4514,27455,15437,13523,1940,21080,30017,6093,2728,30944,6129,20756,3999,18905,27000,8066,23089,29572,31057,11228,32181,24763]",,,,,,,true
W4,0.3,0.5,0.2,CWE-190,16,85,85,85,6986,0.383535534143,"[6986,9465,10758,11625,22720,7839,26373,14376,26413,22402]","[6986,9465,10758,11625,22720,7839,26373,14376,26413,22402,27913,4850,9416,9287,26059,10357,5951,5719,25717,9045,13552,8254,14940,24959,6312,24130,32697,18428,26619,19259,25784,17876,19806,18857,1546,11877,21423,30907,1754,3635,16371,13089,2273,22892,21103,8679,1710,8076,3222,6156,17101,6793,17690,7589,22839,4316,22550,24430,5640,28079,10715,13179,3817,6505,9342,3789,15386,18124,9820,5825,1037,24550,18095,5407,23049,5669,16728,19820,3497,21802,26213,9816,2326,17666,26138,28022,22327,1853,26332,29185,8543,3198,241,8839,16926,12161,10551,20744,14849,2022,31692,25391,31087,30883,8219,32721,20703,3607,6599,4721,10226,18022,4735,9979,22138,5034,4991,20955,28360,4199,13168,20227,30289,20589,17395,5523,3722,9085,2917,27655,20746,24187,27532,170,26098,13526,6676,27455,27047,10303,12190,31670,5355,13523,28710,21080,1023,20977,2519,2812,17625,12767,2892,23089,29572,31057,11228,32181,24763,12509,23100,11926,20966,32473,11595,18158,1218,24256,18094,14724,16564,29848,4961,2100,22747,4021,23254,26585,6745,31846,26155,25185,22880,29799,24729,5540,28256,6014,4231,14628,16417,4068,29618,23516,22288,22349,12083,14183,26160,29380]",,,,,,,true
W5,0.4,0.3,0.3,CWE-190,16,85,85,85,6986,0.266121327877,"[6986,9465,10758,11625,22720,26373,7839,9287,14376,6312]","[6986,9465,10758,11625,22720,26373,7839,9287,14376,6312,9416,26413,27913,5951,24130,22402,25717,10357,5719,4850,9342,24959,25784,11877,18857,22892,18428,19259,17876,13552,8254,26059,13089,1710,9045,28022,15386,1546,14940,2917,21423,9816,30907,5640,28079,1754,9820,2273,32697,26619,22839,8076,6156,19806,17690,5034,1334,22550,24430,6599,10715,3635,16371,18124,5407,12161,21103,8679,16728,19820,31087,3222,21802,17101,6793,4735,2326,11595,7589,1853,26332,3198,4316,31692,25391,30883,9085,8219,13179,3817,6505,20703,4721,3789,27532,9979,5825,1037,11926,24550,18095,23049,20955,10303,5669,4950,29799,3497,26213,17395,5523,12767,17666,26138,1218,3791,20746,24187,22327,26098,29185,8543,241,8839,16926,27047,12190,10551,4961,31670,5355,20744,14849,2022,28710,1023,20977,2519,32721,3607,2812,17625,10226,18022,2892,22138,20966,4991,28360,29848,9144,6676,4199,13168,20227,29862,4021,6745,30289,19933,20589,22880,24729,5540,3722,14628,16417,27655,16656,22288,22349,12083,170,2682,29061,13526,4514,27455,15437,26585,13523,21080,30017,2728,26274,30944,20756,3999,18905,8066,23089,29572,31057,11228,32181,24763,12509,23100,1940,32473]",,,,,,,true
