method,seed,information_tier,disposition,cwe_id,cwe_type,b0_vulnerable_denominator,estimability,repair_count,corrvrr,corrected_vulnerable_count,current_target_finding_count,b0_safe_source_cwe_denominator,corruption_count,corruption_rate,source_population_count,validity_count,validity_rate,strict_empty_count,whitespace_only_count,scanner_skipped_count,generation_failure_count
B*,44,ORACLE_CWE,NEW,CWE-125,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B*,44,ORACLE_CWE,NEW,CWE-787,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B*,44,ORACLE_CWE,NEW,CWE-190,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B*,44,ORACLE_CWE,NEW,CWE-476,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B*,44,ORACLE_CWE,NEW,CWE-22,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,9,0,0.000000,10,10,1.000000,0,0,1,0
B*,44,ORACLE_CWE,NEW,CWE-290,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,12,12,1.000000,0,0,12,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-120,DERIVATION,14,ESTIMABLE,12,0.857143,2,5,37,0,0.000000,48,46,0.958333,0,2,2,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-327,DERIVATION,12,ESTIMABLE,3,0.250000,9,10,19,0,0.000000,34,34,1.000000,0,0,14,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-89,DERIVATION,2,EXPLORATORY_DESCRIPTIVE_N_LT_5,0,0.000000,2,0,8,0,0.000000,16,0,0.000000,0,16,16,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-338,EXPLORATORY,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,41,0,0.000000,52,43,0.826923,0,9,20,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-79,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,5,0,0.000000,5,5,1.000000,0,0,0,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-125,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-787,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-190,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-476,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-22,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,9,0,0.000000,10,10,1.000000,0,0,1,0
B3-ungated,42,ORACLE_CWE,SINGLE_SEED,CWE-290,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,12,12,1.000000,0,0,12,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-120,DERIVATION,14,ESTIMABLE,10,0.714286,4,9,37,3,0.081081,48,48,1.000000,0,0,0,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-327,DERIVATION,12,ESTIMABLE,2,0.166667,10,13,19,2,0.105263,34,34,1.000000,0,0,14,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-89,DERIVATION,2,EXPLORATORY_DESCRIPTIVE_N_LT_5,1,0.500000,1,1,8,0,0.000000,16,16,1.000000,0,0,6,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-338,EXPLORATORY,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,41,0,0.000000,52,52,1.000000,0,0,11,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-79,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,5,0,0.000000,5,5,1.000000,0,0,0,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-125,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-787,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-190,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-476,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-22,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,1,9,0,0.000000,10,10,1.000000,0,0,1,0
B1-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-290,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,12,12,1.000000,0,0,12,0
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-120,DERIVATION,14,ESTIMABLE,4,0.285714,10,13,37,4,0.108108,48,38,0.791667,10,0,10,10
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-327,DERIVATION,12,ESTIMABLE,6,0.500000,6,9,19,3,0.157895,34,32,0.941176,2,0,14,2
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-89,DERIVATION,2,EXPLORATORY_DESCRIPTIVE_N_LT_5,1,0.500000,1,1,8,0,0.000000,16,10,0.625000,6,0,10,6
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-338,EXPLORATORY,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,41,1,0.024390,52,39,0.750000,13,0,21,13
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-79,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,1,5,1,0.200000,5,3,0.600000,2,0,2,2
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-125,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-787,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-190,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-476,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-22,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,9,0,0.000000,10,5,0.500000,5,0,5,5
RCI-1,42,METADATA_FREE,SINGLE_SEED,CWE-290,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,12,9,0.750000,3,0,12,3
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-120,DERIVATION,14,ESTIMABLE,3,0.214286,11,13,37,1,0.027027,48,48,1.000000,0,0,0,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-327,DERIVATION,12,ESTIMABLE,0,0.000000,12,16,19,4,0.210526,34,34,1.000000,0,0,14,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-89,DERIVATION,2,EXPLORATORY_DESCRIPTIVE_N_LT_5,1,0.500000,1,1,8,0,0.000000,16,16,1.000000,0,0,6,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-338,EXPLORATORY,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,2,41,0,0.000000,52,52,1.000000,0,0,11,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-79,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,5,0,0.000000,5,5,1.000000,0,0,0,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-125,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-787,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-190,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-476,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-22,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,9,0,0.000000,10,10,1.000000,0,0,1,0
CAA-CWE,42,ORACLE_CWE,SINGLE_SEED,CWE-290,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,12,12,1.000000,0,0,12,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-120,DERIVATION,14,ESTIMABLE,8,0.571429,6,10,37,2,0.054054,48,48,1.000000,0,0,0,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-327,DERIVATION,12,ESTIMABLE,1,0.083333,11,18,19,6,0.315789,34,34,1.000000,0,0,14,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-89,DERIVATION,2,EXPLORATORY_DESCRIPTIVE_N_LT_5,0,0.000000,2,2,8,0,0.000000,16,16,1.000000,0,0,6,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-338,EXPLORATORY,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,2,41,0,0.000000,52,52,1.000000,0,0,11,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-79,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,1,5,1,0.200000,5,5,1.000000,0,0,0,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-125,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-787,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-190,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-476,DERIVATION,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,0,0,NOT_ESTIMABLE,0,0,0,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-22,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,9,0,0.000000,10,10,1.000000,0,0,1,0
B3-PG,42,ORACLE_CWE,PRESERVED_REFERENCE,CWE-290,HELDOUT,0,NOT_ESTIMABLE,0,NOT_ESTIMABLE,0,0,0,0,NOT_ESTIMABLE,12,12,1.000000,0,0,12,0
