model_id,model_revision,sae_repository,sae_revision,layer,sae_id,status,hashes_match,model_load,sae_load,hook_calls,explained_variance,fraction_loss_recovered,observed_mean_l0,reconstructed_generated_tokens,peak_allocated_vram_bytes,blocker
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,andyrdt/saes-qwen2.5-7b-instruct,c37e53c4bb07127ad17ab88f28b93d4e87142e59,7,resid_post_layer_7/trainer_0,COMPATIBLE,True,PASS,PASS,3,0.9246329069137573,1.036647653826389,18.0,2,19109209600,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,andyrdt/saes-qwen2.5-7b-instruct,c37e53c4bb07127ad17ab88f28b93d4e87142e59,15,resid_post_layer_15/trainer_0,COMPATIBLE,True,PASS,PASS,3,0.8968615531921387,1.035474720610206,17.90909194946289,2,19109209600,
Qwen/Qwen2.5-7B-Instruct,a09a35458c702b33eeacc393d103063234e8bc28,andyrdt/saes-qwen2.5-7b-instruct,c37e53c4bb07127ad17ab88f28b93d4e87142e59,23,resid_post_layer_23/trainer_0,COMPATIBLE,True,PASS,PASS,3,0.8181582093238831,0.9762042334290152,13.727272987365723,2,19109209600,
