feature_id,layer,cwe_id,rank,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,mean_mag,kept,prune_reason
12657,23,CWE-327,188,0.071,0.0357,0.124,0.0357,0.0,0.0434,0.0,False,freq_unsafe=0.000<0.02; score=0.0710<0.15
5827,23,CWE-327,189,0.0709,0.0357,0.1237,0.0357,0.0357,0.0008,0.1237,False,score=0.0709<0.15
18758,23,CWE-327,190,0.0707,0.0357,0.1232,0.0357,0.0357,0.0038,0.1232,False,score=0.0707<0.15
28582,23,CWE-327,191,0.0705,0.0357,0.1227,0.0357,0.0357,0.0015,0.1227,False,score=0.0705<0.15
1110,23,CWE-327,192,0.0703,0.0357,0.1221,0.0357,0.0357,0.003,0.1221,False,score=0.0703<0.15
1298,23,CWE-327,193,0.0702,0.0357,0.1219,0.0357,0.0,0.0168,0.0,False,freq_unsafe=0.000<0.02; score=0.0702<0.15
4419,23,CWE-327,194,0.0701,0.0357,0.1217,0.0357,0.0357,0.0015,0.1217,False,score=0.0701<0.15
16014,23,CWE-327,195,0.0696,0.0357,0.1204,0.0357,0.0357,0.0008,0.1204,False,score=0.0696<0.15
27183,23,CWE-327,196,0.0694,0.0357,0.1199,0.0357,0.0357,0.0008,0.1199,False,score=0.0694<0.15
2000,23,CWE-327,197,0.0694,0.0714,0.0841,0.0357,0.0714,0.0632,0.3226,False,score=0.0694<0.15
25380,23,CWE-327,198,0.0692,0.0357,0.1193,0.0357,0.0357,0.0,0.1193,False,score=0.0692<0.15
22730,23,CWE-327,199,0.0691,0.0786,0.0657,0.0571,0.1071,0.0586,0.2252,False,score=0.0691<0.15
29471,23,CWE-327,200,0.0691,0.0929,0.0585,0.0429,0.1071,0.1363,0.4281,False,score=0.0691<0.15
1652,23,CWE-89,1,0.7777,0.5429,1.2299,0.3429,0.5714,0.3328,2.4421,True,
17339,23,CWE-89,2,0.728,0.5714,1.0629,0.3714,0.7143,0.488,3.4103,True,
4657,23,CWE-89,3,0.7236,0.4571,1.1232,0.4571,0.5714,0.1147,1.5562,True,
10506,23,CWE-89,4,0.6659,0.4571,1.0219,0.3714,0.5714,0.2976,1.7529,True,
11168,23,CWE-89,5,0.6445,0.5143,0.9113,0.3714,0.5714,0.2984,1.7099,True,
32664,23,CWE-89,6,0.6142,0.2857,1.107,0.2857,0.2857,0.0007,1.107,True,
10719,23,CWE-89,7,0.542,0.2857,0.9694,0.2,0.2857,0.054,1.499,True,
22548,23,CWE-89,8,0.5306,0.1429,1.1121,0.1429,0.1429,0.0015,1.1121,True,
30846,23,CWE-89,9,0.5301,0.1429,1.1109,0.1429,0.1429,0.003,1.1109,True,
5028,23,CWE-89,10,0.5144,0.5714,0.6146,0.2,0.7143,0.4318,2.8468,True,
7533,23,CWE-89,11,0.5026,0.4286,0.685,0.2857,0.1429,0.3726,0.5684,True,
18076,23,CWE-89,12,0.5021,0.2,0.9409,0.2286,0.1429,0.3246,0.3106,True,
31128,23,CWE-89,13,0.4941,0.1429,1.021,0.1429,0.1429,0.0,1.021,True,
18384,23,CWE-89,14,0.4828,0.1429,0.9928,0.1429,0.1429,0.0007,0.9928,True,
1173,23,CWE-89,15,0.4799,0.2857,0.7711,0.2857,0.2857,0.0397,0.8256,True,
31296,23,CWE-89,16,0.4481,0.2857,0.7059,0.2571,0.2857,0.021,0.7972,True,
25528,23,CWE-89,17,0.4474,0.1429,0.9043,0.1429,0.1429,0.0472,0.9043,True,
10746,23,CWE-89,18,0.4314,0.2286,0.7357,0.2286,0.0,0.2136,0.0,False,freq_unsafe=0.000<0.02
30810,23,CWE-89,19,0.4292,0.1429,0.8588,0.1429,0.1429,0.0022,0.8588,True,
22630,23,CWE-89,20,0.4238,0.1429,0.8453,0.1429,0.1429,0.0045,0.8453,True,
29650,23,CWE-89,21,0.4225,0.1429,0.842,0.1429,0.1429,0.012,0.842,True,
29484,23,CWE-89,22,0.4212,0.2857,0.6672,0.2,0.4286,0.3838,1.7134,True,
16509,23,CWE-89,23,0.4073,0.1429,0.804,0.1429,0.1429,0.0165,0.804,True,
17327,23,CWE-89,24,0.4015,0.1429,0.7894,0.1429,0.1429,0.0307,0.903,True,
18215,23,CWE-89,25,0.4001,0.1429,0.7859,0.1429,0.1429,0.0015,0.7859,True,
13836,23,CWE-89,26,0.3923,0.1429,0.7665,0.1429,0.1429,0.0022,0.7665,True,
26113,23,CWE-89,27,0.3867,0.1429,0.7526,0.1429,0.1429,0.0202,0.7526,True,
22617,23,CWE-89,28,0.3798,0.1429,0.7352,0.1429,0.1429,0.015,0.8343,True,
30652,23,CWE-89,29,0.3795,0.1429,0.7345,0.1429,0.1429,0.0075,0.7345,True,
17639,23,CWE-89,30,0.3719,0.2571,0.5727,0.2,0.2857,0.096,0.8438,True,
19475,23,CWE-89,31,0.3669,0.1429,0.703,0.1429,0.1429,0.0097,0.703,True,
2165,23,CWE-89,32,0.3665,0.1429,0.7021,0.1429,0.1429,0.0007,0.7021,True,
14909,23,CWE-89,33,0.3611,0.5429,0.2886,0.1429,0.7143,0.5997,6.2123,True,
12248,23,CWE-89,34,0.3454,0.1429,0.6491,0.1429,0.1429,0.0105,0.6491,True,
29471,23,CWE-89,35,0.3375,0.2571,0.5009,0.1714,0.2857,0.1349,1.429,True,
22198,23,CWE-89,36,0.3365,0.1429,0.627,0.1429,0.1429,0.06,0.6871,True,
18929,23,CWE-89,37,0.333,0.2286,0.5181,0.1714,0.2857,0.081,0.8865,True,
4837,23,CWE-89,38,0.332,0.7143,0.03,0.1714,1.0,0.9858,15.7457,False,"both_high(fu=1.00,fs=0.99)"
16699,23,CWE-89,39,0.3174,0.1429,0.5791,0.1429,0.1429,0.0007,0.5791,True,
5612,23,CWE-89,40,0.3114,0.1429,0.5643,0.1429,0.1429,0.0037,0.628,True,
9311,23,CWE-89,41,0.3113,0.1429,0.5639,0.1429,0.1429,0.057,0.6792,True,
30089,23,CWE-89,42,0.3098,0.0571,0.6889,0.0571,0.0,0.009,0.0,False,freq_unsafe=0.000<0.02
20322,23,CWE-89,43,0.3086,0.2857,0.3858,0.2,0.2857,0.0697,0.772,True,
26322,23,CWE-89,44,0.3078,0.2571,0.3981,0.2286,0.2857,0.1259,0.7473,True,
30760,23,CWE-89,45,0.3072,0.1429,0.5537,0.1429,0.1429,0.0195,0.6665,True,
26426,23,CWE-89,46,0.3063,0.1429,0.5514,0.1429,0.0,0.1874,0.0,False,freq_unsafe=0.000<0.02
17614,23,CWE-89,47,0.3043,0.1714,0.5037,0.1714,0.0,0.1019,0.0,False,freq_unsafe=0.000<0.02
28788,23,CWE-89,48,0.2983,0.1429,0.5314,0.1429,0.1429,0.0097,0.5959,True,
30761,23,CWE-89,49,0.2977,0.1429,0.5299,0.1429,0.1429,0.009,0.5299,True,
30232,23,CWE-89,50,0.295,0.1429,0.5233,0.1429,0.1429,0.003,0.5233,True,
20507,23,CWE-89,51,0.2945,0.1429,0.5219,0.1429,0.1429,0.0232,0.5843,True,
9509,23,CWE-89,52,0.2921,0.1429,0.5159,0.1429,0.1429,0.0172,0.5159,True,
8486,23,CWE-89,53,0.2915,0.1429,0.5144,0.1429,0.1429,0.0127,0.5144,True,
23293,23,CWE-89,54,0.2876,0.1429,0.5048,0.1429,0.1429,0.0045,0.5048,True,
14449,23,CWE-89,55,0.2872,0.2857,0.3324,0.2,0.2857,0.2541,1.0495,True,
7546,23,CWE-89,56,0.287,0.2,0.4746,0.0857,0.1429,0.1529,0.4855,True,
10554,23,CWE-89,57,0.285,0.1429,0.4981,0.1429,0.1429,0.0075,0.5776,True,
24127,23,CWE-89,58,0.2849,0.1429,0.498,0.1429,0.1429,0.018,0.498,True,
5821,23,CWE-89,59,0.2846,0.1429,0.4973,0.1429,0.1429,0.0007,0.4973,True,
28705,23,CWE-89,60,0.2812,0.1429,0.4887,0.1429,0.1429,0.0022,0.4887,True,
17738,23,CWE-89,61,0.2798,0.1429,0.4853,0.1429,0.1429,0.0037,0.4853,True,
24680,23,CWE-89,62,0.2771,0.1429,0.4785,0.1429,0.1429,0.0037,0.4785,True,
15648,23,CWE-89,63,0.2715,0.1429,0.4644,0.1429,0.1429,0.006,0.4644,True,
19889,23,CWE-89,64,0.2703,0.1429,0.4614,0.1429,0.1429,0.0037,0.4614,True,
4916,23,CWE-89,65,0.2696,0.1429,0.4596,0.1429,0.1429,0.0105,0.4596,True,
3482,23,CWE-89,66,0.2649,0.1429,0.448,0.1429,0.1429,0.0022,0.448,True,
12228,23,CWE-89,67,0.2628,0.1429,0.4428,0.1429,0.0,0.1207,0.0,False,freq_unsafe=0.000<0.02
19202,23,CWE-89,68,0.2609,0.1429,0.438,0.1429,0.1429,0.003,0.438,True,
7405,23,CWE-89,69,0.2608,0.1429,0.4377,0.1429,0.1429,0.0202,0.521,True,
30231,23,CWE-89,70,0.2593,0.1429,0.4338,0.1429,0.1429,0.1912,0.3725,True,
3196,23,CWE-89,71,0.2582,0.1429,0.4311,0.1429,0.0,0.1874,0.0,False,freq_unsafe=0.000<0.02
27576,23,CWE-89,72,0.257,0.1429,0.4282,0.1429,0.1429,0.0142,0.4282,True,
9677,23,CWE-89,73,0.2528,0.1429,0.4177,0.1429,0.1429,0.0,0.4177,True,
16236,23,CWE-89,74,0.2515,0.1429,0.4146,0.1429,0.1429,0.012,0.4146,True,
16242,23,CWE-89,75,0.251,0.1429,0.4133,0.1429,0.1429,0.006,0.4133,True,
25118,23,CWE-89,76,0.248,0.1429,0.4056,0.1429,0.1429,0.0,0.4056,True,
27118,23,CWE-89,77,0.2479,0.1429,0.4055,0.1429,0.1429,0.0045,0.4055,True,
307,23,CWE-89,78,0.247,0.1143,0.4462,0.1143,0.0,0.0705,0.0,False,freq_unsafe=0.000<0.02
3518,23,CWE-89,79,0.2465,0.1429,0.4021,0.1429,0.1429,0.0045,0.4021,True,
15336,23,CWE-89,80,0.2455,0.1714,0.3567,0.1714,0.0,0.1859,0.0,False,freq_unsafe=0.000<0.02
17464,23,CWE-89,81,0.2454,0.1714,0.3563,0.1714,0.0,0.2421,0.0,False,freq_unsafe=0.000<0.02
22907,23,CWE-89,82,0.2428,0.1429,0.3926,0.1429,0.1429,0.0112,0.3926,True,
16109,23,CWE-89,83,0.2427,0.1429,0.3924,0.1429,0.1429,0.03,0.4536,True,
27668,23,CWE-89,84,0.2386,0.1429,0.3823,0.1429,0.1429,0.0075,0.3823,True,
18939,23,CWE-89,85,0.2373,0.1429,0.3789,0.1429,0.1429,0.0045,0.3789,True,
26726,23,CWE-89,86,0.2355,0.1429,0.3745,0.1429,0.1429,0.0517,0.5123,True,
20131,23,CWE-89,87,0.2347,0.1714,0.3296,0.1714,0.2857,0.0697,0.5627,True,
12015,23,CWE-89,88,0.2341,0.1143,0.4137,0.1143,0.1429,0.003,0.5222,True,
8317,23,CWE-89,89,0.2337,0.1429,0.3701,0.1429,0.1429,0.0,0.3701,True,
28500,23,CWE-89,90,0.2332,0.1429,0.3688,0.1429,0.1429,0.0247,0.3688,True,
19291,23,CWE-89,91,0.2326,0.1429,0.3672,0.1429,0.1429,0.0825,0.5378,True,
994,23,CWE-89,92,0.2321,0.1429,0.3659,0.1429,0.1429,0.0007,0.3659,True,
26493,23,CWE-89,93,0.2315,0.1429,0.3644,0.1429,0.1429,0.0165,0.3644,True,
17671,23,CWE-89,94,0.2293,0.1143,0.4019,0.1143,0.0,0.0442,0.0,False,freq_unsafe=0.000<0.02
21414,23,CWE-89,95,0.2293,0.1429,0.3588,0.1429,0.1429,0.0,0.3588,True,
13965,23,CWE-89,96,0.2291,0.1429,0.3585,0.1429,0.1429,0.012,0.3585,True,
32715,23,CWE-89,97,0.2277,0.1429,0.3549,0.1429,0.1429,0.0052,0.3549,True,
7986,23,CWE-89,98,0.2272,0.2286,0.2536,0.1714,0.2857,0.2354,0.9092,True,
8063,23,CWE-89,99,0.227,0.1429,0.3674,0.1143,0.1429,0.0097,0.4695,True,
28273,23,CWE-89,100,0.226,0.1429,0.3507,0.1429,0.1429,0.0232,0.4995,True,
8666,23,CWE-89,101,0.2259,0.1429,0.3504,0.1429,0.0,0.1784,0.0,False,freq_unsafe=0.000<0.02
13465,23,CWE-89,102,0.2235,0.1429,0.3588,0.1143,0.1429,0.0172,0.4679,True,
13764,23,CWE-89,103,0.2234,0.1429,0.3442,0.1429,0.1429,0.0,0.3442,True,
24305,23,CWE-89,104,0.2227,0.1429,0.3424,0.1429,0.1429,0.0075,0.3424,True,
11770,23,CWE-89,105,0.2219,0.1143,0.3692,0.1429,0.1429,0.0262,0.4594,True,
2763,23,CWE-89,106,0.2219,0.1429,0.3406,0.1429,0.1429,0.0015,0.3406,True,
12389,23,CWE-89,107,0.2218,0.1429,0.3402,0.1429,0.1429,0.0007,0.3402,True,
13628,23,CWE-89,108,0.2214,0.1429,0.3391,0.1429,0.0,0.0975,0.0,False,freq_unsafe=0.000<0.02
27173,23,CWE-89,109,0.2172,0.1429,0.3288,0.1429,0.1429,0.0112,0.4648,True,
21977,23,CWE-89,110,0.2172,0.1429,0.3287,0.1429,0.1429,0.0165,0.3287,True,
32547,23,CWE-89,111,0.2167,0.1429,0.3275,0.1429,0.1429,0.0127,0.3275,True,
10426,23,CWE-89,112,0.2163,0.1429,0.3265,0.1429,0.1429,0.0052,0.3265,True,
501,23,CWE-89,113,0.2159,0.1429,0.3254,0.1429,0.1429,0.0097,0.3254,True,
30545,23,CWE-89,114,0.2147,0.1429,0.3224,0.1429,0.1429,0.0022,0.3224,True,
20855,23,CWE-89,115,0.2134,0.1429,0.3193,0.1429,0.1429,0.0232,0.3193,True,
14315,23,CWE-89,116,0.2129,0.1429,0.318,0.1429,0.0,0.1957,0.0,False,freq_unsafe=0.000<0.02
3856,23,CWE-89,117,0.2117,0.1429,0.3149,0.1429,0.1429,0.0,0.3149,True,
5044,23,CWE-89,118,0.2115,0.1429,0.3145,0.1429,0.1429,0.0,0.3145,True,
1360,23,CWE-89,119,0.2113,0.0857,0.3996,0.0857,0.0,0.033,0.0,False,freq_unsafe=0.000<0.02
11570,23,CWE-89,120,0.2102,0.1429,0.3111,0.1429,0.0,0.0585,0.0,False,freq_unsafe=0.000<0.02
15135,23,CWE-89,121,0.2096,0.1429,0.3096,0.1429,0.0,0.1867,0.0,False,freq_unsafe=0.000<0.02
780,23,CWE-89,122,0.2094,0.1143,0.3521,0.1143,0.0,0.0795,0.0,False,freq_unsafe=0.000<0.02
1450,23,CWE-89,123,0.2085,0.1429,0.307,0.1429,0.1429,0.0735,0.4272,True,
18465,23,CWE-89,124,0.2085,0.1429,0.3069,0.1429,0.1429,0.0195,0.3712,True,
24337,23,CWE-89,125,0.2081,0.1429,0.306,0.1429,0.1429,0.0045,0.306,True,
19149,23,CWE-89,126,0.2074,0.1429,0.3042,0.1429,0.0,0.1784,0.0,False,freq_unsafe=0.000<0.02
376,23,CWE-89,127,0.2071,0.1429,0.3034,0.1429,0.1429,0.0007,0.3034,True,
469,23,CWE-89,128,0.2068,0.1143,0.3455,0.1143,0.0,0.0802,0.0,False,freq_unsafe=0.000<0.02
30357,23,CWE-89,129,0.2067,0.0286,0.4738,0.0286,0.0,0.0427,0.0,False,freq_unsafe=0.000<0.02
5606,23,CWE-89,130,0.2043,0.1429,0.2964,0.1429,0.0,0.1829,0.0,False,freq_unsafe=0.000<0.02
16957,23,CWE-89,131,0.2024,0.1429,0.2917,0.1429,0.1429,0.0045,0.2917,True,
9815,23,CWE-89,132,0.2003,0.1429,0.2865,0.1429,0.1429,0.0082,0.2865,True,
27919,23,CWE-89,133,0.1979,0.1429,0.2805,0.1429,0.1429,0.0,0.2805,True,
14385,23,CWE-89,134,0.1967,0.1429,0.2775,0.1429,0.1429,0.0045,0.2775,True,
23479,23,CWE-89,135,0.1967,0.1429,0.2774,0.1429,0.1429,0.0255,0.2774,True,
19169,23,CWE-89,136,0.1953,0.1429,0.2883,0.1143,0.1429,0.0045,0.4104,True,
10548,23,CWE-89,137,0.1932,0.1429,0.2687,0.1429,0.1429,0.003,0.2687,True,
13276,23,CWE-89,138,0.1931,0.3429,0.0828,0.1143,0.2857,0.3201,1.1046,True,
15338,23,CWE-89,139,0.193,0.1429,0.2683,0.1429,0.0,0.1777,0.0,False,freq_unsafe=0.000<0.02
1082,23,CWE-89,140,0.1921,0.2571,0.1804,0.0857,0.2857,0.1544,0.7532,True,
147,23,CWE-89,141,0.1812,0.2857,0.0958,0.1429,0.1429,0.2084,0.8929,True,
26719,23,CWE-89,142,0.1807,0.1429,0.2375,0.1429,0.1429,0.0097,0.2911,True,
3745,23,CWE-89,143,0.1801,0.1429,0.2503,0.1143,0.1429,0.0667,0.6032,True,
23362,23,CWE-89,144,0.1726,0.1143,0.2601,0.1143,0.0,0.0735,0.0,False,freq_unsafe=0.000<0.02
25458,23,CWE-89,145,0.1713,0.1429,0.2282,0.1143,0.1429,0.0427,0.3095,True,
16588,23,CWE-89,146,0.1672,0.1429,0.2181,0.1143,0.1429,0.0517,0.2806,True,
11192,23,CWE-89,147,0.1652,0.1429,0.2131,0.1143,0.1429,0.024,0.413,True,
29780,23,CWE-89,148,0.1648,0.0571,0.3264,0.0571,0.0,0.0292,0.0,False,freq_unsafe=0.000<0.02
31186,23,CWE-89,149,0.161,0.1143,0.231,0.1143,0.0,0.0877,0.0,False,freq_unsafe=0.000<0.02
22860,23,CWE-89,150,0.1606,0.1429,0.2014,0.1143,0.1429,0.012,0.2675,True,
6915,23,CWE-89,151,0.1595,0.1429,0.1987,0.1143,0.1429,0.0157,0.2822,True,
25006,23,CWE-89,152,0.1576,0.1429,0.1798,0.1429,0.1429,0.087,0.4752,True,
16949,23,CWE-89,153,0.1573,0.0571,0.3075,0.0571,0.0,0.0105,0.0,False,freq_unsafe=0.000<0.02
19869,23,CWE-89,154,0.157,0.1143,0.2211,0.1143,0.1429,0.1019,0.5562,True,
22730,23,CWE-89,155,0.1559,0.0857,0.2611,0.0857,0.0,0.06,0.0,False,freq_unsafe=0.000<0.02
27773,23,CWE-89,156,0.1526,0.1143,0.2102,0.1143,0.1429,0.2324,0.3172,True,
30026,23,CWE-89,157,0.152,0.0857,0.2515,0.0857,0.0,0.0697,0.0,False,freq_unsafe=0.000<0.02
24712,23,CWE-89,158,0.1515,0.2286,0.0787,0.1429,0.1429,0.2084,0.691,True,
20243,23,CWE-89,159,0.1512,0.0857,0.2495,0.0857,0.0,0.0232,0.0,False,freq_unsafe=0.000<0.02
28220,23,CWE-89,160,0.1507,0.1429,0.1767,0.1143,0.1429,0.021,0.359,True,
11483,23,CWE-89,161,0.1507,0.0571,0.291,0.0571,0.0,0.0195,0.0,False,freq_unsafe=0.000<0.02
13791,23,CWE-89,162,0.1494,0.1429,0.1736,0.1143,0.1429,0.0375,0.3114,False,score=0.1494<0.15
23707,23,CWE-89,163,0.149,0.1429,0.1725,0.1143,0.1429,0.0247,0.4633,False,score=0.1490<0.15
6969,23,CWE-89,164,0.1469,0.0571,0.2815,0.0571,0.0,0.0067,0.0,False,freq_unsafe=0.000<0.02; score=0.1469<0.15
4950,23,CWE-89,165,0.1466,0.0571,0.2808,0.0571,0.0,0.0712,0.0,False,freq_unsafe=0.000<0.02; score=0.1466<0.15
3784,23,CWE-89,166,0.1452,0.1143,0.1916,0.1143,0.1429,0.0442,0.3123,False,score=0.1452<0.15
10196,23,CWE-89,167,0.1431,0.1429,0.1578,0.1143,0.1429,0.0217,0.4148,False,score=0.1431<0.15
19087,23,CWE-89,168,0.1429,0.2286,0.0716,0.1143,0.2857,0.3126,0.9776,False,score=0.1429<0.15
22052,23,CWE-89,169,0.1403,0.1714,0.1364,0.0857,0.1429,0.2151,0.4704,False,score=0.1403<0.15
24399,23,CWE-89,170,0.1399,0.1143,0.1784,0.1143,0.1429,0.027,0.2975,False,score=0.1399<0.15
684,23,CWE-89,171,0.1375,0.1429,0.1437,0.1143,0.1429,0.015,0.3724,False,score=0.1375<0.15
12030,23,CWE-89,172,0.1369,0.0857,0.2136,0.0857,0.0,0.0345,0.0,False,freq_unsafe=0.000<0.02; score=0.1369<0.15
30753,23,CWE-89,173,0.1358,0.0571,0.2539,0.0571,0.0,0.0187,0.0,False,freq_unsafe=0.000<0.02; score=0.1358<0.15
13399,23,CWE-89,174,0.1345,0.0857,0.2076,0.0857,0.0,0.0885,0.0,False,freq_unsafe=0.000<0.02; score=0.1345<0.15
18087,23,CWE-89,175,0.1334,0.0857,0.2049,0.0857,0.0,0.0187,0.0,False,freq_unsafe=0.000<0.02; score=0.1334<0.15
27023,23,CWE-89,176,0.1314,0.0857,0.2,0.0857,0.0,0.039,0.0,False,freq_unsafe=0.000<0.02; score=0.1314<0.15
20866,23,CWE-89,177,0.1313,0.0857,0.1997,0.0857,0.0,0.03,0.0,False,freq_unsafe=0.000<0.02; score=0.1313<0.15
10311,23,CWE-89,178,0.1312,0.0571,0.2422,0.0571,0.0,0.0165,0.0,False,freq_unsafe=0.000<0.02; score=0.1312<0.15
15397,23,CWE-89,179,0.1266,0.1429,0.1164,0.1143,0.1429,0.0757,0.4308,False,score=0.1266<0.15
17485,23,CWE-89,180,0.1263,0.0857,0.1873,0.0857,0.0,0.006,0.0,False,freq_unsafe=0.000<0.02; score=0.1263<0.15
13849,23,CWE-89,181,0.1247,0.0571,0.226,0.0571,0.0,0.0255,0.0,False,freq_unsafe=0.000<0.02; score=0.1247<0.15
4132,23,CWE-89,182,0.1229,0.0571,0.2215,0.0571,0.0,0.0045,0.0,False,freq_unsafe=0.000<0.02; score=0.1229<0.15
349,23,CWE-89,183,0.1219,0.1429,0.119,0.0857,0.1429,0.0157,0.3063,False,score=0.1219<0.15
1483,23,CWE-89,184,0.1216,0.0571,0.2182,0.0571,0.0,0.024,0.0,False,freq_unsafe=0.000<0.02; score=0.1216<0.15
13783,23,CWE-89,185,0.1214,0.0571,0.2179,0.0571,0.0,0.012,0.0,False,freq_unsafe=0.000<0.02; score=0.1214<0.15
21957,23,CWE-89,186,0.1213,0.0286,0.2605,0.0286,0.0,0.003,0.0,False,freq_unsafe=0.000<0.02; score=0.1213<0.15
20296,23,CWE-89,187,0.1211,0.1429,0.1171,0.0857,0.1429,0.1762,0.3142,False,score=0.1211<0.15
11011,23,CWE-89,188,0.1206,0.0286,0.2586,0.0286,0.0,0.0067,0.0,False,freq_unsafe=0.000<0.02; score=0.1206<0.15
9536,23,CWE-89,189,0.1203,0.0857,0.1721,0.0857,0.0,0.0532,0.0,False,freq_unsafe=0.000<0.02; score=0.1203<0.15
13462,23,CWE-89,190,0.1196,0.0571,0.2134,0.0571,0.0,0.0217,0.0,False,freq_unsafe=0.000<0.02; score=0.1196<0.15
32230,23,CWE-89,191,0.1182,0.0286,0.2526,0.0286,0.0,0.0007,0.0,False,freq_unsafe=0.000<0.02; score=0.1182<0.15
31031,23,CWE-89,192,0.118,0.0571,0.2094,0.0571,0.0,0.0097,0.0,False,freq_unsafe=0.000<0.02; score=0.1180<0.15
26179,23,CWE-89,193,0.1158,0.0571,0.2039,0.0571,0.0,0.006,0.0,False,freq_unsafe=0.000<0.02; score=0.1158<0.15
27659,23,CWE-89,194,0.1151,0.0286,0.245,0.0286,0.0,0.0007,0.0,False,freq_unsafe=0.000<0.02; score=0.1151<0.15
8814,23,CWE-89,195,0.1122,0.0571,0.1948,0.0571,0.0,0.0067,0.0,False,freq_unsafe=0.000<0.02; score=0.1122<0.15
3822,23,CWE-89,196,0.1117,0.0571,0.1935,0.0571,0.0,0.0135,0.0,False,freq_unsafe=0.000<0.02; score=0.1117<0.15
16660,23,CWE-89,197,0.1115,0.0571,0.1932,0.0571,0.0,0.0172,0.0,False,freq_unsafe=0.000<0.02; score=0.1115<0.15
6548,23,CWE-89,198,0.1111,0.1714,0.0634,0.0857,0.1429,0.1424,0.3934,False,score=0.1111<0.15
31067,23,CWE-89,199,0.1108,0.0571,0.1912,0.0571,0.0,0.0052,0.0,False,freq_unsafe=0.000<0.02; score=0.1108<0.15
2119,23,CWE-89,200,0.1107,0.0286,0.2338,0.0286,0.0,0.0075,0.0,False,freq_unsafe=0.000<0.02; score=0.1107<0.15
14909,23,CWE-338,1,1.211,0.44,2.4676,0.24,0.4,0.601,2.6823,True,
30357,23,CWE-338,2,1.0611,0.2,2.3527,0.2,0.2,0.0419,2.4703,True,
4837,23,CWE-338,3,1.0101,0.64,1.7252,0.32,1.0,0.9858,14.2901,False,"both_high(fu=1.00,fs=0.99)"
19087,23,CWE-338,4,0.995,0.48,1.7675,0.48,0.0,0.3136,0.0,False,freq_unsafe=0.000<0.02
5028,23,CWE-338,5,0.8042,0.36,1.4506,0.4,0.2,0.4341,0.4332,True,
147,23,CWE-338,6,0.7705,0.4,1.3262,0.4,0.0,0.2088,0.0,False,freq_unsafe=0.000<0.02
1652,23,CWE-338,7,0.7067,0.36,1.2266,0.36,0.0,0.3353,0.0,False,freq_unsafe=0.000<0.02
15671,23,CWE-338,8,0.6999,0.2,1.4496,0.2,0.2,0.0142,1.4496,True,
25525,23,CWE-338,9,0.6883,0.2,1.4207,0.2,0.2,0.0157,1.4207,True,
30231,23,CWE-338,10,0.6551,0.24,1.2778,0.24,0.4,0.1901,2.2576,True,
7533,23,CWE-338,11,0.6529,0.36,1.0722,0.4,0.6,0.3705,1.868,True,
5606,23,CWE-338,12,0.6366,0.44,0.9315,0.44,0.6,0.1804,1.2636,True,
19291,23,CWE-338,13,0.6211,0.4,0.9527,0.4,0.4,0.0816,1.1327,True,
780,23,CWE-338,14,0.6128,0.4,0.932,0.4,0.4,0.0778,1.099,True,
24712,23,CWE-338,15,0.584,0.32,0.9801,0.32,0.0,0.2088,0.0,False,freq_unsafe=0.000<0.02
25256,23,CWE-338,16,0.5692,0.28,1.0031,0.28,0.0,0.2972,0.0,False,freq_unsafe=0.000<0.02
4950,23,CWE-338,17,0.5636,0.4,0.8691,0.28,0.4,0.0696,1.7385,True,
18690,23,CWE-338,18,0.5514,0.2,1.0786,0.2,0.2,0.0045,1.0786,True,
7779,23,CWE-338,19,0.5463,0.2,1.0658,0.2,0.2,0.0202,1.0658,True,
20296,23,CWE-338,20,0.5286,0.4,0.7415,0.36,0.4,0.1751,1.014,True,
11168,23,CWE-338,21,0.5252,0.24,0.9529,0.24,0.0,0.3009,0.0,False,freq_unsafe=0.000<0.02
15397,23,CWE-338,22,0.52,0.4,0.7401,0.32,0.4,0.0749,0.9839,True,
26426,23,CWE-338,23,0.5146,0.24,0.9264,0.24,0.4,0.1856,1.544,True,
9222,23,CWE-338,24,0.5013,0.2,0.9532,0.2,0.2,0.0778,1.2873,True,
18076,23,CWE-338,25,0.5003,0.28,0.8307,0.28,0.2,0.3241,0.4752,True,
10506,23,CWE-338,26,0.4791,0.32,0.7576,0.24,0.4,0.2987,1.3737,True,
25814,23,CWE-338,27,0.4732,0.2,0.883,0.2,0.2,0.0232,0.883,True,
17339,23,CWE-338,28,0.4686,0.52,0.5314,0.24,0.6,0.4888,2.7782,True,
469,23,CWE-338,29,0.4559,0.4,0.5797,0.32,0.4,0.0786,0.8465,True,
3196,23,CWE-338,30,0.4337,0.24,0.7242,0.24,0.4,0.1856,1.2071,True,
29484,23,CWE-338,31,0.4313,0.32,0.6383,0.24,0.4,0.384,2.503,True,
23867,23,CWE-338,32,0.4261,0.2,0.7653,0.2,0.2,0.003,0.7653,True,
3034,23,CWE-338,33,0.4099,0.2,0.7247,0.2,0.2,0.0015,0.7247,True,
13628,23,CWE-338,34,0.4071,0.24,0.6577,0.24,0.0,0.0973,0.0,False,freq_unsafe=0.000<0.02
23375,23,CWE-338,35,0.3922,0.2,0.6804,0.2,0.2,0.015,0.6804,True,
8666,23,CWE-338,36,0.3795,0.24,0.5886,0.24,0.4,0.1766,0.9811,True,
