feature_id,layer,cwe_id,rank,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,mean_mag,kept,prune_reason
6986,16,CWE-120,1,0.9277,0.4857,1.705,0.2571,0.7143,0.9224,6.0492,True,
1710,16,CWE-120,2,0.7815,0.3714,1.4324,0.3,0.5,0.1846,2.1148,True,
7839,16,CWE-120,3,0.7613,0.3429,1.446,0.2286,0.4286,0.4544,2.1523,True,
14376,16,CWE-120,4,0.5653,0.3429,0.9277,0.2857,0.4286,0.2728,1.5534,True,
17395,16,CWE-120,5,0.4897,0.3,0.8027,0.2429,0.3571,0.1251,1.1673,True,
9816,16,CWE-120,6,0.4819,0.2571,0.8618,0.1714,0.2857,0.2532,1.6896,True,
22720,16,CWE-120,7,0.4791,0.1429,0.9834,0.1429,0.1429,0.0512,1.1884,True,
29862,16,CWE-120,8,0.4654,0.2714,0.785,0.2143,0.2857,0.2788,1.8161,True,
28421,16,CWE-120,9,0.4624,0.1429,0.9417,0.1429,0.1429,0.0173,0.9417,True,
9287,16,CWE-120,10,0.4324,0.4286,0.5523,0.2,0.5,0.3715,2.3434,True,
26373,16,CWE-120,11,0.4224,0.2286,0.7632,0.1286,0.2857,0.1952,1.7898,True,
6426,16,CWE-120,12,0.3838,0.2143,0.6452,0.2,0.2143,0.0799,0.7709,True,
31664,16,CWE-120,13,0.3763,0.2143,0.6194,0.2143,0.2143,0.0543,0.649,True,
1334,16,CWE-120,14,0.3741,0.3286,0.5352,0.1429,0.6429,0.7091,2.9702,True,
22892,16,CWE-120,15,0.3565,0.2143,0.5699,0.2143,0.2143,0.0241,0.5699,True,
29799,16,CWE-120,16,0.3503,0.2143,0.5829,0.1571,0.0714,0.1937,0.363,True,
15955,16,CWE-120,17,0.3393,0.2,0.5483,0.2,0.2143,0.0294,0.5864,True,
5407,16,CWE-120,18,0.3355,0.3429,0.3886,0.2143,0.4286,0.52,1.6669,True,
30495,16,CWE-120,19,0.3339,0.1429,0.6204,0.1429,0.1429,0.0113,0.7117,True,
9465,16,CWE-120,20,0.3301,0.2429,0.5109,0.1429,0.2143,0.318,1.5428,True,
26334,16,CWE-120,21,0.3068,0.1,0.6169,0.1,0.1429,0.1809,0.9792,True,
23278,16,CWE-120,22,0.3041,0.0857,0.6316,0.0857,0.1429,0.1786,1.0527,True,
26274,16,CWE-120,23,0.2993,0.2143,0.4268,0.2143,0.1429,0.153,0.3277,True,
4533,16,CWE-120,24,0.2968,0.1429,0.5277,0.1429,0.1429,0.0121,0.5277,True,
21872,16,CWE-120,25,0.2931,0.0714,0.6256,0.0714,0.0714,0.0045,0.6256,True,
19741,16,CWE-120,26,0.2925,0.1143,0.5599,0.1143,0.0,0.0904,0.0,False,freq_unsafe=0.000<0.02
14435,16,CWE-120,27,0.2877,0.0714,0.612,0.0714,0.0714,0.0068,0.612,True,
17625,16,CWE-120,28,0.2876,0.1429,0.5048,0.1429,0.1429,0.009,0.5048,True,
27644,16,CWE-120,29,0.2822,0.1143,0.5342,0.1143,0.1429,0.1891,0.5719,True,
5640,16,CWE-120,30,0.2791,0.1857,0.4193,0.1857,0.2143,0.1002,0.7755,True,
1940,16,CWE-120,31,0.2694,0.0714,0.5663,0.0714,0.0,0.0399,0.0,False,freq_unsafe=0.000<0.02
6539,16,CWE-120,32,0.2673,0.0714,0.5612,0.0714,0.0714,0.003,0.5612,True,
6888,16,CWE-120,33,0.2643,0.0714,0.5535,0.0714,0.0714,0.003,0.5535,True,
10758,16,CWE-120,34,0.2611,0.1143,0.4813,0.1143,0.0,0.1198,0.0,False,freq_unsafe=0.000<0.02
9911,16,CWE-120,35,0.2589,0.1429,0.4329,0.1429,0.1429,0.0121,0.4329,True,
19743,16,CWE-120,36,0.2587,0.1429,0.4467,0.1143,0.2857,0.3971,0.659,True,
13526,16,CWE-120,37,0.2564,0.0714,0.5338,0.0714,0.0714,0.0008,0.5338,True,
10332,16,CWE-120,38,0.2536,0.1429,0.4268,0.1286,0.1429,0.0234,0.4704,True,
2917,16,CWE-120,39,0.2534,0.2571,0.3122,0.1286,0.3571,0.2954,1.1695,True,
5063,16,CWE-120,40,0.2519,0.0714,0.5226,0.0714,0.0714,0.0008,0.5226,True,
7384,16,CWE-120,41,0.2494,0.0714,0.5163,0.0714,0.0714,0.0143,0.5163,True,
14739,16,CWE-120,42,0.2475,0.1571,0.383,0.1571,0.1429,0.2336,0.345,True,
18510,16,CWE-120,43,0.243,0.0714,0.5003,0.0714,0.0714,0.0053,0.5003,True,
13366,16,CWE-120,44,0.2352,0.1429,0.3738,0.1429,0.1429,0.006,0.3738,True,
22987,16,CWE-120,45,0.232,0.0714,0.4729,0.0714,0.0714,0.0023,0.4729,True,
14283,16,CWE-120,46,0.2309,0.1429,0.3629,0.1429,0.1429,0.0181,0.3629,True,
21157,16,CWE-120,47,0.225,0.0714,0.4553,0.0714,0.0714,0.003,0.4553,True,
5053,16,CWE-120,48,0.2178,0.0714,0.4374,0.0714,0.0714,0.0,0.4374,True,
16890,16,CWE-120,49,0.2129,0.0714,0.425,0.0714,0.0714,0.0113,0.425,True,
4735,16,CWE-120,50,0.2109,0.1286,0.3344,0.1286,0.1429,0.0173,0.369,True,
7595,16,CWE-120,51,0.21,0.0714,0.4178,0.0714,0.0714,0.0143,0.4505,True,
8776,16,CWE-120,52,0.208,0.0714,0.4129,0.0714,0.0714,0.0075,0.4129,True,
30752,16,CWE-120,53,0.2069,0.1429,0.3101,0.1286,0.1429,0.0226,0.3645,True,
26704,16,CWE-120,54,0.2033,0.1286,0.3154,0.1286,0.1429,0.1944,0.3146,True,
26585,16,CWE-120,55,0.2029,0.0571,0.4214,0.0571,0.0,0.0339,0.0,False,freq_unsafe=0.000<0.02
12340,16,CWE-120,56,0.2025,0.0857,0.3777,0.0857,0.1429,0.1786,0.6294,True,
1218,16,CWE-120,57,0.2017,0.0714,0.3972,0.0714,0.0714,0.0121,0.4598,True,
14521,16,CWE-120,58,0.1983,0.1429,0.3172,0.0714,0.1429,0.0573,0.5221,True,
16033,16,CWE-120,59,0.1947,0.0714,0.3796,0.0714,0.0714,0.0294,0.4248,True,
16532,16,CWE-120,60,0.1923,0.0857,0.3523,0.0857,0.1429,0.1801,0.5871,True,
23681,16,CWE-120,61,0.1921,0.0857,0.3517,0.0857,0.1429,0.1778,0.5862,True,
28170,16,CWE-120,62,0.1897,0.0857,0.3458,0.0857,0.1429,0.1937,0.5763,True,
19880,16,CWE-120,63,0.1893,0.1286,0.2733,0.1429,0.0714,0.0814,0.1464,True,
24954,16,CWE-120,64,0.1882,0.0714,0.3633,0.0714,0.0714,0.0015,0.3633,True,
5570,16,CWE-120,65,0.1863,0.0857,0.3372,0.0857,0.1429,0.1786,0.5619,True,
917,16,CWE-120,66,0.1863,0.0714,0.3585,0.0714,0.0714,0.0098,0.4075,True,
497,16,CWE-120,67,0.1862,0.0714,0.3582,0.0714,0.0714,0.003,0.3582,True,
9416,16,CWE-120,68,0.1844,0.1,0.3109,0.1,0.1429,0.2065,0.4507,True,
6093,16,CWE-120,69,0.1814,0.3429,0.0106,0.2,0.4286,0.5471,2.0421,True,
5704,16,CWE-120,70,0.1795,0.0857,0.3203,0.0857,0.0,0.0558,0.0,False,freq_unsafe=0.000<0.02
22367,16,CWE-120,71,0.1795,0.1286,0.2774,0.0857,0.1429,0.0301,0.4977,True,
22111,16,CWE-120,72,0.1793,0.1286,0.2625,0.1143,0.1429,0.0203,0.3804,True,
19535,16,CWE-120,73,0.1788,0.1429,0.2398,0.1286,0.1429,0.0354,0.33,True,
22138,16,CWE-120,74,0.1768,0.1143,0.2705,0.1143,0.1429,0.2005,0.3023,True,
22023,16,CWE-120,75,0.1766,0.0714,0.3343,0.0714,0.0714,0.003,0.3343,True,
8185,16,CWE-120,76,0.1742,0.0714,0.3285,0.0714,0.0714,0.0015,0.3285,True,
947,16,CWE-120,77,0.1741,0.0714,0.328,0.0714,0.0714,0.0068,0.328,True,
25717,16,CWE-120,78,0.174,0.1571,0.2207,0.1143,0.2143,0.2924,0.6419,True,
1760,16,CWE-120,79,0.1728,0.0714,0.3248,0.0714,0.0714,0.0015,0.3248,True,
28644,16,CWE-120,80,0.1718,0.0857,0.301,0.0857,0.0,0.0723,0.0,False,freq_unsafe=0.000<0.02
24137,16,CWE-120,81,0.1711,0.0714,0.3206,0.0714,0.0714,0.0015,0.3206,True,
19458,16,CWE-120,82,0.1709,0.0714,0.32,0.0714,0.0714,0.0015,0.32,True,
15182,16,CWE-120,83,0.1705,0.0714,0.3192,0.0714,0.0714,0.0053,0.3192,True,
22094,16,CWE-120,84,0.1705,0.0714,0.3191,0.0714,0.0714,0.0,0.3191,True,
28091,16,CWE-120,85,0.1703,0.0714,0.3187,0.0714,0.0714,0.0083,0.352,True,
19401,16,CWE-120,86,0.1689,0.0714,0.3151,0.0714,0.0714,0.0008,0.3151,True,
30067,16,CWE-120,87,0.1675,0.0714,0.3116,0.0714,0.0714,0.0241,0.4393,True,
10118,16,CWE-120,88,0.1661,0.0714,0.3082,0.0714,0.0714,0.0015,0.3082,True,
19107,16,CWE-120,89,0.1659,0.0714,0.3076,0.0714,0.0714,0.0008,0.3076,True,
30690,16,CWE-120,90,0.1657,0.0714,0.3071,0.0714,0.0714,0.0136,0.3071,True,
3656,16,CWE-120,91,0.1653,0.0714,0.306,0.0714,0.0714,0.0068,0.306,True,
21030,16,CWE-120,92,0.1648,0.0714,0.3047,0.0714,0.0714,0.0053,0.3047,True,
22568,16,CWE-120,93,0.1646,0.0714,0.3044,0.0714,0.0714,0.0181,0.3762,True,
29240,16,CWE-120,94,0.1638,0.0714,0.3023,0.0714,0.0714,0.0045,0.3023,True,
17217,16,CWE-120,95,0.1635,0.0714,0.3015,0.0714,0.0714,0.0053,0.3015,True,
7698,16,CWE-120,96,0.1631,0.0714,0.3006,0.0714,0.0,0.0249,0.0,False,freq_unsafe=0.000<0.02
3203,16,CWE-120,97,0.1619,0.0714,0.2976,0.0714,0.0714,0.003,0.2976,True,
6975,16,CWE-120,98,0.1618,0.0714,0.2973,0.0714,0.0714,0.0075,0.3408,True,
29367,16,CWE-120,99,0.1615,0.0714,0.2967,0.0714,0.0714,0.0075,0.3385,True,
26810,16,CWE-120,100,0.1609,0.1,0.2522,0.1,0.1429,0.1794,0.3618,True,
14487,16,CWE-120,101,0.1596,0.0714,0.2917,0.0714,0.0714,0.0,0.2917,True,
3073,16,CWE-120,102,0.1592,0.0714,0.2908,0.0714,0.0714,0.0015,0.2908,True,
25208,16,CWE-120,103,0.1588,0.1286,0.2113,0.1143,0.1429,0.0746,0.4911,True,
30757,16,CWE-120,104,0.157,0.0714,0.2853,0.0714,0.0714,0.0,0.2853,True,
3684,16,CWE-120,105,0.1566,0.0714,0.2843,0.0714,0.0714,0.0038,0.2843,True,
581,16,CWE-120,106,0.1563,0.0714,0.2835,0.0714,0.0714,0.0151,0.2835,True,
10281,16,CWE-120,107,0.156,0.1714,0.1544,0.1286,0.1429,0.22,0.6192,True,
8413,16,CWE-120,108,0.1543,0.0857,0.2572,0.0857,0.1429,0.1824,0.4287,True,
15639,16,CWE-120,109,0.1541,0.1,0.2354,0.1,0.1429,0.1997,0.2932,True,
5320,16,CWE-120,110,0.154,0.0714,0.278,0.0714,0.0714,0.006,0.278,True,
16656,16,CWE-120,111,0.1519,0.1,0.2299,0.1,0.0714,0.1409,0.2043,True,
4576,16,CWE-120,112,0.1519,0.0714,0.2727,0.0714,0.0714,0.0015,0.2727,True,
11877,16,CWE-120,113,0.1517,0.1857,0.1434,0.1,0.3571,0.2442,1.0553,True,
24519,16,CWE-120,114,0.151,0.0714,0.2703,0.0714,0.0714,0.0053,0.2703,True,
22911,16,CWE-120,115,0.1495,0.0857,0.2452,0.0857,0.1429,0.1778,0.4086,False,score=0.1495<0.15
8362,16,CWE-120,116,0.1492,0.1429,0.1945,0.0714,0.2857,0.2125,0.9664,False,score=0.1492<0.15
11499,16,CWE-120,117,0.1492,0.0714,0.2659,0.0714,0.0714,0.0023,0.2659,False,score=0.1492<0.15
10050,16,CWE-120,118,0.1486,0.0714,0.2643,0.0714,0.0714,0.0045,0.2643,False,score=0.1486<0.15
11222,16,CWE-120,119,0.1485,0.0714,0.264,0.0714,0.0714,0.0038,0.264,False,score=0.1485<0.15
15506,16,CWE-120,120,0.146,0.0714,0.2578,0.0714,0.0714,0.0045,0.2578,False,score=0.1460<0.15
10214,16,CWE-120,121,0.1442,0.0857,0.232,0.0857,0.0,0.0482,0.0,False,freq_unsafe=0.000<0.02; score=0.1442<0.15
24686,16,CWE-120,122,0.1441,0.0857,0.2316,0.0857,0.1429,0.1778,0.386,False,score=0.1441<0.15
1161,16,CWE-120,123,0.1436,0.0714,0.2518,0.0714,0.0714,0.0038,0.2518,False,score=0.1436<0.15
24244,16,CWE-120,124,0.1416,0.0714,0.2468,0.0714,0.0714,0.0136,0.2468,False,score=0.1416<0.15
6996,16,CWE-120,125,0.1407,0.0714,0.2446,0.0714,0.0714,0.0023,0.2446,False,score=0.1407<0.15
228,16,CWE-120,126,0.1403,0.0714,0.2435,0.0714,0.0714,0.0083,0.2789,False,score=0.1403<0.15
26645,16,CWE-120,127,0.1399,0.0714,0.2427,0.0714,0.0714,0.0015,0.2427,False,score=0.1399<0.15
7328,16,CWE-120,128,0.1398,0.0714,0.2423,0.0714,0.0714,0.0663,0.3117,False,score=0.1398<0.15
9355,16,CWE-120,129,0.1389,0.0714,0.2401,0.0714,0.0714,0.0106,0.2732,False,score=0.1389<0.15
20918,16,CWE-120,130,0.1379,0.0857,0.2162,0.0857,0.1429,0.1778,0.3603,False,score=0.1379<0.15
5538,16,CWE-120,131,0.1379,0.0714,0.2375,0.0714,0.0714,0.003,0.2375,False,score=0.1379<0.15
27029,16,CWE-120,132,0.1378,0.0714,0.2374,0.0714,0.0714,0.0015,0.2374,False,score=0.1378<0.15
1381,16,CWE-120,133,0.1375,0.0857,0.2151,0.0857,0.1429,0.1778,0.3585,False,score=0.1375<0.15
13382,16,CWE-120,134,0.1374,0.0857,0.2149,0.0857,0.1429,0.1801,0.3582,False,score=0.1374<0.15
25458,16,CWE-120,135,0.1374,0.0714,0.2364,0.0714,0.0714,0.003,0.2364,False,score=0.1374<0.15
6312,16,CWE-120,136,0.1372,0.1286,0.1643,0.1,0.1429,0.0829,0.4065,False,score=0.1372<0.15
5294,16,CWE-120,137,0.1369,0.0714,0.2351,0.0714,0.0,0.0407,0.0,False,freq_unsafe=0.000<0.02; score=0.1369<0.15
25834,16,CWE-120,138,0.1369,0.0714,0.235,0.0714,0.0714,0.0106,0.235,False,score=0.1369<0.15
31316,16,CWE-120,139,0.1368,0.0714,0.2349,0.0714,0.0714,0.0023,0.2349,False,score=0.1368<0.15
10492,16,CWE-120,140,0.1364,0.0857,0.2125,0.0857,0.1429,0.1809,0.3542,False,score=0.1364<0.15
7269,16,CWE-120,141,0.1355,0.0714,0.2317,0.0714,0.0714,0.0151,0.2848,False,score=0.1355<0.15
23811,16,CWE-120,142,0.1345,0.0857,0.2076,0.0857,0.1429,0.1778,0.346,False,score=0.1345<0.15
6503,16,CWE-120,143,0.1342,0.0714,0.2283,0.0714,0.0714,0.006,0.2612,False,score=0.1342<0.15
5225,16,CWE-120,144,0.1341,0.0571,0.2496,0.0571,0.0714,0.0181,0.3131,False,score=0.1341<0.15
11782,16,CWE-120,145,0.1341,0.0857,0.2067,0.0857,0.1429,0.1778,0.3445,False,score=0.1341<0.15
9342,16,CWE-120,146,0.1335,0.2,0.091,0.0857,0.3571,0.4295,1.7471,False,score=0.1335<0.15
10726,16,CWE-120,147,0.1328,0.0714,0.2249,0.0714,0.0714,0.0106,0.2249,False,score=0.1328<0.15
8067,16,CWE-120,148,0.1322,0.0714,0.2235,0.0714,0.0714,0.0,0.2235,False,score=0.1322<0.15
4325,16,CWE-120,149,0.1321,0.0857,0.2017,0.0857,0.1429,0.1786,0.3362,False,score=0.1321<0.15
17868,16,CWE-120,150,0.1319,0.0857,0.2011,0.0857,0.1429,0.1778,0.3351,False,score=0.1319<0.15
5834,16,CWE-120,151,0.1308,0.0857,0.1985,0.0857,0.1429,0.1778,0.3308,False,score=0.1308<0.15
3763,16,CWE-120,152,0.1307,0.0714,0.2196,0.0714,0.0714,0.0015,0.2196,False,score=0.1307<0.15
5409,16,CWE-120,153,0.1302,0.0714,0.2182,0.0714,0.0714,0.0053,0.2182,False,score=0.1302<0.15
5035,16,CWE-120,154,0.1302,0.0714,0.2182,0.0714,0.0714,0.0015,0.2182,False,score=0.1302<0.15
20375,16,CWE-120,155,0.1301,0.0714,0.218,0.0714,0.0714,0.0301,0.2498,False,score=0.1301<0.15
4978,16,CWE-120,156,0.1299,0.0714,0.2175,0.0714,0.0714,0.0106,0.2175,False,score=0.1299<0.15
27973,16,CWE-120,157,0.1296,0.0571,0.2311,0.0714,0.0714,0.0339,0.3961,False,score=0.1296<0.15
686,16,CWE-120,158,0.1293,0.0571,0.2377,0.0571,0.0,0.0136,0.0,False,freq_unsafe=0.000<0.02; score=0.1293<0.15
16943,16,CWE-120,159,0.1293,0.0714,0.2161,0.0714,0.0714,0.0008,0.2161,False,score=0.1293<0.15
940,16,CWE-120,160,0.1293,0.0714,0.2161,0.0714,0.0714,0.0008,0.2161,False,score=0.1293<0.15
30478,16,CWE-120,161,0.1293,0.0857,0.1946,0.0857,0.1429,0.1801,0.3243,False,score=0.1293<0.15
7724,16,CWE-120,162,0.1291,0.0857,0.1942,0.0857,0.1429,0.1778,0.3236,False,score=0.1291<0.15
31569,16,CWE-120,163,0.1283,0.0714,0.2137,0.0714,0.0714,0.0219,0.2137,False,score=0.1283<0.15
4776,16,CWE-120,164,0.1282,0.0714,0.2133,0.0714,0.0714,0.0151,0.2133,False,score=0.1282<0.15
19907,16,CWE-120,165,0.1281,0.0857,0.1916,0.0857,0.1429,0.1778,0.3193,False,score=0.1281<0.15
14024,16,CWE-120,166,0.1277,0.0714,0.2121,0.0714,0.0714,0.003,0.2121,False,score=0.1277<0.15
10028,16,CWE-120,167,0.1272,0.0714,0.2108,0.0714,0.0714,0.0844,0.3975,False,score=0.1272<0.15
8180,16,CWE-120,168,0.1266,0.0714,0.2093,0.0714,0.0714,0.006,0.2093,False,score=0.1266<0.15
21892,16,CWE-120,169,0.1265,0.0857,0.1877,0.0857,0.1429,0.1816,0.3128,False,score=0.1265<0.15
15294,16,CWE-120,170,0.1258,0.0714,0.2145,0.0571,0.0714,0.0113,0.287,False,score=0.1258<0.15
24432,16,CWE-120,171,0.1253,0.0714,0.2061,0.0714,0.0714,0.003,0.2061,False,score=0.1253<0.15
18114,16,CWE-120,172,0.1251,0.0714,0.2056,0.0714,0.0714,0.0,0.2056,False,score=0.1251<0.15
3999,16,CWE-120,173,0.125,0.0714,0.2053,0.0714,0.0714,0.0023,0.2053,False,score=0.1250<0.15
27880,16,CWE-120,174,0.1249,0.0714,0.205,0.0714,0.0714,0.0023,0.205,False,score=0.1249<0.15
4718,16,CWE-120,175,0.1248,0.0714,0.2121,0.0571,0.0714,0.0008,0.2745,False,score=0.1248<0.15
26284,16,CWE-120,176,0.1246,0.0714,0.2043,0.0714,0.0714,0.0015,0.2043,False,score=0.1246<0.15
29750,16,CWE-120,177,0.1243,0.0714,0.2037,0.0714,0.0714,0.0158,0.2037,False,score=0.1243<0.15
15693,16,CWE-120,178,0.1238,0.0857,0.181,0.0857,0.1429,0.1899,0.3016,False,score=0.1238<0.15
20510,16,CWE-120,179,0.1238,0.0857,0.181,0.0857,0.1429,0.1794,0.3016,False,score=0.1238<0.15
25441,16,CWE-120,180,0.1237,0.0429,0.245,0.0429,0.0,0.0234,0.0,False,freq_unsafe=0.000<0.02; score=0.1237<0.15
9144,16,CWE-120,181,0.1235,0.1286,0.1515,0.0571,0.0714,0.15,0.2086,False,score=0.1235<0.15
25977,16,CWE-120,182,0.1232,0.0714,0.2008,0.0714,0.0714,0.0068,0.2008,False,score=0.1232<0.15
15917,16,CWE-120,183,0.1227,0.0714,0.1995,0.0714,0.0714,0.0053,0.1995,False,score=0.1227<0.15
15432,16,CWE-120,184,0.1226,0.0429,0.2423,0.0429,0.0,0.0226,0.0,False,freq_unsafe=0.000<0.02; score=0.1226<0.15
32376,16,CWE-120,185,0.1222,0.0714,0.1983,0.0714,0.0714,0.0045,0.2295,False,score=0.1222<0.15
25366,16,CWE-120,186,0.1219,0.0714,0.1975,0.0714,0.0714,0.0023,0.1975,False,score=0.1219<0.15
10982,16,CWE-120,187,0.1218,0.0714,0.1974,0.0714,0.0714,0.0038,0.1974,False,score=0.1218<0.15
3356,16,CWE-120,188,0.1217,0.0714,0.1971,0.0714,0.0714,0.003,0.1971,False,score=0.1217<0.15
17384,16,CWE-120,189,0.1216,0.0714,0.1969,0.0714,0.0714,0.0038,0.2401,False,score=0.1216<0.15
17667,16,CWE-120,190,0.1214,0.0714,0.1965,0.0714,0.0714,0.0121,0.1965,False,score=0.1214<0.15
4316,16,CWE-120,191,0.1214,0.0714,0.1963,0.0714,0.0714,0.0203,0.1963,False,score=0.1214<0.15
30345,16,CWE-120,192,0.1209,0.0714,0.1951,0.0714,0.0714,0.0023,0.1951,False,score=0.1209<0.15
10865,16,CWE-120,193,0.1209,0.0714,0.1951,0.0714,0.0714,0.009,0.1951,False,score=0.1209<0.15
17989,16,CWE-120,194,0.1208,0.0714,0.1949,0.0714,0.0714,0.009,0.1949,False,score=0.1208<0.15
2146,16,CWE-120,195,0.12,0.0714,0.1929,0.0714,0.0714,0.0158,0.2239,False,score=0.1200<0.15
4782,16,CWE-120,196,0.1199,0.0714,0.1926,0.0714,0.0714,0.0113,0.1926,False,score=0.1199<0.15
29031,16,CWE-120,197,0.119,0.0714,0.1903,0.0714,0.0714,0.0008,0.1903,False,score=0.1190<0.15
8498,16,CWE-120,198,0.1189,0.0714,0.1902,0.0714,0.0714,0.0045,0.1902,False,score=0.1189<0.15
15078,16,CWE-120,199,0.1189,0.0714,0.19,0.0714,0.0714,0.0015,0.19,False,score=0.1189<0.15
4056,16,CWE-120,200,0.1186,0.0714,0.1894,0.0714,0.0714,0.0008,0.1894,False,score=0.1186<0.15
6986,16,CWE-327,1,0.8625,0.3143,1.7421,0.2,0.8929,0.9208,8.8409,True,
9342,16,CWE-327,2,0.6359,0.3786,1.0934,0.2357,0.6071,0.425,3.3588,True,
1334,16,CWE-327,3,0.3605,0.2714,0.5727,0.1143,0.7143,0.7083,4.8187,True,
31902,16,CWE-327,4,0.3553,0.25,0.5382,0.2,0.25,0.0685,0.672,True,
23278,16,CWE-327,5,0.3405,0.1,0.7012,0.1,0.1429,0.179,1.0527,True,
29862,16,CWE-327,6,0.3367,0.2786,0.4881,0.15,0.3571,0.2772,1.2939,True,
7839,16,CWE-327,7,0.3342,0.3,0.4712,0.1286,0.5357,0.4524,3.5183,True,
9465,16,CWE-327,8,0.3289,0.2143,0.5259,0.1643,0.4286,0.3145,1.6651,True,
14376,16,CWE-327,9,0.3106,0.1714,0.5514,0.1071,0.1786,0.2765,0.6268,True,
26334,16,CWE-327,10,0.3103,0.0929,0.6365,0.0929,0.1429,0.1813,0.9792,True,
9816,16,CWE-327,11,0.3096,0.2,0.5204,0.1071,0.3929,0.2506,1.7297,True,
2917,16,CWE-327,12,0.3061,0.1286,0.5509,0.1714,0.1429,0.2993,0.3532,True,
11877,16,CWE-327,13,0.2821,0.1714,0.4659,0.1357,0.1786,0.2468,0.6265,True,
25717,16,CWE-327,14,0.278,0.2714,0.3557,0.1357,0.3571,0.2902,1.3475,True,
19741,16,CWE-327,15,0.2776,0.15,0.4904,0.1071,0.1786,0.0876,0.7965,True,
17518,16,CWE-327,16,0.2656,0.1643,0.4247,0.15,0.1786,0.0335,0.5318,True,
19743,16,CWE-327,17,0.2641,0.2071,0.3674,0.1714,0.4643,0.3945,1.5062,True,
26373,16,CWE-327,18,0.2567,0.1571,0.4345,0.1,0.1071,0.198,0.4217,True,
8219,16,CWE-327,19,0.2473,0.1071,0.4611,0.1,0.1071,0.0198,0.5127,True,
10281,16,CWE-327,20,0.2426,0.1786,0.36,0.1357,0.1071,0.2216,0.468,True,
5407,16,CWE-327,21,0.2329,0.2143,0.3001,0.1357,0.4643,0.5202,1.7666,True,
12340,16,CWE-327,22,0.2194,0.0929,0.4091,0.0929,0.1429,0.179,0.6294,True,
28170,16,CWE-327,23,0.216,0.1,0.3899,0.1,0.1429,0.1942,0.5763,True,
12779,16,CWE-327,24,0.2132,0.0714,0.4259,0.0714,0.0714,0.0076,0.4417,True,
26413,16,CWE-327,25,0.2104,0.1071,0.3652,0.1071,0.1071,0.0312,0.4224,True,
16532,16,CWE-327,26,0.2084,0.0929,0.3816,0.0929,0.1429,0.1805,0.5871,True,
23681,16,CWE-327,27,0.2081,0.0929,0.381,0.0929,0.1429,0.1782,0.5862,True,
27644,16,CWE-327,28,0.2044,0.0929,0.3717,0.0929,0.1429,0.1896,0.5719,True,
5570,16,CWE-327,29,0.2018,0.0929,0.3652,0.0929,0.1429,0.179,0.5619,True,
28022,16,CWE-327,30,0.1961,0.1071,0.3295,0.1071,0.0,0.0906,0.0,False,freq_unsafe=0.000<0.02
3121,16,CWE-327,31,0.1927,0.0714,0.3746,0.0714,0.0714,0.0069,0.3746,True,
13031,16,CWE-327,32,0.1882,0.0714,0.3634,0.0714,0.0714,0.0107,0.3634,True,
26274,16,CWE-327,33,0.183,0.1571,0.2396,0.1214,0.25,0.1508,0.7723,True,
24656,16,CWE-327,34,0.1758,0.1643,0.2359,0.0786,0.1786,0.0998,0.7674,True,
30216,16,CWE-327,35,0.1737,0.0714,0.3308,0.0643,0.0714,0.0091,0.3567,True,
11177,16,CWE-327,36,0.1723,0.0357,0.3771,0.0357,0.0357,0.0023,0.3771,True,
6219,16,CWE-327,37,0.1702,0.1,0.2827,0.0857,0.1071,0.048,0.4744,True,
10303,16,CWE-327,38,0.1701,0.1071,0.2646,0.1071,0.1071,0.0038,0.2646,True,
29717,16,CWE-327,39,0.1689,0.0357,0.3688,0.0357,0.0357,0.0,0.3688,True,
8413,16,CWE-327,40,0.1672,0.0929,0.2787,0.0929,0.1429,0.1828,0.4287,True,
9416,16,CWE-327,41,0.1657,0.1071,0.2535,0.1071,0.1786,0.2064,0.5586,True,
5835,16,CWE-327,42,0.1637,0.0714,0.302,0.0714,0.0714,0.0023,0.326,True,
9287,16,CWE-327,43,0.1633,0.2357,0.1118,0.1214,0.3571,0.3732,1.6783,True,
21851,16,CWE-327,44,0.1633,0.0357,0.3546,0.0357,0.0357,0.0,0.3546,True,
26704,16,CWE-327,45,0.1625,0.1071,0.2456,0.1071,0.1429,0.195,0.3146,True,
22911,16,CWE-327,46,0.162,0.0929,0.2656,0.0929,0.1429,0.1782,0.4086,True,
27127,16,CWE-327,47,0.1613,0.0357,0.3498,0.0357,0.0357,0.0053,0.3498,True,
6093,16,CWE-327,48,0.1577,0.2,0.162,0.0643,0.5714,0.5453,2.1578,True,
11031,16,CWE-327,49,0.1567,0.0357,0.3418,0.0286,0.0357,0.0053,0.4344,True,
27435,16,CWE-327,50,0.1562,0.1071,0.2334,0.1,0.1071,0.032,0.2906,True,
24686,16,CWE-327,51,0.1561,0.0929,0.2509,0.0929,0.1429,0.1782,0.386,True,
14739,16,CWE-327,52,0.1539,0.1143,0.2169,0.1071,0.1786,0.2338,0.4243,True,
30478,16,CWE-327,53,0.1527,0.1,0.2317,0.1,0.1429,0.1805,0.3243,True,
20409,16,CWE-327,54,0.1526,0.0714,0.2744,0.0714,0.0714,0.0053,0.2744,True,
19154,16,CWE-327,55,0.1507,0.0714,0.2695,0.0714,0.0714,0.0069,0.287,True,
