feature_id,layer,cwe_id,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,kept,source
9261,16,CWE-79,0.0283,0.0127,0.0518,0.0127,0.0127,0.0253,False,cve_pairs
22484,16,CWE-79,0.0283,0.0127,0.0518,0.0127,0.038,0.0253,False,cve_pairs
27399,16,CWE-79,0.0283,0.0127,0.0516,0.0127,0.0,0.0127,False,cve_pairs
32717,16,CWE-79,0.0282,0.0127,0.0516,0.0127,0.0127,0.0,False,cve_pairs
9355,16,CWE-79,0.0282,0.0127,0.0515,0.0127,0.0,0.0127,False,cve_pairs
25021,16,CWE-79,0.028,0.0127,0.0511,0.0127,0.0127,0.0,False,cve_pairs
3791,16,CWE-125,0.1802,0.1053,0.2991,0.0921,0.2105,0.1579,True,cve_pairs
19743,16,CWE-125,0.1739,0.0921,0.2966,0.0921,0.1579,0.0658,True,cve_pairs
6986,16,CWE-125,0.169,0.1447,0.2449,0.0658,0.9474,0.9605,True,cve_pairs
1218,16,CWE-125,0.1428,0.0526,0.278,0.0526,0.1711,0.1184,True,cve_pairs
17876,16,CWE-125,0.1392,0.0658,0.2494,0.0658,0.0789,0.0395,True,cve_pairs
6312,16,CWE-125,0.1269,0.0921,0.1922,0.0658,0.2895,0.2632,True,cve_pairs
11625,16,CWE-125,0.1241,0.0395,0.2509,0.0395,0.0789,0.0526,True,cve_pairs
1334,16,CWE-125,0.1178,0.0789,0.1958,0.0395,0.3158,0.2895,True,cve_pairs
10758,16,CWE-125,0.1128,0.0658,0.1899,0.0526,0.75,0.75,True,cve_pairs
11877,16,CWE-125,0.1101,0.0526,0.1963,0.0526,0.1184,0.1579,True,cve_pairs
9287,16,CWE-125,0.1093,0.0921,0.1549,0.0526,0.4474,0.4342,True,cve_pairs
2917,16,CWE-125,0.1083,0.0526,0.1984,0.0395,0.1842,0.2105,True,cve_pairs
14273,16,CWE-125,0.1055,0.0132,0.244,0.0132,0.0,0.0132,False,cve_pairs
8526,16,CWE-125,0.1048,0.0395,0.2028,0.0395,0.0789,0.0395,True,cve_pairs
4424,16,CWE-125,0.0967,0.0132,0.2221,0.0132,0.0132,0.0,False,cve_pairs
8381,16,CWE-125,0.0937,0.0789,0.129,0.0526,0.0526,0.1053,True,cve_pairs
15639,16,CWE-125,0.0933,0.0658,0.1412,0.0526,0.0921,0.0395,True,cve_pairs
17026,16,CWE-125,0.0897,0.0132,0.2045,0.0132,0.0,0.0132,False,cve_pairs
11466,16,CWE-125,0.089,0.0263,0.1831,0.0263,0.0,0.0263,False,cve_pairs
29799,16,CWE-125,0.0886,0.0789,0.1098,0.0658,0.25,0.2368,True,cve_pairs
25784,16,CWE-125,0.0874,0.0526,0.1396,0.0526,0.2105,0.1579,True,cve_pairs
26199,16,CWE-125,0.0873,0.0395,0.1591,0.0395,0.0658,0.0263,True,cve_pairs
16761,16,CWE-125,0.0869,0.0132,0.1976,0.0132,0.0,0.0132,False,cve_pairs
25697,16,CWE-125,0.0842,0.0395,0.1514,0.0395,0.0263,0.0658,True,cve_pairs
9820,16,CWE-125,0.0828,0.0395,0.1478,0.0395,0.1711,0.1447,True,cve_pairs
14739,16,CWE-125,0.0818,0.0526,0.132,0.0395,0.1579,0.1184,True,cve_pairs
160,16,CWE-125,0.0807,0.0395,0.1424,0.0395,0.0526,0.0132,True,cve_pairs
28446,16,CWE-125,0.0798,0.0132,0.1798,0.0132,0.0132,0.0,False,cve_pairs
21901,16,CWE-125,0.0789,0.0263,0.1577,0.0263,0.0132,0.0395,False,cve_pairs
25902,16,CWE-125,0.078,0.0263,0.1555,0.0263,0.0263,0.0,True,cve_pairs
13697,16,CWE-125,0.0778,0.0132,0.1747,0.0132,0.0132,0.0,False,cve_pairs
9342,16,CWE-125,0.0777,0.0921,0.0759,0.0526,0.4605,0.4605,True,cve_pairs
3991,16,CWE-125,0.0773,0.0395,0.1341,0.0395,0.0263,0.0658,True,cve_pairs
11926,16,CWE-125,0.075,0.0395,0.1284,0.0395,0.1053,0.1447,True,cve_pairs
15920,16,CWE-125,0.0744,0.0395,0.1268,0.0395,0.0132,0.0526,False,cve_pairs
10017,16,CWE-125,0.0738,0.0263,0.145,0.0263,0.0,0.0263,False,cve_pairs
5294,16,CWE-125,0.0736,0.0395,0.1247,0.0395,0.0658,0.0263,True,cve_pairs
17065,16,CWE-125,0.0731,0.0263,0.1433,0.0263,0.0395,0.0132,True,cve_pairs
228,16,CWE-125,0.0731,0.0526,0.1038,0.0526,0.0526,0.0789,True,cve_pairs
24468,16,CWE-125,0.0724,0.0395,0.1218,0.0395,0.0395,0.0,True,cve_pairs
6732,16,CWE-125,0.0718,0.0263,0.14,0.0263,0.0,0.0263,False,cve_pairs
24130,16,CWE-125,0.0716,0.0395,0.1198,0.0395,0.1579,0.1184,True,cve_pairs
15617,16,CWE-125,0.0712,0.0132,0.1583,0.0132,0.0132,0.0,False,cve_pairs
2167,16,CWE-125,0.0708,0.0263,0.1376,0.0263,0.0526,0.0263,True,cve_pairs
4910,16,CWE-125,0.0706,0.0132,0.1568,0.0132,0.0,0.0132,False,cve_pairs
1023,16,CWE-125,0.0701,0.0263,0.1358,0.0263,0.0526,0.0263,True,cve_pairs
30752,16,CWE-125,0.0701,0.0395,0.116,0.0395,0.0263,0.0658,True,cve_pairs
31500,16,CWE-125,0.0695,0.0263,0.1342,0.0263,0.0,0.0263,False,cve_pairs
25280,16,CWE-125,0.0694,0.0395,0.1143,0.0395,0.0,0.0395,False,cve_pairs
24964,16,CWE-125,0.0692,0.0263,0.1336,0.0263,0.0,0.0263,False,cve_pairs
10895,16,CWE-125,0.0691,0.0132,0.1531,0.0132,0.0,0.0132,False,cve_pairs
29862,16,CWE-125,0.069,0.0395,0.12,0.0263,0.1842,0.1579,True,cve_pairs
16339,16,CWE-125,0.069,0.0658,0.087,0.0395,0.1447,0.1053,True,cve_pairs
11139,16,CWE-125,0.0671,0.0395,0.1085,0.0395,0.0132,0.0526,False,cve_pairs
190,16,CWE-125,0.0667,0.0263,0.1273,0.0263,0.0789,0.0526,True,cve_pairs
25611,16,CWE-125,0.0667,0.0132,0.147,0.0132,0.0,0.0132,False,cve_pairs
18857,16,CWE-125,0.0665,0.0526,0.0939,0.0395,0.2105,0.2237,True,cve_pairs
7177,16,CWE-125,0.0664,0.0263,0.1266,0.0263,0.0395,0.0132,True,cve_pairs
6219,16,CWE-125,0.066,0.0263,0.1256,0.0263,0.0,0.0263,False,cve_pairs
25262,16,CWE-125,0.0658,0.0263,0.1184,0.0395,0.0526,0.0263,True,cve_pairs
10281,16,CWE-125,0.0654,0.0658,0.0713,0.0526,0.2763,0.2632,True,cve_pairs
17228,16,CWE-125,0.0653,0.0132,0.1434,0.0132,0.0132,0.0,False,cve_pairs
10374,16,CWE-125,0.0652,0.0263,0.1236,0.0263,0.0,0.0263,False,cve_pairs
6093,16,CWE-125,0.0651,0.0789,0.0574,0.0526,0.2237,0.2105,True,cve_pairs
4465,16,CWE-125,0.065,0.0263,0.1229,0.0263,0.0395,0.0658,True,cve_pairs
22288,16,CWE-125,0.0646,0.0526,0.0892,0.0395,0.1579,0.1184,True,cve_pairs
18725,16,CWE-125,0.0645,0.0132,0.1416,0.0132,0.0,0.0132,False,cve_pairs
11630,16,CWE-125,0.0644,0.0395,0.1019,0.0395,0.0526,0.0263,True,cve_pairs
26550,16,CWE-125,0.0639,0.0395,0.1005,0.0395,0.0658,0.0395,True,cve_pairs
6599,16,CWE-125,0.0639,0.0263,0.1202,0.0263,0.1053,0.0789,True,cve_pairs
16892,16,CWE-125,0.0636,0.0263,0.1195,0.0263,0.0658,0.0789,True,cve_pairs
24959,16,CWE-125,0.0633,0.0395,0.0924,0.0526,0.1053,0.0658,True,cve_pairs
18936,16,CWE-125,0.0624,0.0132,0.1363,0.0132,0.0,0.0132,False,cve_pairs
3497,16,CWE-125,0.0612,0.0132,0.1333,0.0132,0.0,0.0132,False,cve_pairs
1951,16,CWE-125,0.0606,0.0263,0.112,0.0263,0.0526,0.0789,True,cve_pairs
10025,16,CWE-125,0.0605,0.0263,0.1118,0.0263,0.0,0.0263,False,cve_pairs
5453,16,CWE-125,0.0604,0.0132,0.1314,0.0132,0.0132,0.0,False,cve_pairs
25185,16,CWE-125,0.0602,0.0263,0.1109,0.0263,0.0263,0.0,True,cve_pairs
16656,16,CWE-125,0.0599,0.0526,0.0775,0.0395,0.1053,0.1316,True,cve_pairs
11635,16,CWE-125,0.0598,0.0395,0.0903,0.0395,0.0132,0.0526,False,cve_pairs
26373,16,CWE-125,0.0596,0.0658,0.07,0.0263,0.2105,0.1842,True,cve_pairs
14376,16,CWE-125,0.0593,0.0395,0.0957,0.0263,0.2895,0.2895,True,cve_pairs
2246,16,CWE-125,0.0593,0.0132,0.1286,0.0132,0.0,0.0132,False,cve_pairs
29656,16,CWE-125,0.0591,0.0263,0.1083,0.0263,0.0263,0.0,True,cve_pairs
22279,16,CWE-125,0.0591,0.0263,0.1083,0.0263,0.0132,0.0395,False,cve_pairs
21982,16,CWE-125,0.0589,0.0263,0.1013,0.0395,0.0526,0.0263,True,cve_pairs
40,16,CWE-125,0.0588,0.0263,0.1076,0.0263,0.0,0.0263,False,cve_pairs
1040,16,CWE-125,0.0582,0.0263,0.1059,0.0263,0.0263,0.0,True,cve_pairs
30339,16,CWE-125,0.058,0.0132,0.1253,0.0132,0.0132,0.0,False,cve_pairs
24333,16,CWE-125,0.0576,0.0132,0.1242,0.0132,0.0132,0.0,False,cve_pairs
9816,16,CWE-125,0.0575,0.0526,0.0713,0.0395,0.2237,0.25,True,cve_pairs
7328,16,CWE-125,0.0574,0.0395,0.0843,0.0395,0.0526,0.0789,True,cve_pairs
27435,16,CWE-125,0.0574,0.0263,0.104,0.0263,0.0395,0.0132,True,cve_pairs
25021,16,CWE-125,0.0573,0.0132,0.1234,0.0132,0.0132,0.0263,False,cve_pairs
18089,16,CWE-125,0.0571,0.0132,0.123,0.0132,0.0132,0.0,False,cve_pairs
22402,16,CWE-125,0.0561,0.0263,0.1009,0.0263,0.0132,0.0263,False,cve_pairs
32130,16,CWE-125,0.0559,0.0132,0.1201,0.0132,0.0263,0.0132,True,cve_pairs
26213,16,CWE-125,0.0559,0.0132,0.1201,0.0132,0.0263,0.0132,True,cve_pairs
958,16,CWE-125,0.0556,0.0132,0.1192,0.0132,0.0,0.0132,False,cve_pairs
26103,16,CWE-125,0.0554,0.0132,0.1187,0.0132,0.0132,0.0,False,cve_pairs
23752,16,CWE-125,0.0553,0.0132,0.1185,0.0132,0.0132,0.0,False,cve_pairs
4234,16,CWE-125,0.0552,0.0263,0.0985,0.0263,0.0,0.0263,False,cve_pairs
16371,16,CWE-125,0.0551,0.0132,0.118,0.0132,0.0132,0.0,False,cve_pairs
22893,16,CWE-125,0.0545,0.0132,0.1164,0.0132,0.0263,0.0132,True,cve_pairs
30510,16,CWE-125,0.0545,0.0263,0.0967,0.0263,0.0526,0.0263,True,cve_pairs
26205,16,CWE-125,0.0542,0.0263,0.0959,0.0263,0.0,0.0263,False,cve_pairs
23624,16,CWE-125,0.0539,0.0263,0.0952,0.0263,0.0263,0.0526,True,cve_pairs
26274,16,CWE-125,0.0533,0.0526,0.0675,0.0263,0.1053,0.1184,True,cve_pairs
30728,16,CWE-125,0.0529,0.0132,0.1124,0.0132,0.0132,0.0263,False,cve_pairs
28170,16,CWE-125,0.0527,0.0263,0.0923,0.0263,0.0395,0.0132,True,cve_pairs
13382,16,CWE-125,0.0527,0.0263,0.0922,0.0263,0.0395,0.0132,True,cve_pairs
32704,16,CWE-125,0.0525,0.0263,0.0918,0.0263,0.0395,0.0132,True,cve_pairs
25067,16,CWE-125,0.0525,0.0132,0.1114,0.0132,0.0263,0.0395,True,cve_pairs
0,16,CWE-125,0.0524,0.0132,0.1114,0.0132,0.0,0.0132,False,cve_pairs
22720,16,CWE-125,0.0523,0.0658,0.0518,0.0263,0.3158,0.3026,True,cve_pairs
31632,16,CWE-125,0.052,0.0132,0.1102,0.0132,0.0132,0.0,False,cve_pairs
9647,16,CWE-125,0.0513,0.0132,0.1086,0.0132,0.0,0.0132,False,cve_pairs
20259,16,CWE-125,0.0512,0.0132,0.1083,0.0132,0.0132,0.0,False,cve_pairs
28202,16,CWE-125,0.0511,0.0132,0.1081,0.0132,0.0263,0.0263,True,cve_pairs
9794,16,CWE-125,0.0504,0.0132,0.1062,0.0132,0.0,0.0132,False,cve_pairs
5721,16,CWE-125,0.0503,0.0132,0.1061,0.0132,0.0,0.0132,False,cve_pairs
25627,16,CWE-125,0.0498,0.0132,0.1047,0.0132,0.0132,0.0,False,cve_pairs
3274,16,CWE-125,0.0495,0.0132,0.1041,0.0132,0.0132,0.0,False,cve_pairs
4735,16,CWE-125,0.0494,0.0395,0.0643,0.0395,0.1184,0.0921,False,cve_pairs
8845,16,CWE-125,0.0493,0.0263,0.0838,0.0263,0.0,0.0263,False,cve_pairs
24183,16,CWE-125,0.0492,0.0263,0.0835,0.0263,0.0263,0.0526,False,cve_pairs
12340,16,CWE-125,0.0491,0.0263,0.0833,0.0263,0.0789,0.0526,False,cve_pairs
26704,16,CWE-125,0.049,0.0263,0.083,0.0263,0.0526,0.0263,False,cve_pairs
6610,16,CWE-125,0.0489,0.0263,0.0828,0.0263,0.0263,0.0,False,cve_pairs
12883,16,CWE-125,0.0489,0.0263,0.0827,0.0263,0.0132,0.0395,False,cve_pairs
15096,16,CWE-125,0.0488,0.0132,0.1022,0.0132,0.0,0.0132,False,cve_pairs
2011,16,CWE-125,0.0488,0.0132,0.1021,0.0132,0.0,0.0132,False,cve_pairs
26059,16,CWE-125,0.0487,0.0132,0.1021,0.0132,0.0132,0.0132,False,cve_pairs
10357,16,CWE-125,0.048,0.0132,0.1002,0.0132,0.0263,0.0132,False,cve_pairs
3888,16,CWE-125,0.0478,0.0263,0.0799,0.0263,0.0,0.0263,False,cve_pairs
22230,16,CWE-125,0.0475,0.0526,0.0529,0.0263,0.0658,0.0526,False,cve_pairs
26419,16,CWE-125,0.0472,0.0132,0.0982,0.0132,0.0132,0.0,False,cve_pairs
24445,16,CWE-125,0.0471,0.0132,0.0981,0.0132,0.0,0.0132,False,cve_pairs
4975,16,CWE-125,0.0471,0.0263,0.0782,0.0263,0.0395,0.0132,False,cve_pairs
24044,16,CWE-125,0.0468,0.0132,0.0974,0.0132,0.0,0.0132,False,cve_pairs
28306,16,CWE-125,0.0468,0.0263,0.071,0.0395,0.0263,0.0526,False,cve_pairs
21830,16,CWE-125,0.0468,0.0132,0.0972,0.0132,0.0,0.0132,False,cve_pairs
14889,16,CWE-125,0.0467,0.0132,0.0971,0.0132,0.0263,0.0395,False,cve_pairs
448,16,CWE-125,0.0466,0.0132,0.0967,0.0132,0.0132,0.0,False,cve_pairs
29659,16,CWE-125,0.0465,0.0263,0.0769,0.0263,0.0132,0.0395,False,cve_pairs
23278,16,CWE-125,0.0464,0.0132,0.0964,0.0132,0.0263,0.0132,False,cve_pairs
8488,16,CWE-125,0.0461,0.0132,0.0955,0.0132,0.0,0.0132,False,cve_pairs
31441,16,CWE-125,0.0456,0.0132,0.0943,0.0132,0.0263,0.0132,False,cve_pairs
7839,16,CWE-125,0.0456,0.0263,0.0745,0.0263,0.0395,0.0658,False,cve_pairs
12126,16,CWE-125,0.0455,0.0132,0.0941,0.0132,0.0132,0.0263,False,cve_pairs
18464,16,CWE-125,0.0453,0.0263,0.0737,0.0263,0.0263,0.0,False,cve_pairs
12751,16,CWE-125,0.0453,0.0132,0.0934,0.0132,0.0263,0.0132,False,cve_pairs
15693,16,CWE-125,0.0452,0.0263,0.0735,0.0263,0.0395,0.0132,False,cve_pairs
18545,16,CWE-125,0.045,0.0263,0.0797,0.0132,0.0263,0.0395,False,cve_pairs
20272,16,CWE-125,0.0449,0.0263,0.0728,0.0263,0.0395,0.0132,False,cve_pairs
4950,16,CWE-125,0.0448,0.0526,0.0397,0.0395,0.0526,0.0921,False,cve_pairs
24498,16,CWE-125,0.0447,0.0132,0.0921,0.0132,0.0,0.0132,False,cve_pairs
30511,16,CWE-125,0.0447,0.0132,0.092,0.0132,0.0,0.0132,False,cve_pairs
6975,16,CWE-125,0.0447,0.0263,0.0722,0.0263,0.0,0.0263,False,cve_pairs
21330,16,CWE-125,0.0446,0.0132,0.0918,0.0132,0.0132,0.0,False,cve_pairs
1320,16,CWE-125,0.0446,0.0263,0.0786,0.0132,0.0395,0.0263,False,cve_pairs
32049,16,CWE-125,0.0445,0.0132,0.0915,0.0132,0.0132,0.0,False,cve_pairs
31118,16,CWE-125,0.0443,0.0263,0.0712,0.0263,0.0526,0.0263,False,cve_pairs
1710,16,CWE-125,0.0439,0.0526,0.0441,0.0263,0.1842,0.1974,False,cve_pairs
9845,16,CWE-125,0.0438,0.0132,0.0897,0.0132,0.0132,0.0,False,cve_pairs
18483,16,CWE-125,0.0437,0.0132,0.0894,0.0132,0.0132,0.0,False,cve_pairs
15183,16,CWE-125,0.0436,0.0263,0.0694,0.0263,0.0395,0.0132,False,cve_pairs
15955,16,CWE-125,0.0433,0.0658,0.0358,0.0132,0.1184,0.1053,False,cve_pairs
8990,16,CWE-125,0.043,0.0132,0.0878,0.0132,0.0132,0.0,False,cve_pairs
17628,16,CWE-125,0.0427,0.0263,0.0672,0.0263,0.0789,0.0526,False,cve_pairs
24379,16,CWE-125,0.0425,0.0263,0.0668,0.0263,0.0395,0.0132,False,cve_pairs
2270,16,CWE-125,0.0424,0.0132,0.0863,0.0132,0.0132,0.0,False,cve_pairs
22205,16,CWE-125,0.0424,0.0263,0.0732,0.0132,0.0395,0.0263,False,cve_pairs
1053,16,CWE-125,0.0424,0.0132,0.0862,0.0132,0.0395,0.0263,False,cve_pairs
9465,16,CWE-125,0.0424,0.0789,0.0006,0.0526,0.2763,0.3289,False,cve_pairs
11716,16,CWE-125,0.0423,0.0526,0.0399,0.0263,0.0789,0.0921,False,cve_pairs
14189,16,CWE-125,0.0421,0.0132,0.0855,0.0132,0.0132,0.0,False,cve_pairs
27540,16,CWE-125,0.0421,0.0263,0.0657,0.0263,0.0263,0.0,False,cve_pairs
11595,16,CWE-125,0.042,0.0395,0.0524,0.0263,0.2368,0.2368,False,cve_pairs
26121,16,CWE-125,0.0419,0.0132,0.0851,0.0132,0.0132,0.0,False,cve_pairs
26334,16,CWE-125,0.0417,0.0132,0.0845,0.0132,0.0263,0.0132,False,cve_pairs
9437,16,CWE-125,0.0416,0.0132,0.0842,0.0132,0.0132,0.0,False,cve_pairs
20070,16,CWE-125,0.0414,0.0132,0.0839,0.0132,0.0,0.0132,False,cve_pairs
4961,16,CWE-125,0.0414,0.0263,0.064,0.0263,0.0,0.0263,False,cve_pairs
32266,16,CWE-125,0.0414,0.0263,0.0639,0.0263,0.0,0.0263,False,cve_pairs
7775,16,CWE-125,0.0414,0.0263,0.0639,0.0263,0.0263,0.0,False,cve_pairs
7916,16,CWE-125,0.0413,0.0132,0.0836,0.0132,0.0132,0.0,False,cve_pairs
4469,16,CWE-125,0.0412,0.0132,0.0833,0.0132,0.0132,0.0,False,cve_pairs
1111,16,CWE-125,0.0412,0.0263,0.0635,0.0263,0.0,0.0263,False,cve_pairs
16105,16,CWE-125,0.0412,0.0132,0.0832,0.0132,0.0,0.0132,False,cve_pairs
21892,16,CWE-125,0.0408,0.0263,0.0626,0.0263,0.0789,0.0526,False,cve_pairs
9643,16,CWE-125,0.0407,0.0263,0.0623,0.0263,0.0263,0.0,False,cve_pairs
31541,16,CWE-125,0.0404,0.0132,0.0812,0.0132,0.0,0.0132,False,cve_pairs
22104,16,CWE-125,0.0403,0.0263,0.0612,0.0263,0.0,0.0263,False,cve_pairs
26138,16,CWE-125,0.04,0.0132,0.0803,0.0132,0.0395,0.0263,False,cve_pairs
8679,16,CWE-125,0.0397,0.0132,0.0796,0.0132,0.0,0.0132,False,cve_pairs
23845,16,CWE-125,0.0397,0.0132,0.0796,0.0132,0.0132,0.0,False,cve_pairs
23422,16,CWE-125,0.0397,0.0263,0.0597,0.0263,0.0,0.0263,False,cve_pairs
32552,16,CWE-125,0.0395,0.0132,0.0791,0.0132,0.0,0.0132,False,cve_pairs
8076,16,CWE-125,0.0394,0.0263,0.0591,0.0263,0.0263,0.0,False,cve_pairs
6986,16,CWE-787,0.1759,0.0923,0.3168,0.0615,0.9846,0.9692,False,cve_pairs
6093,16,CWE-787,0.1151,0.0462,0.2184,0.0462,0.2615,0.2308,True,cve_pairs
14376,16,CWE-787,0.115,0.0615,0.1952,0.0615,0.3077,0.2462,True,cve_pairs
9768,16,CWE-787,0.1042,0.0462,0.1913,0.0462,0.0308,0.0769,True,cve_pairs
22720,16,CWE-787,0.1001,0.0462,0.1734,0.0615,0.2615,0.2923,True,cve_pairs
5034,16,CWE-787,0.0984,0.0615,0.1537,0.0615,0.0923,0.1538,True,cve_pairs
9820,16,CWE-787,0.095,0.0462,0.1683,0.0462,0.1385,0.1846,True,cve_pairs
27215,16,CWE-787,0.0899,0.0308,0.1787,0.0308,0.0308,0.0,True,cve_pairs
11907,16,CWE-787,0.0889,0.0308,0.176,0.0308,0.0154,0.0462,False,cve_pairs
1218,16,CWE-787,0.0849,0.0308,0.1661,0.0308,0.1385,0.1692,True,cve_pairs
16587,16,CWE-787,0.0846,0.0154,0.1884,0.0154,0.0154,0.0,False,cve_pairs
22288,16,CWE-787,0.0844,0.0462,0.1418,0.0462,0.2,0.1538,True,cve_pairs
22206,16,CWE-787,0.0798,0.0154,0.1763,0.0154,0.0154,0.0308,False,cve_pairs
1320,16,CWE-787,0.0778,0.0308,0.1483,0.0308,0.0308,0.0,True,cve_pairs
10758,16,CWE-787,0.0777,0.0615,0.1096,0.0462,0.8154,0.8,True,cve_pairs
11595,16,CWE-787,0.0765,0.0615,0.1067,0.0462,0.2154,0.2154,True,cve_pairs
29960,16,CWE-787,0.075,0.0154,0.1645,0.0154,0.0,0.0154,False,cve_pairs
17625,16,CWE-787,0.0738,0.0462,0.1152,0.0462,0.0462,0.0,True,cve_pairs
12060,16,CWE-787,0.0737,0.0154,0.1612,0.0154,0.0154,0.0,False,cve_pairs
19743,16,CWE-787,0.0715,0.0462,0.1018,0.0615,0.1846,0.2,True,cve_pairs
24815,16,CWE-787,0.0711,0.0308,0.1316,0.0308,0.0,0.0308,False,cve_pairs
11756,16,CWE-787,0.0699,0.0154,0.1516,0.0154,0.0,0.0154,False,cve_pairs
14034,16,CWE-787,0.0694,0.0308,0.1273,0.0308,0.0,0.0308,False,cve_pairs
22493,16,CWE-787,0.0691,0.0308,0.1266,0.0308,0.0154,0.0462,False,cve_pairs
1334,16,CWE-787,0.0689,0.0615,0.0877,0.0462,0.2923,0.3231,True,cve_pairs
25717,16,CWE-787,0.0688,0.0769,0.0721,0.0462,0.1846,0.1692,True,cve_pairs
23335,16,CWE-787,0.0685,0.0308,0.1251,0.0308,0.0308,0.0,True,cve_pairs
14666,16,CWE-787,0.0676,0.0308,0.1228,0.0308,0.0,0.0308,False,cve_pairs
9416,16,CWE-787,0.0672,0.0462,0.0988,0.0462,0.1077,0.0615,True,cve_pairs
19933,16,CWE-787,0.0671,0.0308,0.1215,0.0308,0.0,0.0308,False,cve_pairs
15432,16,CWE-787,0.0653,0.0308,0.1172,0.0308,0.0154,0.0462,False,cve_pairs
9342,16,CWE-787,0.065,0.0462,0.101,0.0308,0.4615,0.4769,True,cve_pairs
16892,16,CWE-787,0.065,0.0308,0.1162,0.0308,0.0769,0.0462,True,cve_pairs
18805,16,CWE-787,0.0639,0.0308,0.1137,0.0308,0.0462,0.0154,True,cve_pairs
5951,16,CWE-787,0.0639,0.0308,0.1136,0.0308,0.0769,0.0462,True,cve_pairs
21415,16,CWE-787,0.0638,0.0154,0.1364,0.0154,0.0,0.0154,False,cve_pairs
24157,16,CWE-787,0.0633,0.0154,0.1351,0.0154,0.0,0.0154,False,cve_pairs
2917,16,CWE-787,0.0621,0.0769,0.0628,0.0308,0.2769,0.2769,True,cve_pairs
7839,16,CWE-787,0.0618,0.0308,0.1084,0.0308,0.0154,0.0462,False,cve_pairs
22137,16,CWE-787,0.0618,0.0154,0.1314,0.0154,0.0154,0.0,False,cve_pairs
32691,16,CWE-787,0.0568,0.0154,0.1189,0.0154,0.0,0.0154,False,cve_pairs
4163,16,CWE-787,0.0566,0.0308,0.0954,0.0308,0.0154,0.0462,False,cve_pairs
329,16,CWE-787,0.0563,0.0308,0.0945,0.0308,0.0462,0.0154,True,cve_pairs
16828,16,CWE-787,0.0561,0.0154,0.1173,0.0154,0.0154,0.0,False,cve_pairs
22892,16,CWE-787,0.0559,0.0615,0.0627,0.0308,0.4,0.4154,True,cve_pairs
25550,16,CWE-787,0.0558,0.0154,0.1164,0.0154,0.0,0.0154,False,cve_pairs
14671,16,CWE-787,0.0555,0.0154,0.1156,0.0154,0.0154,0.0,False,cve_pairs
32586,16,CWE-787,0.0553,0.0154,0.1152,0.0154,0.0,0.0154,False,cve_pairs
19806,16,CWE-787,0.0551,0.0154,0.1148,0.0154,0.0154,0.0,False,cve_pairs
28022,16,CWE-787,0.0551,0.0462,0.0762,0.0308,0.1385,0.1538,True,cve_pairs
22135,16,CWE-787,0.0548,0.0154,0.1138,0.0154,0.0154,0.0,False,cve_pairs
17395,16,CWE-787,0.0538,0.0308,0.0884,0.0308,0.0615,0.0923,True,cve_pairs
3678,16,CWE-787,0.0534,0.0308,0.0873,0.0308,0.0,0.0308,False,cve_pairs
8137,16,CWE-787,0.0534,0.0308,0.0949,0.0154,0.0462,0.0615,True,cve_pairs
10281,16,CWE-787,0.0533,0.0308,0.0872,0.0308,0.0923,0.1231,True,cve_pairs
2580,16,CWE-787,0.0531,0.0154,0.1097,0.0154,0.0,0.0154,False,cve_pairs
13716,16,CWE-787,0.0522,0.0154,0.1074,0.0154,0.0308,0.0154,True,cve_pairs
12955,16,CWE-787,0.0515,0.0308,0.0749,0.0462,0.0923,0.1077,True,cve_pairs
26732,16,CWE-787,0.0512,0.0154,0.1049,0.0154,0.0154,0.0,False,cve_pairs
15897,16,CWE-787,0.0504,0.0154,0.103,0.0154,0.0154,0.0,False,cve_pairs
228,16,CWE-787,0.0504,0.0308,0.0797,0.0308,0.0615,0.0308,True,cve_pairs
3785,16,CWE-787,0.0503,0.0308,0.0797,0.0308,0.0462,0.0154,True,cve_pairs
22389,16,CWE-787,0.0503,0.0308,0.0795,0.0308,0.0308,0.0,True,cve_pairs
3944,16,CWE-787,0.0502,0.0308,0.0793,0.0308,0.0,0.0308,False,cve_pairs
26709,16,CWE-787,0.0499,0.0308,0.0785,0.0308,0.0308,0.0,False,cve_pairs
3030,16,CWE-787,0.0497,0.0154,0.1012,0.0154,0.0154,0.0,False,cve_pairs
2412,16,CWE-787,0.0496,0.0154,0.101,0.0154,0.0154,0.0308,False,cve_pairs
31203,16,CWE-787,0.0495,0.0154,0.1008,0.0154,0.0154,0.0,False,cve_pairs
14521,16,CWE-787,0.0495,0.0308,0.0775,0.0308,0.0,0.0308,False,cve_pairs
18369,16,CWE-787,0.0491,0.0308,0.0767,0.0308,0.0462,0.0154,False,cve_pairs
22678,16,CWE-787,0.0491,0.0308,0.0766,0.0308,0.0,0.0308,False,cve_pairs
10199,16,CWE-787,0.049,0.0154,0.0994,0.0154,0.0,0.0154,False,cve_pairs
27091,16,CWE-787,0.0487,0.0154,0.0988,0.0154,0.0308,0.0154,False,cve_pairs
14739,16,CWE-787,0.048,0.0308,0.0739,0.0308,0.0923,0.1231,False,cve_pairs
5294,16,CWE-787,0.0479,0.0154,0.0968,0.0154,0.0154,0.0,False,cve_pairs
13103,16,CWE-787,0.0478,0.0154,0.0963,0.0154,0.0,0.0154,False,cve_pairs
