feature_id,layer,cwe_id,score,hist_dist,delta_mu,ks_stat,freq_unsafe,freq_safe,kept,source
13827,19,CWE-89,0.1651,0.1714,0.17,0.1429,0.1429,0.2106,True,cyber_dev
14440,19,CWE-89,0.165,0.2857,0.0696,0.1143,0.2857,0.1897,True,cyber_dev
20508,19,CWE-89,0.1644,0.1143,0.2254,0.1429,0.1429,0.0067,True,cyber_dev
30808,19,CWE-89,0.1636,0.1429,0.209,0.1143,0.1429,0.0232,True,cyber_dev
6808,19,CWE-89,0.1627,0.0857,0.2781,0.0857,0.0,0.0292,False,cyber_dev
27769,19,CWE-89,0.1626,0.1429,0.2065,0.1143,0.1429,0.03,True,cyber_dev
18279,19,CWE-89,0.162,0.1429,0.2194,0.0857,0.1429,0.0525,True,cyber_dev
27034,19,CWE-89,0.1592,0.1429,0.1979,0.1143,0.1429,0.042,True,cyber_dev
3172,19,CWE-89,0.1588,0.1429,0.1971,0.1143,0.1429,0.0097,True,cyber_dev
24717,19,CWE-89,0.1584,0.0857,0.2673,0.0857,0.0,0.1079,False,cyber_dev
29545,19,CWE-89,0.1583,0.1143,0.2244,0.1143,0.1429,0.0367,True,cyber_dev
10111,19,CWE-89,0.1556,0.0571,0.3032,0.0571,0.0,0.051,False,cyber_dev
4380,19,CWE-89,0.1536,0.0571,0.2982,0.0571,0.0,0.018,False,cyber_dev
1367,19,CWE-89,0.1528,0.0571,0.2963,0.0571,0.0,0.015,False,cyber_dev
12423,19,CWE-89,0.1521,0.0286,0.3375,0.0286,0.0,0.0007,False,cyber_dev
15049,19,CWE-89,0.1508,0.0571,0.2914,0.0571,0.0,0.0195,False,cyber_dev
20937,19,CWE-89,0.1461,0.2286,0.0796,0.1143,0.2857,0.2826,False,cyber_dev
18993,19,CWE-89,0.1449,0.0857,0.2336,0.0857,0.0,0.0375,False,cyber_dev
472,19,CWE-89,0.1433,0.0571,0.2727,0.0571,0.0,0.0045,False,cyber_dev
13913,19,CWE-89,0.1407,0.1143,0.1802,0.1143,0.1429,0.0502,False,cyber_dev
4312,19,CWE-89,0.1392,0.2,0.0622,0.1714,0.2857,0.2534,False,cyber_dev
806,19,CWE-89,0.1387,0.1429,0.161,0.0857,0.1429,0.0645,False,cyber_dev
15946,19,CWE-89,0.1374,0.1429,0.1577,0.0857,0.1429,0.0375,False,cyber_dev
30742,19,CWE-89,0.1373,0.1429,0.1575,0.0857,0.1429,0.0847,False,cyber_dev
25229,19,CWE-89,0.1368,0.0286,0.2993,0.0286,0.0,0.0022,False,cyber_dev
27826,19,CWE-89,0.1356,0.0571,0.2533,0.0571,0.0,0.024,False,cyber_dev
22755,19,CWE-89,0.1344,0.0571,0.2504,0.0571,0.0,0.0067,False,cyber_dev
1748,19,CWE-89,0.1335,0.1429,0.1336,0.1143,0.1429,0.1034,False,cyber_dev
23436,19,CWE-89,0.1326,0.0857,0.203,0.0857,0.0,0.0495,False,cyber_dev
29385,19,CWE-89,0.1321,0.0286,0.2874,0.0286,0.0,0.0007,False,cyber_dev
14097,19,CWE-89,0.1314,0.0857,0.2,0.0857,0.0,0.0337,False,cyber_dev
29810,19,CWE-89,0.131,0.1429,0.1274,0.1143,0.1429,0.1147,False,cyber_dev
16897,19,CWE-338,1.3355,0.76,2.3988,0.36,0.8,0.9394,True,cyber_dev
151,19,CWE-338,1.0794,0.6,1.9784,0.24,0.4,0.6003,True,cyber_dev
2287,19,CWE-338,0.9226,0.64,1.4666,0.4,0.8,0.4663,True,cyber_dev
2068,19,CWE-338,0.8539,0.52,1.4348,0.36,0.6,0.4543,True,cyber_dev
19738,19,CWE-338,0.8307,0.32,1.6368,0.24,0.4,0.4813,True,cyber_dev
12068,19,CWE-338,0.7966,0.4,1.3915,0.4,0.0,0.2373,False,cyber_dev
16192,19,CWE-338,0.7547,0.24,1.4867,0.32,0.2,0.2642,True,cyber_dev
25948,19,CWE-338,0.698,0.4,1.1449,0.4,0.4,0.0801,True,cyber_dev
27826,19,CWE-338,0.6749,0.2,1.3873,0.2,0.2,0.0232,True,cyber_dev
23814,19,CWE-338,0.611,0.28,1.1075,0.28,0.0,0.1332,False,cyber_dev
13827,19,CWE-338,0.5744,0.24,1.0761,0.24,0.0,0.2111,False,cyber_dev
30701,19,CWE-338,0.5538,0.2,1.0845,0.2,0.2,0.0127,True,cyber_dev
3571,19,CWE-338,0.533,0.24,0.9725,0.24,0.4,0.1834,True,cyber_dev
5923,19,CWE-338,0.5285,0.4,0.7612,0.32,0.6,0.2822,True,cyber_dev
23425,19,CWE-338,0.5098,0.2,0.9745,0.2,0.2,0.0022,True,cyber_dev
19483,19,CWE-338,0.5002,0.24,0.8906,0.24,0.0,0.259,False,cyber_dev
23100,19,CWE-338,0.4772,0.2,0.8931,0.2,0.2,0.0135,True,cyber_dev
20332,19,CWE-338,0.4696,0.24,0.8139,0.24,0.4,0.1849,True,cyber_dev
11003,19,CWE-338,0.4639,0.24,0.7998,0.24,0.4,0.1774,True,cyber_dev
4700,19,CWE-338,0.4566,0.2,0.8415,0.2,0.2,0.0217,True,cyber_dev
9406,19,CWE-338,0.4466,0.24,0.7564,0.24,0.4,0.1766,True,cyber_dev
23201,19,CWE-338,0.4461,0.2,0.8152,0.2,0.2,0.0254,True,cyber_dev
15975,19,CWE-338,0.4453,0.2,0.8132,0.2,0.2,0.0022,True,cyber_dev
29361,19,CWE-338,0.4375,0.2,0.7937,0.2,0.2,0.0007,True,cyber_dev
15849,19,CWE-338,0.4219,0.2,0.7547,0.2,0.0,0.1931,False,cyber_dev
1757,19,CWE-338,0.4204,0.2,0.751,0.2,0.2,0.021,True,cyber_dev
9108,19,CWE-338,0.4096,0.2,0.724,0.2,0.2,0.006,True,cyber_dev
6273,19,CWE-338,0.3933,0.44,0.4631,0.16,0.4,0.4154,True,cyber_dev
13091,19,CWE-338,0.3881,0.28,0.5502,0.28,0.2,0.2732,True,cyber_dev
1913,19,CWE-338,0.388,0.28,0.5501,0.28,0.4,0.229,True,cyber_dev
19679,19,CWE-338,0.3836,0.2,0.6589,0.2,0.2,0.0097,True,cyber_dev
28606,19,CWE-338,0.381,0.2,0.6525,0.2,0.2,0.0172,True,cyber_dev
29022,19,CWE-338,0.3806,0.24,0.5915,0.24,0.4,0.1766,True,cyber_dev
17558,19,CWE-338,0.3798,0.2,0.6496,0.2,0.0,0.0404,False,cyber_dev
18725,19,CWE-338,0.3756,0.2,0.639,0.2,0.2,0.012,True,cyber_dev
16028,19,CWE-338,0.374,0.24,0.575,0.24,0.4,0.1774,True,cyber_dev
1586,19,CWE-338,0.3732,0.2,0.673,0.12,0.2,0.0674,True,cyber_dev
13690,19,CWE-338,0.372,0.24,0.57,0.24,0.4,0.2043,True,cyber_dev
20937,19,CWE-338,0.37,0.2,0.6249,0.2,0.0,0.2837,False,cyber_dev
20564,19,CWE-338,0.3694,0.24,0.5636,0.24,0.4,0.1886,True,cyber_dev
14206,19,CWE-338,0.3679,0.2,0.6196,0.2,0.2,0.0075,True,cyber_dev
14398,19,CWE-338,0.3669,0.24,0.5573,0.24,0.4,0.1766,True,cyber_dev
21954,19,CWE-338,0.3661,0.2,0.6152,0.2,0.2,0.0007,True,cyber_dev
10796,19,CWE-338,0.3658,0.24,0.5544,0.24,0.4,0.1871,True,cyber_dev
6629,19,CWE-338,0.3563,0.2,0.5908,0.2,0.2,0.0,True,cyber_dev
1116,19,CWE-338,0.3455,0.2,0.5838,0.16,0.2,0.0823,True,cyber_dev
6096,19,CWE-338,0.3423,0.24,0.4958,0.24,0.4,0.1766,True,cyber_dev
23058,19,CWE-338,0.3374,0.2,0.5434,0.2,0.2,0.0007,True,cyber_dev
14193,19,CWE-338,0.3351,0.2,0.5376,0.2,0.2,0.0292,True,cyber_dev
573,19,CWE-338,0.334,0.2,0.555,0.16,0.2,0.0284,True,cyber_dev
13360,19,CWE-338,0.3338,0.08,0.7145,0.08,0.0,0.003,False,cyber_dev
5540,19,CWE-338,0.3216,0.24,0.464,0.2,0.4,0.2006,True,cyber_dev
13570,19,CWE-338,0.3141,0.2,0.4852,0.2,0.2,0.0045,True,cyber_dev
17961,19,CWE-338,0.3116,0.36,0.319,0.2,0.4,0.4102,True,cyber_dev
23088,19,CWE-338,0.3068,0.2,0.4669,0.2,0.2,0.0082,True,cyber_dev
23042,19,CWE-338,0.3,0.16,0.5101,0.16,0.0,0.0988,False,cyber_dev
16816,19,CWE-338,0.2982,0.2,0.4456,0.2,0.2,0.0022,True,cyber_dev
32643,19,CWE-338,0.2979,0.2,0.4448,0.2,0.2,0.006,True,cyber_dev
26687,19,CWE-338,0.2973,0.2,0.4433,0.2,0.2,0.0,True,cyber_dev
607,19,CWE-338,0.2962,0.2,0.4404,0.2,0.2,0.0007,True,cyber_dev
14949,19,CWE-338,0.2957,0.2,0.4392,0.2,0.2,0.0022,True,cyber_dev
15331,19,CWE-338,0.2948,0.08,0.6169,0.08,0.0,0.0127,False,cyber_dev
25173,19,CWE-338,0.294,0.2,0.4349,0.2,0.2,0.0082,True,cyber_dev
10111,19,CWE-338,0.2924,0.16,0.4909,0.16,0.0,0.0509,False,cyber_dev
11462,19,CWE-338,0.2908,0.36,0.2669,0.2,0.4,0.2852,True,cyber_dev
23185,19,CWE-338,0.2907,0.2,0.4268,0.2,0.2,0.015,True,cyber_dev
524,19,CWE-338,0.29,0.2,0.4249,0.2,0.2,0.0037,True,cyber_dev
6898,19,CWE-338,0.2833,0.12,0.5283,0.12,0.0,0.021,False,cyber_dev
10107,19,CWE-338,0.2807,0.2,0.4016,0.2,0.2,0.0022,True,cyber_dev
4949,19,CWE-338,0.2801,0.2,0.4003,0.2,0.2,0.021,True,cyber_dev
4312,19,CWE-338,0.2797,0.16,0.4594,0.16,0.0,0.2545,False,cyber_dev
15311,19,CWE-338,0.2797,0.16,0.4393,0.2,0.2,0.0591,True,cyber_dev
19008,19,CWE-338,0.2756,0.24,0.3689,0.16,0.4,0.1939,True,cyber_dev
32012,19,CWE-338,0.2754,0.08,0.5685,0.08,0.0,0.0419,False,cyber_dev
19984,19,CWE-338,0.2738,0.12,0.5044,0.12,0.0,0.0337,False,cyber_dev
8221,19,CWE-338,0.2714,0.04,0.6186,0.04,0.0,0.0322,False,cyber_dev
13913,19,CWE-338,0.2697,0.16,0.4342,0.16,0.0,0.0509,False,cyber_dev
12824,19,CWE-338,0.2695,0.2,0.3938,0.16,0.2,0.0838,True,cyber_dev
29026,19,CWE-338,0.2612,0.32,0.2729,0.12,0.2,0.2829,True,cyber_dev
10988,19,CWE-338,0.261,0.08,0.5325,0.08,0.0,0.0756,False,cyber_dev
29383,19,CWE-338,0.2599,0.2,0.3697,0.16,0.2,0.0187,True,cyber_dev
8559,19,CWE-338,0.2519,0.12,0.4497,0.12,0.0,0.0172,False,cyber_dev
24340,19,CWE-338,0.2466,0.12,0.4365,0.12,0.0,0.0165,False,cyber_dev
10777,19,CWE-338,0.2458,0.12,0.4344,0.12,0.0,0.0202,False,cyber_dev
19922,19,CWE-338,0.2456,0.08,0.494,0.08,0.0,0.0127,False,cyber_dev
3674,19,CWE-338,0.2425,0.24,0.3064,0.12,0.2,0.3174,True,cyber_dev
26893,19,CWE-338,0.241,0.04,0.5426,0.04,0.0,0.0457,False,cyber_dev
22439,19,CWE-338,0.237,0.12,0.4126,0.12,0.0,0.0876,False,cyber_dev
10176,19,CWE-338,0.2285,0.08,0.4513,0.08,0.0,0.0576,False,cyber_dev
816,19,CWE-338,0.2243,0.2,0.2806,0.16,0.2,0.0898,True,cyber_dev
791,19,CWE-338,0.2219,0.08,0.4348,0.08,0.0,0.0112,False,cyber_dev
30742,19,CWE-338,0.221,0.2,0.2725,0.16,0.2,0.0846,True,cyber_dev
7889,19,CWE-338,0.2199,0.16,0.2898,0.2,0.2,0.0576,True,cyber_dev
12568,19,CWE-338,0.2155,0.12,0.3588,0.12,0.0,0.0112,False,cyber_dev
28608,19,CWE-338,0.2146,0.12,0.3565,0.12,0.0,0.0202,False,cyber_dev
27220,19,CWE-338,0.2109,0.08,0.4073,0.08,0.0,0.0187,False,cyber_dev
1854,19,CWE-338,0.2109,0.12,0.3472,0.12,0.0,0.0105,False,cyber_dev
18483,19,CWE-338,0.2098,0.12,0.3444,0.12,0.0,0.1811,False,cyber_dev
512,19,CWE-338,0.2016,0.2,0.2239,0.16,0.2,0.0247,True,cyber_dev
21776,19,CWE-338,0.2001,0.12,0.3203,0.12,0.0,0.0367,False,cyber_dev
1748,19,CWE-338,0.1971,0.12,0.3128,0.12,0.0,0.104,False,cyber_dev
12906,19,CWE-338,0.1917,0.08,0.3591,0.08,0.0,0.128,False,cyber_dev
31800,19,CWE-338,0.1906,0.12,0.2965,0.12,0.0,0.143,False,cyber_dev
7611,19,CWE-338,0.1897,0.08,0.3542,0.08,0.0,0.0082,False,cyber_dev
367,19,CWE-338,0.1889,0.08,0.3523,0.08,0.0,0.0524,False,cyber_dev
9257,19,CWE-338,0.188,0.04,0.41,0.04,0.0,0.0007,False,cyber_dev
28740,19,CWE-338,0.1824,0.08,0.3359,0.08,0.0,0.0015,False,cyber_dev
22032,19,CWE-338,0.1808,0.04,0.3919,0.04,0.0,0.003,False,cyber_dev
14842,19,CWE-338,0.1716,0.16,0.1691,0.2,0.2,0.1415,True,cyber_dev
8108,19,CWE-338,0.1687,0.2,0.1419,0.16,0.2,0.0075,True,cyber_dev
3413,19,CWE-338,0.1667,0.16,0.1967,0.12,0.2,0.0404,True,cyber_dev
2189,19,CWE-338,0.1661,0.04,0.3552,0.04,0.0,0.0105,False,cyber_dev
3594,19,CWE-338,0.1659,0.04,0.3547,0.04,0.0,0.0022,False,cyber_dev
26678,19,CWE-338,0.1638,0.08,0.2894,0.08,0.0,0.0075,False,cyber_dev
1533,19,CWE-338,0.1637,0.04,0.3492,0.04,0.0,0.0022,False,cyber_dev
6379,19,CWE-338,0.1628,0.04,0.347,0.04,0.0,0.0015,False,cyber_dev
10690,19,CWE-338,0.1624,0.08,0.286,0.08,0.0,0.0374,False,cyber_dev
12186,19,CWE-338,0.16,0.24,0.0801,0.16,0.4,0.4259,True,cyber_dev
9176,19,CWE-338,0.1572,0.04,0.3329,0.04,0.0,0.0007,False,cyber_dev
206,19,CWE-338,0.154,0.04,0.3249,0.04,0.0,0.006,False,cyber_dev
6603,19,CWE-338,0.1534,0.08,0.2635,0.08,0.0,0.0472,False,cyber_dev
21211,19,CWE-338,0.153,0.08,0.2624,0.08,0.0,0.0052,False,cyber_dev
29810,19,CWE-338,0.1513,0.2,0.1183,0.12,0.2,0.1145,True,cyber_dev
19392,19,CWE-338,0.1507,0.08,0.2568,0.08,0.0,0.0142,False,cyber_dev
1768,19,CWE-338,0.1483,0.08,0.2508,0.08,0.0,0.0269,False,cyber_dev
1609,19,CWE-338,0.1461,0.04,0.3052,0.04,0.0,0.0037,False,cyber_dev
10178,19,CWE-338,0.1459,0.04,0.3049,0.04,0.0,0.003,False,cyber_dev
3127,19,CWE-338,0.1458,0.04,0.3044,0.04,0.0,0.0052,False,cyber_dev
30808,19,CWE-338,0.1455,0.08,0.2438,0.08,0.0,0.024,False,cyber_dev
29918,19,CWE-338,0.1449,0.04,0.3023,0.04,0.0,0.0037,False,cyber_dev
9403,19,CWE-338,0.1446,0.08,0.2414,0.08,0.0,0.003,False,cyber_dev
9936,19,CWE-338,0.143,0.08,0.2375,0.08,0.0,0.0172,False,cyber_dev
17430,19,CWE-338,0.1428,0.08,0.2369,0.08,0.0,0.0479,False,cyber_dev
28548,19,CWE-338,0.1421,0.04,0.2952,0.04,0.0,0.0015,False,cyber_dev
28706,19,CWE-338,0.1416,0.2,0.094,0.12,0.2,0.0292,False,cyber_dev
18210,19,CWE-338,0.1402,0.04,0.2904,0.04,0.0,0.0022,False,cyber_dev
4627,19,CWE-338,0.1398,0.04,0.2895,0.04,0.0,0.0037,False,cyber_dev
29486,19,CWE-338,0.1395,0.08,0.2288,0.08,0.0,0.021,False,cyber_dev
10076,19,CWE-338,0.1382,0.08,0.2255,0.08,0.0,0.006,False,cyber_dev
21314,19,CWE-338,0.1378,0.04,0.2846,0.04,0.0,0.0007,False,cyber_dev
19674,19,CWE-338,0.1371,0.08,0.2228,0.08,0.0,0.0247,False,cyber_dev
25667,19,CWE-338,0.1338,0.08,0.2145,0.08,0.0,0.0389,False,cyber_dev
7012,19,CWE-338,0.133,0.08,0.2124,0.08,0.0,0.0808,False,cyber_dev
6808,19,CWE-338,0.1318,0.04,0.2696,0.04,0.0,0.0292,False,cyber_dev
7213,19,CWE-338,0.1316,0.04,0.269,0.04,0.0,0.003,False,cyber_dev
4603,19,CWE-338,0.1314,0.08,0.2084,0.08,0.0,0.0591,False,cyber_dev
11129,19,CWE-338,0.13,0.08,0.205,0.08,0.0,0.0352,False,cyber_dev
13244,19,CWE-338,0.1299,0.08,0.2048,0.08,0.0,0.0172,False,cyber_dev
9586,19,CWE-338,0.1298,0.08,0.2046,0.08,0.0,0.0165,False,cyber_dev
30056,19,CWE-338,0.1295,0.08,0.2036,0.08,0.0,0.0225,False,cyber_dev
27769,19,CWE-338,0.1293,0.08,0.2034,0.08,0.0,0.0307,False,cyber_dev
32019,19,CWE-338,0.129,0.08,0.2026,0.08,0.0,0.0344,False,cyber_dev
3934,19,CWE-338,0.128,0.04,0.26,0.04,0.0,0.0045,False,cyber_dev
1118,19,CWE-338,0.128,0.04,0.2599,0.04,0.0,0.0022,False,cyber_dev
3295,19,CWE-338,0.1263,0.04,0.2559,0.04,0.0,0.0037,False,cyber_dev
15298,19,CWE-338,0.1261,0.08,0.1952,0.08,0.0,0.0696,False,cyber_dev
29035,19,CWE-338,0.1253,0.04,0.2533,0.04,0.0,0.003,False,cyber_dev
5895,19,CWE-338,0.125,0.08,0.1924,0.08,0.0,0.0277,False,cyber_dev
10735,19,CWE-338,0.1249,0.08,0.1924,0.08,0.0,0.0307,False,cyber_dev
27760,19,CWE-338,0.1238,0.04,0.2495,0.04,0.0,0.0007,False,cyber_dev
19206,19,CWE-338,0.1238,0.04,0.2494,0.04,0.0,0.0135,False,cyber_dev
5588,19,CWE-338,0.1228,0.08,0.187,0.08,0.0,0.0771,False,cyber_dev
18477,19,CWE-338,0.1224,0.04,0.2461,0.04,0.0,0.003,False,cyber_dev
6494,19,CWE-338,0.1214,0.08,0.1834,0.08,0.0,0.0112,False,cyber_dev
11714,19,CWE-338,0.1212,0.08,0.1831,0.08,0.0,0.0269,False,cyber_dev
15271,19,CWE-338,0.1199,0.08,0.1797,0.08,0.0,0.006,False,cyber_dev
31411,19,CWE-338,0.1197,0.08,0.1792,0.08,0.0,0.0801,False,cyber_dev
27725,19,CWE-338,0.1193,0.04,0.2382,0.04,0.0,0.003,False,cyber_dev
2711,19,CWE-338,0.1192,0.04,0.2379,0.04,0.0,0.0112,False,cyber_dev
1908,19,CWE-338,0.1187,0.04,0.2367,0.04,0.0,0.0097,False,cyber_dev
3691,19,CWE-338,0.1181,0.08,0.1753,0.08,0.0,0.018,False,cyber_dev
2154,19,CWE-338,0.1178,0.08,0.1744,0.08,0.0,0.0015,False,cyber_dev
2798,19,CWE-338,0.1174,0.2,0.0335,0.12,0.2,0.0704,False,cyber_dev
24711,19,CWE-338,0.1169,0.08,0.1721,0.08,0.0,0.0359,False,cyber_dev
15993,19,CWE-338,0.1164,0.08,0.1711,0.08,0.0,0.0232,False,cyber_dev
26590,19,CWE-338,0.1146,0.04,0.2264,0.04,0.0,0.0067,False,cyber_dev
19934,19,CWE-338,0.1143,0.04,0.2257,0.04,0.0,0.0037,False,cyber_dev
1905,19,CWE-338,0.1139,0.04,0.2248,0.04,0.0,0.018,False,cyber_dev
23436,19,CWE-338,0.1138,0.08,0.1645,0.08,0.0,0.0494,False,cyber_dev
21553,19,CWE-338,0.1131,0.04,0.2228,0.04,0.0,0.012,False,cyber_dev
4361,19,CWE-338,0.1131,0.04,0.2227,0.04,0.0,0.0075,False,cyber_dev
27933,19,CWE-338,0.113,0.04,0.2224,0.04,0.0,0.003,False,cyber_dev
19425,19,CWE-338,0.1119,0.04,0.2197,0.04,0.0,0.003,False,cyber_dev
31558,19,CWE-338,0.1111,0.04,0.2178,0.04,0.0,0.0015,False,cyber_dev
6551,19,CWE-338,0.1104,0.04,0.2161,0.04,0.0,0.1175,False,cyber_dev
29661,19,CWE-338,0.1094,0.04,0.2135,0.04,0.0,0.0015,False,cyber_dev
13041,19,CWE-338,0.1094,0.04,0.2134,0.04,0.0,0.0082,False,cyber_dev
23048,19,CWE-338,0.1089,0.04,0.2123,0.04,0.0,0.018,False,cyber_dev
27801,19,CWE-338,0.1084,0.04,0.211,0.04,0.0,0.0232,False,cyber_dev
28122,19,CWE-338,0.1073,0.04,0.2083,0.04,0.0,0.0015,False,cyber_dev
16909,19,CWE-338,0.1071,0.04,0.2078,0.04,0.0,0.0045,False,cyber_dev
5850,19,CWE-338,0.1067,0.04,0.2066,0.04,0.0,0.0097,False,cyber_dev
28732,19,CWE-338,0.1047,0.2,0.0017,0.12,0.2,0.1302,False,cyber_dev
20402,19,CWE-338,0.1041,0.04,0.2002,0.04,0.0,0.0067,False,cyber_dev
26604,19,CWE-338,0.1031,0.04,0.1978,0.04,0.0,0.003,False,cyber_dev
8264,19,CWE-338,0.1027,0.04,0.1968,0.04,0.0,0.006,False,cyber_dev
30267,19,CWE-338,0.1016,0.04,0.1941,0.04,0.0,0.0045,False,cyber_dev
14932,19,CWE-338,0.1012,0.04,0.1931,0.04,0.0,0.0015,False,cyber_dev
31777,19,CWE-338,0.1009,0.04,0.1922,0.04,0.0,0.003,False,cyber_dev
25512,19,CWE-338,0.1003,0.04,0.1907,0.04,0.0,0.003,False,cyber_dev
16897,19,CWE-79,0.4428,0.1266,0.9362,0.0886,0.7595,0.7975,True,cve_pairs
17961,19,CWE-79,0.1602,0.1139,0.2487,0.0759,0.5949,0.5316,True,cve_pairs
17340,19,CWE-79,0.1323,0.038,0.2737,0.038,0.0633,0.0253,True,cve_pairs
10988,19,CWE-79,0.1304,0.0759,0.2183,0.0633,0.1139,0.1772,True,cve_pairs
13091,19,CWE-79,0.1083,0.1013,0.1505,0.038,0.3165,0.3544,True,cve_pairs
13827,19,CWE-79,0.1078,0.1013,0.1428,0.0506,0.3924,0.3797,True,cve_pairs
12186,19,CWE-79,0.1066,0.0759,0.1717,0.038,0.3797,0.3418,True,cve_pairs
3674,19,CWE-79,0.1053,0.0759,0.1619,0.0506,0.2785,0.2278,True,cve_pairs
16969,19,CWE-79,0.0955,0.0127,0.2197,0.0127,0.0127,0.0,False,cve_pairs
15298,19,CWE-79,0.089,0.0506,0.1402,0.0633,0.1646,0.1899,True,cve_pairs
11462,19,CWE-79,0.0869,0.0633,0.1288,0.0506,0.0759,0.0886,True,cve_pairs
25624,19,CWE-79,0.0826,0.038,0.1496,0.038,0.0506,0.0886,True,cve_pairs
23455,19,CWE-79,0.0815,0.038,0.1468,0.038,0.0506,0.0253,True,cve_pairs
15921,19,CWE-79,0.081,0.0127,0.1836,0.0127,0.0127,0.0253,False,cve_pairs
12155,19,CWE-79,0.0739,0.038,0.1277,0.038,0.038,0.0759,True,cve_pairs
1586,19,CWE-79,0.073,0.0253,0.1445,0.0253,0.0253,0.0506,True,cve_pairs
8108,19,CWE-79,0.0725,0.0127,0.1622,0.0127,0.0,0.0127,False,cve_pairs
15955,19,CWE-79,0.0711,0.0253,0.1399,0.0253,0.0253,0.0,True,cve_pairs
22429,19,CWE-79,0.0707,0.0127,0.1577,0.0127,0.0127,0.0,False,cve_pairs
2068,19,CWE-79,0.0689,0.0759,0.0773,0.038,0.4051,0.3797,True,cve_pairs
12543,19,CWE-79,0.0679,0.038,0.1128,0.038,0.0633,0.0253,True,cve_pairs
31861,19,CWE-79,0.0664,0.0253,0.128,0.0253,0.0506,0.0253,True,cve_pairs
14412,19,CWE-79,0.0663,0.0253,0.1277,0.0253,0.038,0.0127,True,cve_pairs
20111,19,CWE-79,0.066,0.0127,0.146,0.0127,0.0127,0.0253,False,cve_pairs
19946,19,CWE-79,0.0656,0.0506,0.1007,0.0253,0.2152,0.2278,True,cve_pairs
19483,19,CWE-79,0.0655,0.0506,0.1004,0.0253,0.1899,0.2152,True,cve_pairs
4940,19,CWE-79,0.065,0.038,0.1055,0.038,0.0886,0.0506,True,cve_pairs
27396,19,CWE-79,0.0647,0.0127,0.1429,0.0127,0.0,0.0127,False,cve_pairs
151,19,CWE-79,0.0645,0.038,0.1106,0.0253,0.1139,0.1392,True,cve_pairs
24208,19,CWE-79,0.0642,0.0127,0.1415,0.0127,0.0,0.0127,False,cve_pairs
18795,19,CWE-79,0.0639,0.0127,0.1408,0.0127,0.0253,0.0127,True,cve_pairs
6551,19,CWE-79,0.0638,0.0127,0.1406,0.0127,0.0253,0.0127,True,cve_pairs
9881,19,CWE-79,0.0622,0.038,0.0986,0.038,0.038,0.0,True,cve_pairs
6574,19,CWE-79,0.0607,0.0253,0.1139,0.0253,0.038,0.0127,True,cve_pairs
5403,19,CWE-79,0.0604,0.038,0.0941,0.038,0.2785,0.2911,True,cve_pairs
6898,19,CWE-79,0.0589,0.0253,0.1092,0.0253,0.0506,0.038,True,cve_pairs
28864,19,CWE-79,0.0587,0.038,0.0962,0.0253,0.0633,0.0886,True,cve_pairs
25954,19,CWE-79,0.0575,0.0506,0.0806,0.0253,0.2278,0.2025,True,cve_pairs
31711,19,CWE-79,0.0573,0.0127,0.1243,0.0127,0.0,0.0127,False,cve_pairs
18234,19,CWE-79,0.0566,0.0253,0.1036,0.0253,0.0253,0.0,True,cve_pairs
3927,19,CWE-79,0.056,0.0127,0.1211,0.0127,0.0,0.0127,False,cve_pairs
11611,19,CWE-79,0.0547,0.0253,0.0987,0.0253,0.0127,0.038,False,cve_pairs
5682,19,CWE-79,0.0546,0.0253,0.0986,0.0253,0.038,0.0127,True,cve_pairs
13750,19,CWE-79,0.0545,0.038,0.0792,0.038,0.0886,0.0633,True,cve_pairs
12306,19,CWE-79,0.0544,0.0253,0.0981,0.0253,0.0759,0.0506,True,cve_pairs
23436,19,CWE-79,0.0544,0.0633,0.0537,0.038,0.1519,0.1139,True,cve_pairs
24779,19,CWE-79,0.0543,0.0253,0.0978,0.0253,0.1519,0.1646,True,cve_pairs
6651,19,CWE-79,0.0543,0.0253,0.0977,0.0253,0.038,0.0127,True,cve_pairs
24211,19,CWE-79,0.0534,0.0127,0.1144,0.0127,0.0127,0.0,False,cve_pairs
16192,19,CWE-79,0.053,0.0253,0.0883,0.038,0.1646,0.1899,True,cve_pairs
18058,19,CWE-79,0.0528,0.0253,0.094,0.0253,0.0253,0.0,True,cve_pairs
2884,19,CWE-79,0.0527,0.0253,0.0939,0.0253,0.0,0.0253,False,cve_pairs
22150,19,CWE-79,0.0527,0.0127,0.1127,0.0127,0.0127,0.0,False,cve_pairs
1852,19,CWE-79,0.0523,0.0127,0.1118,0.0127,0.0127,0.0,False,cve_pairs
12068,19,CWE-79,0.0517,0.0506,0.0595,0.038,0.0886,0.0506,True,cve_pairs
29943,19,CWE-79,0.0516,0.0127,0.1101,0.0127,0.0253,0.0127,True,cve_pairs
27128,19,CWE-79,0.0514,0.0253,0.0906,0.0253,0.0633,0.038,True,cve_pairs
15849,19,CWE-79,0.0512,0.0633,0.0457,0.038,0.1646,0.2025,True,cve_pairs
15364,19,CWE-79,0.0511,0.0127,0.1087,0.0127,0.0633,0.0506,True,cve_pairs
31698,19,CWE-79,0.0506,0.0253,0.0885,0.0253,0.0506,0.0253,True,cve_pairs
9520,19,CWE-79,0.0504,0.038,0.0689,0.038,0.038,0.0127,True,cve_pairs
6508,19,CWE-79,0.0496,0.0127,0.1049,0.0127,0.0127,0.0,False,cve_pairs
